"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia CORONEL PORTILLO",,,,,,,,,
"Hogares (001)",74639,2866,1165,780,672,519,353,422,67862
"Ocupantes presentes (002)",328463,11768,4461,2852,2650,2322,1825,2643,299942
"Casa independiente",,,,,,,,,
"Hogares (004)",66198,2638,1063,696,634,476,325,394,59972
"Ocupantes presentes (005)",297160,11113,4120,2579,2501,2159,1691,2492,270505
"Departamento en edificio",,,,,,,,,
"Hogares (007)",459,24,11,6,4,6,3,3,402
"Ocupantes presentes (008)",1311,58,31,14,16,20,12,13,1147
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",2653,112,36,40,19,15,6,11,2414
"Ocupantes presentes (011)",7464,277,109,128,70,54,22,58,6746
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",550,16,14,9,6,6,2,2,495
"Ocupantes presentes (014)",1951,68,38,29,23,18,15,13,1747
"Choza o cabaña",,,,,,,,,
"Hogares (016)",3837,47,20,15,4,7,13,5,3726
"Ocupantes presentes (017)",17128,168,102,58,21,29,60,30,16660
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",806,24,19,11,5,9,4,5,729
"Ocupantes presentes (020)",3049,78,57,36,19,42,25,33,2759
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",106,5,2,3,,,,2,94
"Ocupantes presentes (023)",281,6,4,8,,,,4,259
"Otro tipo",,,,,,,,,
"Hogares (025)",30,,,,,,,,30
"Ocupantes presentes (026)",119,,,,,,,,119
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",63292,2705,1109,741,646,491,318,403,56879
"Ocupantes presentes (029)",277747,11127,4223,2708,2545,2185,1647,2526,250786
"Casa independiente",,,,,,,,,
"Hogares (031)",58702,2524,1027,672,612,455,303,380,52729
"Ocupantes presentes (032)",263644,10640,3984,2493,2417,2051,1573,2405,238081
"Departamento en edificio",,,,,,,,,
"Hogares (034)",459,24,11,6,4,6,3,3,402
"Ocupantes presentes (035)",1311,58,31,14,16,20,12,13,1147
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",2653,112,36,40,19,15,6,11,2414
"Ocupantes presentes (038)",7464,277,109,128,70,54,22,58,6746
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",550,16,14,9,6,6,2,2,495
"Ocupantes presentes (041)",1951,68,38,29,23,18,15,13,1747
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",806,24,19,11,5,9,4,5,729
"Ocupantes presentes (047)",3049,78,57,36,19,42,25,33,2759
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",102,5,2,3,,,,2,90
"Ocupantes presentes (050)",266,6,4,8,,,,4,244
"Otro tipo",,,,,,,,,
"Hogares (052)",20,,,,,,,,20
"Ocupantes presentes (053)",62,,,,,,,,62
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",11347,161,56,39,26,28,35,19,10983
"Ocupantes presentes (056)",50716,641,238,144,105,137,178,117,49156
"Casa independiente",,,,,,,,,
"Hogares (058)",7496,114,36,24,22,21,22,14,7243
"Ocupantes presentes (059)",33516,473,136,86,84,108,118,87,32424
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",3837,47,20,15,4,7,13,5,3726
"Ocupantes presentes (071)",17128,168,102,58,21,29,60,30,16660
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",4,,,,,,,,4
"Ocupantes presentes (077)",15,,,,,,,,15
"Otro tipo",,,,,,,,,
"Hogares (079)",10,,,,,,,,10
"Ocupantes presentes (080)",57,,,,,,,,57
