"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CANGALLO (000)",411,109,302
"Sin nivel (001)",23,1,22
"Primaria (003)",173,42,131
"Secundaria (004)",171,53,118
"Superior no univ. incompleta (005)",6,2,4
"Superior no univ. completa (006)",29,9,20
"Superior univ. incompleta (007)",2,1,1
"Superior univ. completa (008)",7,1,6
"De 14 a 29 años (010)",195,70,125
"Sin nivel (011)",3,,3
"Primaria (013)",61,24,37
"Secundaria (014)",107,35,72
"Superior no univ. incompleta (015)",4,2,2
"Superior no univ. completa (016)",16,7,9
"Superior univ. incompleta (017)",1,1,
"Superior univ. completa (018)",3,1,2
"De 30 a 44 años (020)",134,33,101
"Sin nivel (021)",4,,4
"Primaria (023)",57,15,42
"Secundaria (024)",54,16,38
"Superior no univ. incompleta (025)",2,,2
"Superior no univ. completa (026)",13,2,11
"Superior univ. incompleta (027)",1,,1
"Superior univ. completa (028)",3,,3
"De 45 a 64 años (030)",59,6,53
"Sin nivel (031)",7,1,6
"Primaria (033)",41,3,38
"Secundaria (034)",10,2,8
"Superior univ. completa (038)",1,,1
"De 65 y más años (040)",23,,23
"Sin nivel (041)",9,,9
"Primaria (043)",14,,14
,,,
"AREA URBANA (050)",125,29,96
"Sin nivel (051)",5,,5
"Primaria (053)",43,8,35
"Secundaria (054)",53,14,39
"Superior no univ. incompleta (055)",3,1,2
"Superior no univ. completa (056)",17,5,12
"Superior univ. incompleta (057)",1,1,
"Superior univ. completa (058)",3,,3
"De 14 a 29 años (060)",63,18,45
"Sin nivel (061)",2,,2
"Primaria (063)",13,3,10
"Secundaria (064)",36,10,26
"Superior no univ. incompleta (065)",2,1,1
"Superior no univ. completa (066)",8,3,5
"Superior univ. incompleta (067)",1,1,
"Superior univ. completa (068)",1,,1
"De 30 a 44 años (070)",43,10,33
"Sin nivel (071)",1,,1
"Primaria (073)",15,4,11
"Secundaria (074)",16,4,12
"Superior no univ. incompleta (075)",1,,1
"Superior no univ. completa (076)",9,2,7
"Superior univ. completa (078)",1,,1
"De 45 a 64 años (080)",15,1,14
"Sin nivel (081)",1,,1
"Primaria (083)",12,1,11
"Secundaria (084)",1,,1
"Superior univ. completa (088)",1,,1
"De 65 y más años (090)",4,,4
"Sin nivel (091)",1,,1
"Primaria (093)",3,,3
,,,
"AREA RURAL (100)",286,80,206
"Sin nivel (101)",18,1,17
"Primaria (103)",130,34,96
"Secundaria (104)",118,39,79
"Superior no univ. incompleta (105)",3,1,2
"Superior no univ. completa (106)",12,4,8
"Superior univ. incompleta (107)",1,,1
"Superior univ. completa (108)",4,1,3
"De 14 a 29 años (110)",132,52,80
"Sin nivel (111)",1,,1
"Primaria (113)",48,21,27
"Secundaria (114)",71,25,46
"Superior no univ. incompleta (115)",2,1,1
"Superior no univ. completa (116)",8,4,4
"Superior univ. completa (118)",2,1,1
"De 30 a 44 años (120)",91,23,68
"Sin nivel (121)",3,,3
"Primaria (123)",42,11,31
"Secundaria (124)",38,12,26
"Superior no univ. incompleta (125)",1,,1
"Superior no univ. completa (126)",4,,4
"Superior univ. incompleta (127)",1,,1
"Superior univ. completa (128)",2,,2
"De 45 a 64 años (130)",44,5,39
"Sin nivel (131)",6,1,5
"Primaria (133)",29,2,27
"Secundaria (134)",9,2,7
"De 65 y más años (140)",19,,19
"Sin nivel (141)",8,,8
"Primaria (143)",11,,11
