"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia OCROS (000)",109,30,79
"Sin nivel (001)",3,,3
"Primaria (003)",38,11,27
"Secundaria (004)",48,15,33
"Superior no univ. incompleta (005)",3,,3
"Superior no univ. completa (006)",6,1,5
"Superior univ. incompleta (007)",2,2,
"Superior univ. completa (008)",9,1,8
"Hombres (010)",91,23,68
"Sin nivel (011)",3,,3
"Primaria (013)",35,9,26
"Secundaria (014)",41,12,29
"Superior no univ. incompleta (015)",1,,1
"Superior no univ. completa (016)",2,,2
"Superior univ. incompleta (017)",1,1,
"Superior univ. completa (018)",8,1,7
"Mujeres (020)",18,7,11
"Primaria (023)",3,2,1
"Secundaria (024)",7,3,4
"Superior no univ. incompleta (025)",2,,2
"Superior no univ. completa (026)",4,1,3
"Superior univ. incompleta (027)",1,1,
"Superior univ. completa (028)",1,,1
,,,
"AREA URBANA (030)",60,15,45
"Sin nivel (031)",1,,1
"Primaria (033)",16,5,11
"Secundaria (034)",29,8,21
"Superior no univ. incompleta (035)",2,,2
"Superior no univ. completa (036)",3,1,2
"Superior univ. incompleta (037)",1,1,
"Superior univ. completa (038)",8,,8
"Hombres (040)",49,12,37
"Sin nivel (041)",1,,1
"Primaria (043)",14,4,10
"Secundaria (044)",25,7,18
"Superior no univ. incompleta (045)",1,,1
"Superior univ. incompleta (047)",1,1,
"Superior univ. completa (048)",7,,7
"Mujeres (050)",11,3,8
"Primaria (053)",2,1,1
"Secundaria (054)",4,1,3
"Superior no univ. incompleta (055)",1,,1
"Superior no univ. completa (056)",3,1,2
"Superior univ. completa (058)",1,,1
,,,
"AREA RURAL (060)",49,15,34
"Sin nivel (061)",2,,2
"Primaria (063)",22,6,16
"Secundaria (064)",19,7,12
"Superior no univ. incompleta (065)",1,,1
"Superior no univ. completa (066)",3,,3
"Superior univ. incompleta (067)",1,1,
"Superior univ. completa (068)",1,1,
"Hombres (070)",42,11,31
"Sin nivel (071)",2,,2
"Primaria (073)",21,5,16
"Secundaria (074)",16,5,11
"Superior no univ. completa (076)",2,,2
"Superior univ. completa (078)",1,1,
"Mujeres (080)",7,4,3
"Primaria (083)",1,1,
"Secundaria (084)",3,2,1
"Superior no univ. incompleta (085)",1,,1
"Superior no univ. completa (086)",1,,1
"Superior univ. incompleta (087)",1,1,
