"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",13,1,11,,1,
"Actividad economica no especificada (043)",180,,70,55,41,14
"Mujeres (045)",19357,495,7659,5806,3950,1447
"Agric., ganadería, caza y silvicultura (046)",9532,261,3124,2729,2353,1065
"Pesca (047)",3,,,1,1,1
"Explotación de minas y canteras (048)",136,,89,44,2,1
"Industrias manufactureras (049)",7029,182,3510,2032,1045,260
"Suministro de electricidad, gas y agua (050)",2,,1,,1,
"Construcción (051)",13,,5,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",851,18,259,308,213,53
"Venta, mant.y rep. veh.autom.y motoc. (053)",4,,2,1,1,
"Comercio al por mayor (054)",15,1,4,6,3,1
"Comercio al por menor (055)",832,17,253,301,209,52
"Hoteles y restaurantes (056)",228,10,100,50,53,15
"Trans., almac. y comunicaciones (057)",15,,9,5,1,
"Intermediación financiera (058)",4,,2,1,1,
"Activid.inmobil., empres. y alquileres (059)",35,,22,13,,
"Admin.pub. y defensa; p. segur.soc.afil (060)",53,,18,20,15,
"Enseñanza (061)",581,,139,346,95,1
"Servicios sociales y de salud (062)",103,,51,47,5,
"Otras activ. serv.comun.soc y personales (063)",121,4,31,38,36,12
"Hogares privados con servicio doméstico (064)",399,20,205,89,69,16
"Actividad economica no especificada (066)",252,,94,75,60,23
,,,,,,
"URBANA (067)",7776,134,2502,2989,1751,400
"Agric., ganadería, caza y silvicultura (068)",1762,25,482,502,537,216
"Pesca (069)",1,,,1,,
"Explotación de minas y canteras (070)",1008,,387,480,137,4
"Industrias manufactureras (071)",708,20,250,259,146,33
"Suministro de electricidad, gas y agua (072)",16,,6,5,5,
"Construcción (073)",286,2,107,106,68,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",1104,47,298,385,294,80
"Venta, mant.y rep. veh.autom.y motoc. (075)",68,1,32,22,11,2
"Comercio al por mayor (076)",34,2,4,15,11,2
"Comercio al por menor (077)",1002,44,262,348,272,76
"Hoteles y restaurantes (078)",205,11,85,49,50,10
"Trans., almac. y comunicaciones (079)",419,1,227,141,45,5
"Intermediación financiera (080)",13,,5,3,5,
"Activid.inmobil., empres. y alquileres (081)",85,,34,34,16,1
"Admin.pub. y defensa; p. segur.soc.afil (082)",239,,47,99,86,7
"Enseñanza (083)",1077,,205,658,208,6
"Servicios sociales y de salud (084)",190,,69,101,17,3
"Otras activ. serv.comun.soc y personales (085)",167,13,50,49,43,12
"Hogares privados con servicio doméstico (086)",250,15,146,48,37,4
"Actividad economica no especificada (088)",246,,104,69,57,16
"Hombres (089)",5289,83,1601,2042,1254,309
"Agric., ganadería, caza y silvicultura (090)",1555,17,424,437,483,194
"Pesca (091)",1,,,1,,
"Explotación de minas y canteras (092)",895,,315,442,135,3
"Industrias manufactureras (093)",398,15,119,148,90,26
"Suministro de electricidad, gas y agua (094)",14,,5,5,4,
"Construcción (095)",280,2,105,102,68,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",581,34,143,200,156,48
"Venta, mant.y rep. veh.autom.y motoc. (097)",64,1,30,21,10,2
"Comercio al por mayor (098)",24,1,,12,9,2
"Comercio al por menor (099)",493,32,113,167,137,44
"Hoteles y restaurantes (100)",61,4,25,14,16,2
"Trans., almac. y comunicaciones (101)",410,1,224,136,44,5
"Intermediación financiera (102)",9,,3,2,4,
"Activid.inmobil., empres. y alquileres (103)",57,,16,24,16,1
"Admin.pub. y defensa; p. segur.soc.afil (104)",191,,32,80,72,7
"Enseñanza (105)",560,,94,344,117,5
"Servicios sociales y de salud (106)",91,,19,57,12,3
"Otras activ. serv.comun.soc y personales (107)",75,10,26,21,13,5
"Hogares privados con servicio doméstico (108)",7,,6,,1,
"Actividad economica no especificada (110)",104,,45,29,23,7
"Mujeres (112)",2487,51,901,947,497,91
"Agric., ganadería, caza y silvicultura (113)",207,8,58,65,54,22
"Explotación de minas y canteras (115)",113,,72,38,2,1
"Industrias manufactureras (116)",310,5,131,111,56,7
"Suministro de electricidad, gas y agua (117)",2,,1,,1,
"Construcción (118)",6,,2,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",523,13,155,185,138,32
"Venta, mant.y rep. veh.autom.y motoc. (120)",4,,2,1,1,
"Comercio al por mayor (121)",10,1,4,3,2,
"Comercio al por menor (122)",509,12,149,181,135,32
"Hoteles y restaurantes (123)",144,7,60,35,34,8
"Trans., almac. y comunicaciones (124)",9,,3,5,1,
"Intermediación financiera (125)",4,,2,1,1,
"Activid.inmobil., empres. y alquileres (126)",28,,18,10,,
"Admin.pub. y defensa; p. segur.soc.afil (127)",48,,15,19,14,
"Enseñanza (128)",517,,111,314,91,1
"Servicios sociales y de salud (129)",99,,50,44,5,
"Otras activ. serv.comun.soc y personales (130)",92,3,24,28,30,7
"Hogares privados con servicio doméstico (131)",243,15,140,48,36,4
"Actividad economica no especificada (133)",142,,59,40,34,9
,,,,,,
"RURAL (134)",34757,756,13229,10151,7443,3178
"Agric., ganadería, caza y silvicultura (135)",24683,539,8473,7056,5860,2755
"Pesca (136)",3,,,1,1,1
"Explotación de minas y canteras (137)",387,2,166,152,64,3
"Industrias manufactureras (138)",8010,196,3944,2342,1198,330
"Suministro de electricidad, gas y agua (139)",5,,1,2,2,
"Construcción (140)",191,3,76,62,46,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",526,6,169,201,114,36
"Venta, mant.y rep. veh.autom.y motoc. (142)",3,,1,2,,
"Comercio al por mayor (143)",11,,,5,4,2
"Comercio al por menor (144)",512,6,168,194,110,34
"Hoteles y restaurantes (145)",98,3,48,19,21,7
"Trans., almac. y comunicaciones (146)",132,,75,45,11,1
"Activid.inmobil., empres. y alquileres (148)",42,,23,18,1,
"Admin.pub. y defensa; p. segur.soc.afil (149)",44,,18,13,12,1
"Enseñanza (150)",196,,65,106,25,
"Servicios sociales y de salud (151)",21,,9,11,1,
"Otras activ. serv.comun.soc y personales (152)",71,1,32,21,10,7
"Hogares privados con servicio doméstico (153)",162,6,70,41,33,12
"Actividad economica no especificada (155)",186,,60,61,44,21
"Hombres (156)",17887,312,6471,5292,3990,1822
"Agric., ganadería, caza y silvicultura (157)",15358,286,5407,4392,3561,1712
"Explotación de minas y canteras (159)",364,2,149,146,64,3
"Industrias manufactureras (160)",1291,19,565,421,209,77
"Suministro de electricidad, gas y agua (161)",5,,1,2,2,
"Construcción (162)",184,3,73,58,46,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",198,1,65,78,39,15
"Venta, mant.y rep. veh.autom.y motoc. (164)",3,,1,2,,
"Comercio al por mayor (165)",6,,,2,3,1
"Comercio al por menor (166)",189,1,64,74,36,14
"Hoteles y restaurantes (167)",14,,8,4,2,
"Trans., almac. y comunicaciones (168)",126,,69,45,11,1
"Activid.inmobil., empres. y alquileres (170)",35,,19,15,1,
"Admin.pub. y defensa; p. segur.soc.afil (171)",39,,15,12,11,1
"Enseñanza (172)",132,,37,74,21,
"Servicios sociales y de salud (173)",17,,8,8,1,
"Otras activ. serv.comun.soc y personales (174)",42,,25,11,4,2
"Hogares privados con servicio doméstico (175)",6,1,5,,,
"Actividad economica no especificada (177)",76,,25,26,18,7
"Mujeres (179)",16870,444,6758,4859,3453,1356
"Agric., ganadería, caza y silvicultura (180)",9325,253,3066,2664,2299,1043
"Pesca (181)",3,,,1,1,1
"Explotación de minas y canteras (182)",23,,17,6,,
"Industrias manufactureras (183)",6719,177,3379,1921,989,253
"Construcción (185)",7,,3,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",328,5,104,123,75,21
"Comercio al por mayor (188)",5,,,3,1,1
"Comercio al por menor (189)",323,5,104,120,74,20
"Hoteles y restaurantes (190)",84,3,40,15,19,7
"Trans., almac. y comunicaciones (191)",6,,6,,,
"Activid.inmobil., empres. y alquileres (193)",7,,4,3,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",5,,3,1,1,
"Enseñanza (195)",64,,28,32,4,
"Servicios sociales y de salud (196)",4,,1,3,,
"Otras activ. serv.comun.soc y personales (197)",29,1,7,10,6,5
"Hogares privados con servicio doméstico (198)",156,5,65,41,33,12
"Actividad economica no especificada (200)",110,,35,35,26,14
