"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia LAURICOCHA",,,,,,,,,
"Viviendas particulares (001)",7866,85,7376,12,8,13,340,1,31
"Ocupantes presentes (002)",34003,325,32018,50,40,51,1371,9,139
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",7062,84,6818,10,1,6,128,1,14
"Ocupantes presentes (005)",30361,322,29389,47,5,24,500,9,65
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",9,,9,,,,,,
"Ocupantes presentes (014)",17,,17,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",782,,544,2,7,4,210,,15
"Ocupantes presentes (017)",3570,,2587,3,35,17,859,,69
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3,,,,,3,,,
"Ocupantes presentes (020)",10,,,,,10,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",8,1,5,,,,2,,
"Ocupantes presentes (023)",40,3,25,,,,12,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",2,,,,,,,,2
"Ocupantes presentes (026)",5,,,,,,,,5
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2024,40,1972,3,,4,3,,2
"Ocupantes presentes (029)",7873,146,7677,16,,14,10,,10
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2010,39,1963,3,,1,3,,1
"Ocupantes presentes (032)",7839,143,7660,16,,4,10,,6
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",9,,9,,,,,,
"Ocupantes presentes (041)",17,,17,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3,,,,,3,,,
"Ocupantes presentes (047)",10,,,,,10,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,1,,,,,,,
"Ocupantes presentes (050)",3,3,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,,,,,,,,1
"Ocupantes presentes (053)",4,,,,,,,,4
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",5842,45,5404,9,8,9,337,1,29
"Ocupantes presentes (056)",26130,179,24341,34,40,37,1361,9,129
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",5052,45,4855,7,1,5,125,1,13
"Ocupantes presentes (059)",22522,179,21729,31,5,20,490,9,59
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",782,,544,2,7,4,210,,15
"Ocupantes presentes (071)",3570,,2587,3,35,17,859,,69
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",7,,5,,,,2,,
"Ocupantes presentes (077)",37,,25,,,,12,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",1,,,,,,,,1
