"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia PUERTO INCA (000)",591,58,533
"Sin nivel (001)",32,2,30
"Educación inicial (002)",1,,1
"Primaria (003)",297,24,273
"Secundaria (004)",214,25,189
"Superior no univ. incompleta (005)",16,,16
"Superior no univ. completa (006)",4,,4
"Superior univ. incompleta (007)",8,2,6
"Superior univ. completa (008)",19,5,14
"Hombres (010)",452,36,416
"Sin nivel (011)",21,,21
"Educación inicial (012)",1,,1
"Primaria (013)",223,15,208
"Secundaria (014)",172,18,154
"Superior no univ. incompleta (015)",15,,15
"Superior no univ. completa (016)",2,,2
"Superior univ. incompleta (017)",5,,5
"Superior univ. completa (018)",13,3,10
"Mujeres (020)",139,22,117
"Sin nivel (021)",11,2,9
"Primaria (023)",74,9,65
"Secundaria (024)",42,7,35
"Superior no univ. incompleta (025)",1,,1
"Superior no univ. completa (026)",2,,2
"Superior univ. incompleta (027)",3,2,1
"Superior univ. completa (028)",6,2,4
,,,
"AREA URBANA (030)",199,21,178
"Sin nivel (031)",2,,2
"Primaria (033)",80,9,71
"Secundaria (034)",83,8,75
"Superior no univ. incompleta (035)",13,,13
"Superior no univ. completa (036)",3,,3
"Superior univ. incompleta (037)",4,1,3
"Superior univ. completa (038)",14,3,11
"Hombres (040)",162,11,151
"Sin nivel (041)",1,,1
"Primaria (043)",59,4,55
"Secundaria (044)",74,5,69
"Superior no univ. incompleta (045)",12,,12
"Superior no univ. completa (046)",2,,2
"Superior univ. incompleta (047)",2,,2
"Superior univ. completa (048)",12,2,10
"Mujeres (050)",37,10,27
"Sin nivel (051)",1,,1
"Primaria (053)",21,5,16
"Secundaria (054)",9,3,6
"Superior no univ. incompleta (055)",1,,1
"Superior no univ. completa (056)",1,,1
"Superior univ. incompleta (057)",2,1,1
"Superior univ. completa (058)",2,1,1
,,,
"AREA RURAL (060)",392,37,355
"Sin nivel (061)",30,2,28
"Educación inicial (062)",1,,1
"Primaria (063)",217,15,202
"Secundaria (064)",131,17,114
"Superior no univ. incompleta (065)",3,,3
"Superior no univ. completa (066)",1,,1
"Superior univ. incompleta (067)",4,1,3
"Superior univ. completa (068)",5,2,3
"Hombres (070)",290,25,265
"Sin nivel (071)",20,,20
"Educación inicial (072)",1,,1
"Primaria (073)",164,11,153
"Secundaria (074)",98,13,85
"Superior no univ. incompleta (075)",3,,3
"Superior univ. incompleta (077)",3,,3
"Superior univ. completa (078)",1,1,
"Mujeres (080)",102,12,90
"Sin nivel (081)",10,2,8
"Primaria (083)",53,4,49
"Secundaria (084)",33,4,29
"Superior no univ. completa (086)",1,,1
"Superior univ. incompleta (087)",1,1,
"Superior univ. completa (088)",4,1,3
