"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PAITA (000)",108535,26948,21737,4948,55160
"Menos de 1 año (001)",2580,1322,492,75,691
"De 1 a 14 años (002)",33242,13966,7081,1173,11067
"De 15 a 29 años (003)",30806,5788,4609,1333,19126
"De 30 a 44 años (004)",22048,3269,5005,1201,12668
"De 45 a 64 años (005)",14325,1907,3034,861,8586
"De 65 y mas años (006)",5534,696,1516,305,3022
"Hombres (008)",54581,12397,10951,2857,28548
"Menos de 1 año (009)",1299,654,256,37,352
"De 1 a 14 años (010)",16793,7080,3626,599,5514
"De 15 a 29 años (011)",15305,2236,2250,806,10045
"De 30 a 44 años (012)",10918,1206,2429,706,6641
"De 45 a 64 años (013)",7370,870,1539,524,4483
"De 65 y mas años (014)",2896,351,851,185,1513
"Mujeres (016)",53954,14551,10786,2091,26612
"Menos de 1 año (017)",1281,668,236,38,339
"De 1 a 14 años (018)",16449,6886,3455,574,5553
"De 15 a 29 años (019)",15501,3552,2359,527,9081
"De 30 a 44 años (020)",11130,2063,2576,495,6027
"De 45 a 64 años (021)",6955,1037,1495,337,4103
"De 65 y mas años (022)",2638,345,665,120,1509
,,,,,
"URBANA (024)",103615,24724,21156,4883,53104
"Menos de 1 año (025)",2463,1244,480,73,666
"De 1 a 14 años (026)",31747,12877,6939,1164,10812
"De 15 a 29 años (027)",29429,5268,4481,1316,18413
"De 30 a 44 años (028)",21083,2953,4894,1188,12141
"De 45 a 64 años (029)",13661,1736,2932,848,8205
"De 65 y mas años (030)",5232,646,1430,294,2867
"Hombres (032)",51974,11329,10636,2814,27362
"Menos de 1 año (033)",1240,617,249,36,338
"De 1 a 14 años (034)",16016,6515,3553,593,5381
"De 15 a 29 años (035)",14599,2016,2191,794,9630
"De 30 a 44 años (036)",10378,1071,2359,695,6315
"De 45 a 64 años (037)",7013,784,1485,516,4271
"De 65 y mas años (038)",2728,326,799,180,1427
"Mujeres (040)",51641,13395,10520,2069,25742
"Menos de 1 año (041)",1223,627,231,37,328
"De 1 a 14 años (042)",15731,6362,3386,571,5431
"De 15 a 29 años (043)",14830,3252,2290,522,8783
"De 30 a 44 años (044)",10705,1882,2535,493,5826
"De 45 a 64 años (045)",6648,952,1447,332,3934
"De 65 y mas años (046)",2504,320,631,114,1440
,,,,,
"RURAL (048)",4920,2224,581,65,2056
"Menos de 1 año (049)",117,78,12,2,25
"De 1 a 14 años (050)",1495,1089,142,9,255
"De 15 a 29 años (051)",1377,520,128,17,713
"De 30 a 44 años (052)",965,316,111,13,527
"De 45 a 64 años (053)",664,171,102,13,381
"De 65 y mas años (054)",302,50,86,11,155
"Hombres (056)",2607,1068,315,43,1186
"Menos de 1 año (057)",59,37,7,1,14
"De 1 a 14 años (058)",777,565,73,6,133
"De 15 a 29 años (059)",706,220,59,12,415
"De 30 a 44 años (060)",540,135,70,11,326
"De 45 a 64 años (061)",357,86,54,8,212
"De 65 y mas años (062)",168,25,52,5,86
"Mujeres (064)",2313,1156,266,22,870
"Menos de 1 año (065)",58,41,5,1,11
"De 1 a 14 años (066)",718,524,69,3,122
"De 15 a 29 años (067)",671,300,69,5,298
"De 30 a 44 años (068)",425,181,41,2,201
"De 45 a 64 años (069)",307,85,48,5,169
"De 65 y mas años (070)",134,25,34,6,69
