"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia HUANCAVELICA",,,,,
"Viviendas particulares (001)",1761,348,196,507,710
"Ocupantes presentes (002)",7555,1358,814,2241,3142
"Casa independiente",,,,,
"Viviendas particulares (004)",1567,310,181,434,642
"Ocupantes presentes (005)",6814,1225,776,1968,2845
"Departamento en edificio",,,,,
"Viviendas particulares (007)",9,1,,3,5
"Ocupantes presentes (008)",21,3,,6,12
"Vivienda en quinta",,,,,
"Viviendas particulares (010)",45,16,14,9,6
"Ocupantes presentes (011)",146,50,33,36,27
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",136,19,1,61,55
"Ocupantes presentes (014)",555,74,5,231,245
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (019)",3,2,,,1
"Ocupantes presentes (020)",14,6,,,8
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (022)",1,,,,1
"Ocupantes presentes (023)",5,,,,5
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",1331,299,119,424,489
"Ocupantes presentes (029)",5700,1126,483,1877,2214
"Casa independiente",,,,,
"Viviendas particulares (031)",1137,261,104,351,421
"Ocupantes presentes (032)",4959,993,445,1604,1917
"Departamento en edificio",,,,,
"Viviendas particulares (034)",9,1,,3,5
"Ocupantes presentes (035)",21,3,,6,12
"Vivienda en quinta",,,,,
"Viviendas particulares (037)",45,16,14,9,6
"Ocupantes presentes (038)",146,50,33,36,27
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",136,19,1,61,55
"Ocupantes presentes (041)",555,74,5,231,245
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (046)",3,2,,,1
"Ocupantes presentes (047)",14,6,,,8
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (049)",1,,,,1
"Ocupantes presentes (050)",5,,,,5
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",430,49,77,83,221
"Ocupantes presentes (056)",1855,232,331,364,928
"Casa independiente",,,,,
"Viviendas particulares (058)",430,49,77,83,221
"Ocupantes presentes (059)",1855,232,331,364,928
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
