"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PASCO (000)",141801,13659,42175,3200,83180
"Quechua (001)",7058,399,1554,143,4985
"Aymara (002)",107,13,44,7,48
"Asháninka (003)",24,6,8,8,6
"Otra lengua nativa (004)",29,7,7,2,14
"Castellano (005)",134483,13222,40547,3033,78060
"Idioma Extranjero (006)",9,,3,6,1
"Es Sordomudo/a (007)",91,12,12,1,66
"Hombres (009)",72270,6625,23240,2181,40571
"Quechua (010)",3227,156,881,83,2127
"Aymara (011)",58,6,27,5,22
"Asháninka (012)",15,4,6,7,2
"Otra lengua nativa (013)",16,4,5,1,7
"Castellano (014)",68895,6447,22313,2079,38375
"Idioma Extranjero (015)",8,,2,6,1
"Es Sordomudo/a (016)",51,8,6,,37
"Mujeres (018)",69531,7034,18935,1019,42609
"Quechua (019)",3831,243,673,60,2858
"Aymara (020)",49,7,17,2,26
"Asháninka (021)",9,2,2,1,4
"Otra lengua nativa (022)",13,3,2,1,7
"Castellano (023)",65588,6775,18234,954,39685
"Idioma Extranjero (024)",1,,1,,
"Es Sordomudo/a (025)",40,4,6,1,29
,,,,,
"URBANA (027)",107999,9047,38181,2689,58316
"Quechua (028)",4397,188,1319,109,2792
"Aymara (029)",90,9,38,7,41
"Asháninka (030)",19,3,7,4,6
"Otra lengua nativa (031)",18,3,7,1,7
"Castellano (032)",103418,8839,36795,2561,55439
"Idioma Extranjero (033)",9,,3,6,1
"Es Sordomudo/a (034)",48,5,12,1,30
"Hombres (036)",54317,4284,20417,1772,28020
"Quechua (037)",1936,64,714,58,1108
"Aymara (038)",50,5,22,5,20
"Asháninka (039)",10,1,5,3,2
"Otra lengua nativa (040)",11,2,5,,4
"Castellano (041)",52278,4209,19663,1700,26870
"Idioma Extranjero (042)",8,,2,6,1
"Es Sordomudo/a (043)",24,3,6,,15
"Mujeres (045)",53682,4763,17764,917,30296
"Quechua (046)",2461,124,605,51,1684
"Aymara (047)",40,4,16,2,21
"Asháninka (048)",9,2,2,1,4
"Otra lengua nativa (049)",7,1,2,1,3
"Castellano (050)",51140,4630,17132,861,28569
"Idioma Extranjero (051)",1,,1,,
"Es Sordomudo/a (052)",24,2,6,1,15
,,,,,
"RURAL (054)",33802,4612,3994,511,24864
"Quechua (055)",2661,211,235,34,2193
"Aymara (056)",17,4,6,,7
"Asháninka (057)",5,3,1,4,
"Otra lengua nativa (058)",11,4,,1,7
"Castellano (059)",31065,4383,3752,472,22621
"Es Sordomudo/a (061)",43,7,,,36
"Hombres (063)",17953,2341,2823,409,12551
"Quechua (064)",1291,92,167,25,1019
"Aymara (065)",8,1,5,,2
"Asháninka (066)",5,3,1,4,
"Otra lengua nativa (067)",5,2,,1,3
"Castellano (068)",16617,2238,2650,379,11505
"Es Sordomudo/a (070)",27,5,,,22
"Mujeres (072)",15849,2271,1171,102,12313
"Quechua (073)",1370,119,68,9,1174
"Aymara (074)",9,3,1,,5
"Otra lengua nativa (076)",6,2,,,4
"Castellano (077)",14448,2145,1102,93,11116
"Es Sordomudo/a (079)",16,2,,,14
