"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SAN ANTONIO DE PUTINA (000)",44113,4202,516,17533,18320,1184,794,748,816
"Hombres (001)",23577,1271,270,8356,11273,778,534,497,598
"Mujeres (002)",20536,2931,246,9177,7047,406,260,251,218
"PEA (003)",18814,1291,27,5772,9531,627,571,350,645
"Hombres (004)",13904,600,16,3891,7666,510,441,282,498
"Mujeres (005)",4910,691,11,1881,1865,117,130,68,147
"Ocupada (006)",16360,1171,18,4992,8216,568,497,318,580
"Hombres (007)",12036,522,12,3315,6627,459,390,255,456
"Mujeres (008)",4324,649,6,1677,1589,109,107,63,124
"Desocupada (009)",2454,120,9,780,1315,59,74,32,65
"Hombres (010)",1868,78,4,576,1039,51,51,27,42
"Mujeres (011)",586,42,5,204,276,8,23,5,23
"No PEA (012)",25299,2911,489,11761,8789,557,223,398,171
"Hombres (013)",9673,671,254,4465,3607,268,93,215,100
"Mujeres (014)",15626,2240,235,7296,5182,289,130,183,71
,,,,,,,,,
"URBANA (018)",29350,1726,323,10948,13444,988,607,621,693
"Hombres (019)",15899,517,169,5121,8146,640,403,407,496
"Mujeres (020)",13451,1209,154,5827,5298,348,204,214,197
"PEA (021)",13203,494,21,3692,7203,533,431,281,548
"Hombres (022)",9770,204,12,2425,5735,431,324,225,414
"Mujeres (023)",3433,290,9,1267,1468,102,107,56,134
"Ocupada (024)",11369,405,16,3134,6219,481,372,252,490
"Hombres (025)",8394,148,10,2011,4972,387,287,201,378
"Mujeres (026)",2975,257,6,1123,1247,94,85,51,112
"Desocupada (027)",1834,89,5,558,984,52,59,29,58
"Hombres (028)",1376,56,2,414,763,44,37,24,36
"Mujeres (029)",458,33,3,144,221,8,22,5,22
"No PEA (030)",16147,1232,302,7256,6241,455,176,340,145
"Hombres (031)",6129,313,157,2696,2411,209,79,182,82
"Mujeres (032)",10018,919,145,4560,3830,246,97,158,63
,,,,,,,,,
"RURAL (036)",14763,2476,193,6585,4876,196,187,127,123
"Hombres (037)",7678,754,101,3235,3127,138,131,90,102
"Mujeres (038)",7085,1722,92,3350,1749,58,56,37,21
"PEA (039)",5611,797,6,2080,2328,94,140,69,97
"Hombres (040)",4134,396,4,1466,1931,79,117,57,84
"Mujeres (041)",1477,401,2,614,397,15,23,12,13
"Ocupada (042)",4991,766,2,1858,1997,87,125,66,90
"Hombres (043)",3642,374,2,1304,1655,72,103,54,78
"Mujeres (044)",1349,392,,554,342,15,22,12,12
"Desocupada (045)",620,31,4,222,331,7,15,3,7
"Hombres (046)",492,22,2,162,276,7,14,3,6
"Mujeres (047)",128,9,2,60,55,,1,,1
"No PEA (048)",9152,1679,187,4505,2548,102,47,58,26
"Hombres (049)",3544,358,97,1769,1196,59,14,33,18
"Mujeres (050)",5608,1321,90,2736,1352,43,33,25,8
