"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia SAN MARTIN (000)",124269,18254,26868,25323,22231,15211,16382
"Católica (001)",92466,12950,19417,18835,16932,11859,12473
"Cristiana/Evangélica (002)",19021,3098,4092,3746,3286,2148,2651
"Otra (003)",6432,1088,1444,1229,1046,736,889
"Ninguna (004)",6350,1118,1915,1513,967,468,369
"Hombres (006)",63258,9189,13635,12798,11300,8133,8203
"Católica (007)",47273,6483,9802,9496,8652,6428,6412
"Cristiana/Evangélica (008)",8987,1520,2042,1756,1502,1044,1123
"Otra (009)",3020,534,684,575,492,330,405
"Ninguna (010)",3978,652,1107,971,654,331,263
"Mujeres (012)",61011,9065,13233,12525,10931,7078,8179
"Católica (013)",45193,6467,9615,9339,8280,5431,6061
"Cristiana/Evangélica (014)",10034,1578,2050,1990,1784,1104,1528
"Otra (015)",3412,554,760,654,554,406,484
"Ninguna (016)",2372,466,808,542,313,137,106
,,,,,,,
"URBANA (018)",113959,16595,24658,23128,20565,14058,14955
"Católica (019)",84919,11759,17836,17214,15714,10995,11401
"Cristiana/Evangélica (020)",17352,2837,3763,3394,3001,1964,2393
"Otra (021)",6047,1028,1351,1166,983,683,836
"Ninguna (022)",5641,971,1708,1354,867,416,325
"Hombres (024)",57264,8254,12391,11518,10309,7411,7381
"Católica (025)",42843,5828,8917,8535,7918,5879,5766
"Cristiana/Evangélica (026)",8116,1372,1870,1578,1348,939,1009
"Otra (027)",2800,501,626,543,456,301,373
"Ninguna (028)",3505,553,978,862,587,292,233
"Mujeres (030)",56695,8341,12267,11610,10256,6647,7574
"Católica (031)",42076,5931,8919,8679,7796,5116,5635
"Cristiana/Evangélica (032)",9236,1465,1893,1816,1653,1025,1384
"Otra (033)",3247,527,725,623,527,382,463
"Ninguna (034)",2136,418,730,492,280,124,92
,,,,,,,
"RURAL (036)",10310,1659,2210,2195,1666,1153,1427
"Católica (037)",7547,1191,1581,1621,1218,864,1072
"Cristiana/Evangélica (038)",1669,261,329,352,285,184,258
"Otra (039)",385,60,93,63,63,53,53
"Ninguna (040)",709,147,207,159,100,52,44
"Hombres (042)",5994,935,1244,1280,991,722,822
"Católica (043)",4430,655,885,961,734,549,646
"Cristiana/Evangélica (044)",871,148,172,178,154,105,114
"Otra (045)",220,33,58,32,36,29,32
"Ninguna (046)",473,99,129,109,67,39,30
"Mujeres (048)",4316,724,966,915,675,431,605
"Católica (049)",3117,536,696,660,484,315,426
"Cristiana/Evangélica (050)",798,113,157,174,131,79,144
"Otra (051)",165,27,35,31,27,24,21
"Ninguna (052)",236,48,78,50,33,13,14
