"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia JAUJA (000)",86906,9077,2165,30675,29435,4071,4762,2579,4142
"Quechua (001)",1903,655,5,835,301,16,30,13,48
"Aymara (002)",33,4,2,11,12,2,,,2
"Ashaninca (003)",11,3,,2,5,,1,,
"Otra lengua nativa (004)",10,3,,5,1,,1,,
"Castellano (005)",84776,8280,2155,29797,29110,4052,4729,2565,4088
"Idioma extranjero (006)",3,,,,,,,,3
"Es sordomudo/a (007)",170,132,3,25,6,1,1,1,1
"Hombres (009)",41659,3005,1104,13667,15968,2077,2136,1441,2261
"Quechua (010)",762,77,2,396,209,12,20,7,39
"Aymara (011)",17,2,1,4,7,1,,,2
"Ashaninca (012)",5,1,,1,2,,1,,
"Otra lengua nativa (013)",6,2,,4,,,,,
"Castellano (014)",40777,2855,1099,13248,15746,2064,2114,1433,2218
"Idioma extranjero (015)",2,,,,,,,,2
"Es sordomudo/a (016)",90,68,2,14,4,,1,1,
"Mujeres (018)",45247,6072,1061,17008,13467,1994,2626,1138,1881
"Quechua (019)",1141,578,3,439,92,4,10,6,9
"Aymara (020)",16,2,1,7,5,1,,,
"Ashaninca (021)",6,2,,1,3,,,,
"Otra lengua nativa (022)",4,1,,1,1,,1,,
"Castellano (023)",43999,5425,1056,16549,13364,1988,2615,1132,1870
"Idioma extranjero (024)",1,,,,,,,,1
"Es sordomudo/a (025)",80,64,1,11,2,1,,,1
,,,,,,,,,
"URBANA (027)",60531,5820,1447,18634,20796,3491,4229,2297,3817
"Quechua (028)",1477,471,4,649,255,16,27,11,44
"Aymara (029)",19,2,1,5,8,1,,,2
"Ashaninca (030)",10,3,,1,5,,1,,
"Otra lengua nativa (031)",6,1,,3,1,,1,,
"Castellano (032)",58907,5259,1440,17961,20523,3473,4199,2285,3767
"Idioma extranjero (033)",3,,,,,,,,3
"Es sordomudo/a (034)",109,84,2,15,4,1,1,1,1
"Hombres (036)",28793,1958,749,8249,10889,1751,1851,1273,2073
"Quechua (037)",591,56,1,284,178,12,19,6,35
"Aymara (038)",9,,,1,5,1,,,2
"Ashaninca (039)",5,1,,1,2,,1,,
"Otra lengua nativa (040)",3,,,3,,,,,
"Castellano (041)",28126,1858,747,7952,10701,1738,1830,1266,2034
"Idioma extranjero (042)",2,,,,,,,,2
"Es sordomudo/a (043)",57,43,1,8,3,,1,1,
"Mujeres (045)",31738,3862,698,10385,9907,1740,2378,1024,1744
"Quechua (046)",886,415,3,365,77,4,8,5,9
"Aymara (047)",10,2,1,4,3,,,,
"Ashaninca (048)",5,2,,,3,,,,
"Otra lengua nativa (049)",3,1,,,1,,1,,
"Castellano (050)",30781,3401,693,10009,9822,1735,2369,1019,1733
"Idioma extranjero (051)",1,,,,,,,,1
"Es sordomudo/a (052)",52,41,1,7,1,1,,,1
,,,,,,,,,
"RURAL (054)",26375,3257,718,12041,8639,580,533,282,325
"Quechua (055)",426,184,1,186,46,,3,2,4
"Aymara (056)",14,2,1,6,4,1,,,
"Ashaninca (057)",1,,,1,,,,,
"Otra lengua nativa (058)",4,2,,2,,,,,
"Castellano (059)",25869,3021,715,11836,8587,579,530,280,321
"Es sordomudo/a (061)",61,48,1,10,2,,,,
"Hombres (063)",12866,1047,355,5418,5079,326,285,168,188
"Quechua (064)",171,21,1,112,31,,1,1,4
"Aymara (065)",8,2,1,3,2,,,,
"Otra lengua nativa (067)",3,2,,1,,,,,
"Castellano (068)",12651,997,352,5296,5045,326,284,167,184
"Es sordomudo/a (070)",33,25,1,6,1,,,,
"Mujeres (072)",13509,2210,363,6623,3560,254,248,114,137
"Quechua (073)",255,163,,74,15,,2,1,
"Aymara (074)",6,,,3,2,1,,,
"Ashaninca (075)",1,,,1,,,,,
"Otra lengua nativa (076)",1,,,1,,,,,
"Castellano (077)",13218,2024,363,6540,3542,253,246,113,137
"Es sordomudo/a (079)",28,23,,4,1,,,,
