"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUAURA (000)",77446,73508,22049,12328,12149,8965,9649,4791,2264,1313,3938,170313
"De 12 a 14 años (001)",6135,6105,6078,26,1,,,,,,30,28
"De 15 a 19 años (002)",9577,9409,8370,939,80,13,7,,,,168,1166
"De 20 a 24 años (003)",9025,7745,3613,2993,935,174,26,4,,,1280,5520
"De 25 a 29 años (004)",8093,7054,1362,2789,1974,701,214,11,3,,1039,9830
"De 30 a 34 años (005)",7519,7022,683,1925,2360,1334,632,83,2,3,497,13903
"De 35 a 39 años (006)",6906,6631,401,1195,2146,1478,1161,202,43,5,275,16619
"De 40 a 44 años (007)",6148,5987,310,723,1492,1457,1415,458,116,16,161,18288
"De 45 a 49 años (008)",5121,5002,259,472,935,1067,1368,640,212,49,119,17947
"De 50 y más años (009)",18922,18553,973,1266,2226,2741,4826,3393,1888,1240,369,87012
"PEA (010)",27661,25561,5519,5465,5257,3687,3525,1347,530,231,2100,58040
"De 12 a 14 años (011)",157,156,154,2,,,,,,,1,2
"De 15 a 19 años (012)",1720,1685,1455,201,20,7,2,,,,35,270
"De 20 a 24 años (013)",3463,2816,1583,946,230,47,8,2,,,647,1594
"De 25 a 29 años (014)",3763,3111,899,1241,676,224,65,5,1,,652,3580
"De 30 a 34 años (015)",3765,3430,475,1104,1025,541,251,33,,1,335,6056
"De 35 a 39 años (016)",3619,3444,270,749,1146,666,517,82,13,1,175,7903
"De 40 a 44 años (017)",3332,3233,196,479,861,779,673,190,49,6,99,9145
"De 45 a 49 años (018)",2662,2598,172,287,533,579,650,271,83,23,64,8602
"De 50 y más años (019)",5180,5088,315,456,766,844,1359,764,384,200,92,20888
"Ocupada (020)",26442,24500,5103,5205,5089,3590,3446,1318,521,228,1942,56522
