"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CONTUMAZA (000)",23757,3421,3996,4258,3810,3111,5161
"Católica (001)",17889,2632,3074,3243,2875,2313,3752
"Cristiana/Evangélica (002)",2917,366,352,454,463,429,853
"Otra (003)",1118,128,171,145,182,183,309
"Ninguna (004)",1833,295,399,416,290,186,247
"Hombres (006)",12089,1788,2042,2138,1905,1572,2644
"Católica (007)",9231,1388,1591,1605,1459,1208,1980
"Cristiana/Evangélica (008)",1358,191,156,219,205,182,405
"Otra (009)",487,54,83,66,77,73,134
"Ninguna (010)",1013,155,212,248,164,109,125
"Mujeres (012)",11668,1633,1954,2120,1905,1539,2517
"Católica (013)",8658,1244,1483,1638,1416,1105,1772
"Cristiana/Evangélica (014)",1559,175,196,235,258,247,448
"Otra (015)",631,74,88,79,105,110,175
"Ninguna (016)",820,140,187,168,126,77,122
,,,,,,,
"URBANA (018)",10513,1485,1678,1818,1799,1474,2259
"Católica (019)",8414,1223,1345,1494,1468,1168,1716
"Cristiana/Evangélica (020)",1088,134,131,162,166,163,332
"Otra (021)",607,63,97,77,98,104,168
"Ninguna (022)",404,65,105,85,67,39,43
"Hombres (024)",5180,768,855,864,857,716,1120
"Católica (025)",4206,643,683,694,715,590,881
"Cristiana/Evangélica (026)",486,66,64,81,64,67,144
"Otra (027)",253,25,45,36,39,36,72
"Ninguna (028)",235,34,63,53,39,23,23
"Mujeres (030)",5333,717,823,954,942,758,1139
"Católica (031)",4208,580,662,800,753,578,835
"Cristiana/Evangélica (032)",602,68,67,81,102,96,188
"Otra (033)",354,38,52,41,59,68,96
"Ninguna (034)",169,31,42,32,28,16,20
,,,,,,,
"RURAL (036)",13244,1936,2318,2440,2011,1637,2902
"Católica (037)",9475,1409,1729,1749,1407,1145,2036
"Cristiana/Evangélica (038)",1829,232,221,292,297,266,521
"Otra (039)",511,65,74,68,84,79,141
"Ninguna (040)",1429,230,294,331,223,147,204
"Hombres (042)",6909,1020,1187,1274,1048,856,1524
"Católica (043)",5025,745,908,911,744,618,1099
"Cristiana/Evangélica (044)",872,125,92,138,141,115,261
"Otra (045)",234,29,38,30,38,37,62
"Ninguna (046)",778,121,149,195,125,86,102
"Mujeres (048)",6335,916,1131,1166,963,781,1378
"Católica (049)",4450,664,821,838,663,527,937
"Cristiana/Evangélica (050)",957,107,129,154,156,151,260
"Otra (051)",277,36,36,38,46,42,79
"Ninguna (052)",651,109,145,136,98,61,102
