"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia JUNIN (000)",8257,66,257,574,985,1799,2445,2131
"De 12 a 14 años (001)",10,,,,,,,10
"De 15 a 19 años (002)",141,,,,,,86,55
"De 20 a 24 años (003)",720,,,,,,412,308
"De 25 a 29 años (004)",805,,,,,31,514,260
"De 30 a 34 años (005)",856,,,,,139,503,214
"De 35 a 39 años (006)",971,,,,14,314,456,187
"De 40 a 44 años (007)",906,,,,52,391,289,174
"De 45 a 49 años (008)",809,,,5,110,400,150,144
"De 50 y más años (009)",3039,66,257,569,809,524,35,779
"PEA (010)",2501,12,52,132,295,630,683,697
"De 12 a 14 años (011)",2,,,,,,,2
"De 15 a 19 años (012)",25,,,,,,13,12
"De 20 a 24 años (013)",176,,,,,,85,91
"De 25 a 29 años (014)",245,,,,,11,148,86
"De 30 a 34 años (015)",283,,,,,49,146,88
"De 35 a 39 años (016)",334,,,,8,122,135,69
"De 40 a 44 años (017)",335,,,,26,144,94,71
"De 45 a 49 años (018)",310,,,4,52,140,50,64
"De 50 y más años (019)",791,12,52,128,209,164,12,214
"Ocupada (020)",2413,12,51,132,287,615,653,663
"De 12 a 14 años (021)",2,,,,,,,2
"De 15 a 19 años (022)",22,,,,,,11,11
"De 20 a 24 años (023)",159,,,,,,77,82
"De 25 a 29 años (024)",229,,,,,11,140,78
"De 30 a 34 años (025)",270,,,,,46,140,84
"De 35 a 39 años (026)",322,,,,8,117,131,66
"De 40 a 44 años (027)",328,,,,24,143,94,67
"De 45 a 49 años (028)",301,,,4,49,137,49,62
"De 50 y más años (029)",780,12,51,128,206,161,11,211
"Desocupada (030)",88,,1,,8,15,30,34
"De 15 a 19 años (032)",3,,,,,,2,1
"De 20 a 24 años (033)",17,,,,,,8,9
"De 25 a 29 años (034)",16,,,,,,8,8
"De 30 a 34 años (035)",13,,,,,3,6,4
"De 35 a 39 años (036)",12,,,,,5,4,3
"De 40 a 44 años (037)",7,,,,2,1,,4
"De 45 a 49 años (038)",9,,,,3,3,1,2
"De 50 y más años (039)",11,,1,,3,3,1,3
"No PEA (040)",5756,54,205,442,690,1169,1762,1434
"De 12 a 14 años (041)",8,,,,,,,8
"De 15 a 19 años (042)",116,,,,,,73,43
"De 20 a 24 años (043)",544,,,,,,327,217
"De 25 a 29 años (044)",560,,,,,20,366,174
"De 30 a 34 años (045)",573,,,,,90,357,126
"De 35 a 39 años (046)",637,,,,6,192,321,118
"De 40 a 44 años (047)",571,,,,26,247,195,103
"De 45 a 49 años (048)",499,,,1,58,260,100,80
"De 50 y más años (049)",2248,54,205,441,600,360,23,565
