"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia CASTILLA",,,,,,,
"Viviendas particulares (001)",10664,2929,1316,621,3216,222,2360
"Ocupantes presentes (002)",37147,10598,4438,2283,11429,912,7487
"Casa independiente",,,,,,,
"Viviendas particulares (004)",9836,2817,947,613,3096,215,2148
"Ocupantes presentes (005)",34506,10233,3370,2260,10994,888,6761
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",27,18,9,,,,
"Ocupantes presentes (008)",99,62,37,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",64,13,47,,,,4
"Ocupantes presentes (011)",204,51,128,,,,25
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",391,70,309,,,,12
"Ocupantes presentes (014)",1191,226,890,,,,75
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",285,,,6,105,7,167
"Ocupantes presentes (017)",926,,,17,368,24,517
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",17,2,,,,,15
"Ocupantes presentes (020)",60,5,,,,,55
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",39,9,4,2,15,,9
"Ocupantes presentes (023)",145,21,13,6,67,,38
"Otro tipo",,,,,,,
"Viviendas particulares (025)",5,,,,,,5
"Ocupantes presentes (026)",16,,,,,,16
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",6170,2826,1300,221,908,42,873
"Ocupantes presentes (029)",21329,10205,4383,814,3130,168,2629
"Casa independiente",,,,,,,
"Viviendas particulares (031)",5649,2714,931,219,907,42,836
"Ocupantes presentes (032)",19700,9840,3315,808,3113,168,2456
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",27,18,9,,,,
"Ocupantes presentes (035)",99,62,37,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",64,13,47,,,,4
"Ocupantes presentes (038)",204,51,128,,,,25
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",391,70,309,,,,12
"Ocupantes presentes (041)",1191,226,890,,,,75
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",17,2,,,,,15
"Ocupantes presentes (047)",60,5,,,,,55
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",19,9,4,2,1,,3
"Ocupantes presentes (050)",63,21,13,6,17,,6
"Otro tipo",,,,,,,
"Viviendas particulares (052)",3,,,,,,3
"Ocupantes presentes (053)",12,,,,,,12
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",4494,103,16,400,2308,180,1487
"Ocupantes presentes (056)",15818,393,55,1469,8299,744,4858
"Casa independiente",,,,,,,
"Viviendas particulares (058)",4187,103,16,394,2189,173,1312
"Ocupantes presentes (059)",14806,393,55,1452,7881,720,4305
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",285,,,6,105,7,167
"Ocupantes presentes (071)",926,,,17,368,24,517
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",20,,,,14,,6
"Ocupantes presentes (077)",82,,,,50,,32
"Otro tipo",,,,,,,
"Viviendas particulares (079)",2,,,,,,2
"Ocupantes presentes (080)",4,,,,,,4
