"CUADRO Nº 5: POBLACIÓN EN VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia MARISCAL NIETO (000)",1698,1026,672
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",98,98,
"Casa pensión (003)",9,9,
"Hospital, clinica (004)",111,111,
"Cárcel, centro de readaptación social (005)",137,137,
"Asilo (006)",13,13,
"Otro (008)",1063,408,655
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",267,250,17
