"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PAUCAR DEL SARA SARA (000)",10414,3903,1107,168,5244
"Sin Nivel (001)",1655,748,73,12,822
"Educación Inicial (002)",270,179,30,3,59
"Primaria (003)",3688,1709,222,42,1717
"Secundaria (004)",3435,1130,252,42,2012
"Sup. no Univ. Incompleta (005)",358,55,58,11,234
"Sup. no Univ. Completa (006)",571,57,242,32,241
"Sup. Univ. Incompleta (007)",113,9,35,6,63
"Sup. Univ. Completa (008)",324,16,195,20,96
"Hombres (010)",5294,1840,563,107,2789
"Sin Nivel (011)",554,275,31,6,242
"Educación Inicial (012)",140,98,15,2,26
"Primaria (013)",1841,854,108,25,855
"Secundaria (014)",2008,555,138,29,1286
"Sup. no Univ. Incompleta (015)",199,21,32,7,139
"Sup. no Univ. Completa (016)",284,24,108,21,132
"Sup. Univ. Incompleta (017)",73,2,24,6,41
"Sup. Univ. Completa (018)",195,11,107,11,68
"Mujeres (020)",5120,2063,544,61,2455
"Sin Nivel (021)",1101,473,42,6,580
"Educación Inicial (022)",130,81,15,1,33
"Primaria (023)",1847,855,114,17,862
"Secundaria (024)",1427,575,114,13,726
"Sup. no Univ. Incompleta (025)",159,34,26,4,95
"Sup. no Univ. Completa (026)",287,33,134,11,109
"Sup. Univ. Incompleta (027)",40,7,11,,22
"Sup. Univ. Completa (028)",129,5,88,9,28
,,,,,
"URBANA (030)",6979,2401,943,137,3505
"Sin Nivel (031)",907,397,59,9,442
"Educación Inicial (032)",198,123,26,2,47
"Primaria (033)",2297,1006,179,29,1085
"Secundaria (034)",2432,759,213,35,1426
"Sup. no Univ. Incompleta (035)",295,51,49,10,185
"Sup. no Univ. Completa (036)",489,45,217,28,200
"Sup. Univ. Incompleta (037)",86,6,30,6,44
"Sup. Univ. Completa (038)",275,14,170,18,76
"Hombres (040)",3491,1131,466,86,1812
"Sin Nivel (041)",288,151,22,4,111
"Educación Inicial (042)",107,72,12,1,22
"Primaria (043)",1105,495,85,17,509
"Secundaria (044)",1381,363,112,23,883
"Sup. no Univ. Incompleta (045)",161,20,25,7,109
"Sup. no Univ. Completa (046)",230,19,96,18,98
"Sup. Univ. Incompleta (047)",56,1,20,6,29
"Sup. Univ. Completa (048)",163,10,94,10,51
"Mujeres (050)",3488,1270,477,51,1693
"Sin Nivel (051)",619,246,37,5,331
"Educación Inicial (052)",91,51,14,1,25
"Primaria (053)",1192,511,94,12,576
"Secundaria (054)",1051,396,101,12,543
"Sup. no Univ. Incompleta (055)",134,31,24,3,76
"Sup. no Univ. Completa (056)",259,26,121,10,102
"Sup. Univ. Incompleta (057)",30,5,10,,15
"Sup. Univ. Completa (058)",112,4,76,8,25
,,,,,
"RURAL (060)",3435,1502,164,31,1739
"Sin Nivel (061)",748,351,14,3,380
"Educación Inicial (062)",72,56,4,1,12
"Primaria (063)",1391,703,43,13,632
"Secundaria (064)",1003,371,39,7,586
"Sup. no Univ. Incompleta (065)",63,4,9,1,49
"Sup. no Univ. Completa (066)",82,12,25,4,41
"Sup. Univ. Incompleta (067)",27,3,5,,19
"Sup. Univ. Completa (068)",49,2,25,2,20
"Hombres (070)",1803,709,97,21,977
"Sin Nivel (071)",266,124,9,2,131
"Educación Inicial (072)",33,26,3,1,4
"Primaria (073)",736,359,23,8,346
"Secundaria (074)",627,192,26,6,403
"Sup. no Univ. Incompleta (075)",38,1,7,,30
"Sup. no Univ. Completa (076)",54,5,12,3,34
"Sup. Univ. Incompleta (077)",17,1,4,,12
"Sup. Univ. Completa (078)",32,1,13,1,17
"Mujeres (080)",1632,793,67,10,762
"Sin Nivel (081)",482,227,5,1,249
"Educación Inicial (082)",39,30,1,,8
"Primaria (083)",655,344,20,5,286
"Secundaria (084)",376,179,13,1,183
"Sup. no Univ. Incompleta (085)",25,3,2,1,19
"Sup. no Univ. Completa (086)",28,7,13,1,7
"Sup. Univ. Incompleta (087)",10,2,1,,7
"Sup. Univ. Completa (088)",17,1,12,1,3
