"CUADRO Nº 7: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PADECIMIENTO DE ALGUNA DIFICULTAD O LIMITACIÓN FÍSICA O MENTAL PERMANENTE DE ALGÚN MIEMBRO DEL HOGAR, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISCAPACIDAD FÍSICA O MENTAL",,,,,"NINGUNA PERSONA CON DISCAPACIDAD"
,,"PARA VER, AÚN USANDO LENTES","PARA OÍR, AÚN USANDO AUDÍ-FONOS PARA SORDERA","PARA HABLAR (ENTONAR / VOCALIZAR)","PARA USAR BRAZOS Y MANOS / PIERNAS Y PIES","ALGUNA OTRA DIFICULTAD O LIMITACIÓN",
,,,,,,,
"Provincia CHACHAPOYAS",,,,,,,
"Hogares (001)",13513,369,193,235,160,197,12495
"Ocupantes presentes (002)",48870,1329,698,1055,681,809,44882
"Casa independiente",,,,,,,
"Hogares (004)",11860,326,188,223,142,177,10935
"Ocupantes presentes (005)",44194,1200,678,994,600,748,40534
"Departamento en edificio",,,,,,,
"Hogares (007)",104,3,,,1,2,98
"Ocupantes presentes (008)",283,11,,,7,5,260
"Vivienda en quinta",,,,,,,
"Hogares (010)",245,6,,1,1,2,235
"Ocupantes presentes (011)",740,22,,8,7,11,692
"Vivienda en casa de vecindad",,,,,,,
"Hogares (013)",1251,34,4,10,11,12,1185
"Ocupantes presentes (014)",3505,96,19,47,40,40,3287
"Choza o cabaña",,,,,,,
"Hogares (016)",39,,1,1,4,3,30
"Ocupantes presentes (017)",110,,1,6,18,4,81
"Vivienda improvisada",,,,,,,
"Hogares (019)",3,,,,1,,2
"Ocupantes presentes (020)",17,,,,9,,8
"Local no dest.para hab. humana",,,,,,,
"Hogares (022)",7,,,,,,7
"Ocupantes presentes (023)",14,,,,,,14
"Otro tipo",,,,,,,
"Hogares (025)",4,,,,,1,3
"Ocupantes presentes (026)",7,,,,,1,6
,,,,,,,
URBANA,,,,,,,
"Hogares (028)",9408,295,118,134,123,140,8691
"Ocupantes presentes (029)",33513,1104,468,635,536,589,30612
"Casa independiente",,,,,,,
"Hogares (031)",7799,252,114,123,109,123,7166
"Ocupantes presentes (032)",28954,975,449,580,473,532,26352
"Departamento en edificio",,,,,,,
"Hogares (034)",104,3,,,1,2,98
"Ocupantes presentes (035)",283,11,,,7,5,260
"Vivienda en quinta",,,,,,,
"Hogares (037)",245,6,,1,1,2,235
"Ocupantes presentes (038)",740,22,,8,7,11,692
"Vivienda en casa de vecindad",,,,,,,
"Hogares (040)",1251,34,4,10,11,12,1185
"Ocupantes presentes (041)",3505,96,19,47,40,40,3287
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Hogares (046)",3,,,,1,,2
"Ocupantes presentes (047)",17,,,,9,,8
"Local no dest.para hab. humana",,,,,,,
"Hogares (049)",3,,,,,,3
"Ocupantes presentes (050)",10,,,,,,10
"Otro tipo",,,,,,,
"Hogares (052)",3,,,,,1,2
"Ocupantes presentes (053)",4,,,,,1,3
,,,,,,,
RURAL,,,,,,,
"Hogares (055)",4105,74,75,101,37,57,3804
"Ocupantes presentes (056)",15357,225,230,420,145,220,14270
"Casa independiente",,,,,,,
"Hogares (058)",4061,74,74,100,33,54,3769
"Ocupantes presentes (059)",15240,225,229,414,127,216,14182
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Hogares (070)",39,,1,1,4,3,30
"Ocupantes presentes (071)",110,,1,6,18,4,81
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Hogares (076)",4,,,,,,4
"Ocupantes presentes (077)",4,,,,,,4
"Otro tipo",,,,,,,
"Hogares (079)",1,,,,,,1
"Ocupantes presentes (080)",3,,,,,,3
