"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia JORGE BASADRE (000)",5560,1527,2371,984,178,416,84
"Conviviente (001)",1572,283,761,341,46,125,16
"Separado(a) (002)",176,44,74,37,14,4,3
"Casado(a) (003)",2148,651,858,398,85,146,10
"Viudo(a) (004)",120,13,38,46,12,9,2
"Divorciado(a) (005)",63,17,26,14,4,1,1
"Soltero(a) (006)",1481,519,614,148,17,131,52
"Hombres (008)",4046,1095,2070,593,128,153,7
"Conviviente (009)",1091,199,627,202,32,30,1
"Separado(a) (010)",113,23,62,17,9,1,1
"Casado(a) (011)",1659,520,780,263,67,27,2
"Viudo(a) (012)",55,7,27,11,6,4,
"Divorciado(a) (013)",44,8,23,9,3,1,
"Soltero(a) (014)",1084,338,551,91,11,90,3
"Mujeres (016)",1514,432,301,391,50,263,77
"Conviviente (017)",481,84,134,139,14,95,15
"Separado(a) (018)",63,21,12,20,5,3,2
"Casado(a) (019)",489,131,78,135,18,119,8
"Viudo(a) (020)",65,6,11,35,6,5,2
"Divorciado(a) (021)",19,9,3,5,1,,1
"Soltero(a) (022)",397,181,63,57,6,41,49
,,,,,,,
"URBANA (024)",3361,1264,1488,384,37,112,76
"Conviviente (025)",785,189,441,109,3,31,12
"Separado(a) (026)",100,34,43,16,2,2,3
"Casado(a) (027)",1461,574,627,179,23,48,10
"Viudo(a) (028)",48,8,19,13,1,5,2
"Divorciado(a) (029)",39,16,16,4,2,,1
"Soltero(a) (030)",928,443,342,63,6,26,48
"Hombres (032)",2550,936,1358,190,25,38,3
"Conviviente (033)",569,138,374,46,2,9,
"Separado(a) (034)",65,21,37,4,1,1,1
"Casado(a) (035)",1188,468,598,97,16,7,2
"Viudo(a) (036)",20,3,14,1,,2,
"Divorciado(a) (037)",26,7,16,2,1,,
"Soltero(a) (038)",682,299,319,40,5,19,
"Mujeres (040)",811,328,130,194,12,74,73
"Conviviente (041)",216,51,67,63,1,22,12
"Separado(a) (042)",35,13,6,12,1,1,2
"Casado(a) (043)",273,106,29,82,7,41,8
"Viudo(a) (044)",28,5,5,12,1,3,2
"Divorciado(a) (045)",13,9,,2,1,,1
"Soltero(a) (046)",246,144,23,23,1,7,48
,,,,,,,
"RURAL (048)",2199,263,883,600,141,304,8
"Conviviente (049)",787,94,320,232,43,94,4
"Separado(a) (050)",76,10,31,21,12,2,
"Casado(a) (051)",687,77,231,219,62,98,
"Viudo(a) (052)",72,5,19,33,11,4,
"Divorciado(a) (053)",24,1,10,10,2,1,
"Soltero(a) (054)",553,76,272,85,11,105,4
"Hombres (056)",1496,159,712,403,103,115,4
"Conviviente (057)",522,61,253,156,30,21,1
"Separado(a) (058)",48,2,25,13,8,,
"Casado(a) (059)",471,52,182,166,51,20,
"Viudo(a) (060)",35,4,13,10,6,2,
"Divorciado(a) (061)",18,1,7,7,2,1,
"Soltero(a) (062)",402,39,232,51,6,71,3
"Mujeres (064)",703,104,171,197,38,189,4
"Conviviente (065)",265,33,67,76,13,73,3
"Separado(a) (066)",28,8,6,8,4,2,
"Casado(a) (067)",216,25,49,53,11,78,
"Viudo(a) (068)",37,1,6,23,5,2,
"Divorciado(a) (069)",6,,3,3,,,
"Soltero(a) (070)",151,37,40,34,5,34,1
