"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia RIOJA",,,,,,,,
"Hogares (001)",24912,16850,10445,3258,566,3133,1093,4761
"Ocupantes presentes (002)",104454,72530,44424,13768,2247,13368,4346,18057
"Casa independiente",,,,,,,,
"Hogares (004)",23151,15796,9705,3031,538,2968,1009,4332
"Ocupantes presentes (005)",98656,68888,41896,12974,2135,12761,4096,16808
"Departamento en edificio",,,,,,,,
"Hogares (007)",65,43,58,24,15,25,25,4
"Ocupantes presentes (008)",206,159,181,81,65,93,92,14
"Vivienda en quinta",,,,,,,,
"Hogares (010)",819,476,425,116,8,85,37,184
"Ocupantes presentes (011)",2381,1445,1353,393,31,303,104,444
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",355,216,192,63,4,42,13,62
"Ocupantes presentes (014)",1300,791,738,224,15,167,37,205
"Choza o cabaña",,,,,,,,
"Hogares (016)",230,185,20,7,,1,,43
"Ocupantes presentes (017)",935,795,94,38,,3,,129
"Vivienda improvisada",,,,,,,,
"Hogares (019)",220,100,23,9,,1,1,110
"Ocupantes presentes (020)",784,347,90,35,,4,5,399
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",66,31,21,8,1,10,7,25
"Ocupantes presentes (023)",170,92,64,23,1,34,9,55
"Otro tipo",,,,,,,,
"Hogares (025)",6,3,1,,,1,1,1
"Ocupantes presentes (026)",22,13,8,,,3,3,3
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",18389,11830,9786,3030,536,3074,1081,3452
"Ocupantes presentes (029)",74824,49184,41263,12677,2108,13087,4284,12690
"Casa independiente",,,,,,,,
"Hogares (031)",16861,10962,9066,2810,508,2910,997,3068
"Ocupantes presentes (032)",69968,46340,38829,11921,1996,12483,4034,11574
"Departamento en edificio",,,,,,,,
"Hogares (034)",65,43,58,24,15,25,25,4
"Ocupantes presentes (035)",206,159,181,81,65,93,92,14
"Vivienda en quinta",,,,,,,,
"Hogares (037)",819,476,425,116,8,85,37,184
"Ocupantes presentes (038)",2381,1445,1353,393,31,303,104,444
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",355,216,192,63,4,42,13,62
"Ocupantes presentes (041)",1300,791,738,224,15,167,37,205
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",220,100,23,9,,1,1,110
"Ocupantes presentes (047)",784,347,90,35,,4,5,399
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",63,30,21,8,1,10,7,23
"Ocupantes presentes (050)",163,89,64,23,1,34,9,51
"Otro tipo",,,,,,,,
"Hogares (052)",6,3,1,,,1,1,1
"Ocupantes presentes (053)",22,13,8,,,3,3,3
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",6523,5020,659,228,30,59,12,1309
"Ocupantes presentes (056)",29630,23346,3161,1091,139,281,62,5367
"Casa independiente",,,,,,,,
"Hogares (058)",6290,4834,639,221,30,58,12,1264
"Ocupantes presentes (059)",28688,22548,3067,1053,139,278,62,5234
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",230,185,20,7,,1,,43
"Ocupantes presentes (071)",935,795,94,38,,3,,129
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",3,1,,,,,,2
"Ocupantes presentes (077)",7,3,,,,,,4
"Otro tipo",,,,,,,,
