"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SANTA CRUZ (000)",11054,1644,1379,5404,233,2186,208
"Sin nivel (001)",901,13,114,448,21,279,26
"Educación inicial (002)",8,,4,2,,2,
"Primaria (003)",4929,75,662,2904,126,1065,97
"Secundaria (004)",3416,241,533,1725,67,776,74
"Superior no univ. incompleta (005)",231,106,20,79,7,17,2
"Superior no univ. completa (006)",858,652,28,140,5,29,4
"Superior univ. incompleta (007)",148,95,9,30,1,9,4
"Superior univ. completa (008)",563,462,9,76,6,9,1
"Hombres (010)",8817,930,1231,4836,211,1600,9
"Sin nivel (011)",602,4,79,369,16,133,1
"Educación inicial (012)",7,,4,2,,1,
"Primaria (013)",4196,30,585,2672,116,789,4
"Secundaria (014)",2919,159,503,1559,63,632,3
"Superior no univ. incompleta (015)",159,57,19,63,6,14,
"Superior no univ. completa (016)",503,357,25,98,4,19,
"Superior univ. incompleta (017)",99,63,8,20,1,6,1
"Superior univ. completa (018)",332,260,8,53,5,6,
"Mujeres (020)",2237,714,148,568,22,586,199
"Sin nivel (021)",299,9,35,79,5,146,25
"Educación inicial (022)",1,,,,,1,
"Primaria (023)",733,45,77,232,10,276,93
"Secundaria (024)",497,82,30,166,4,144,71
"Superior no univ. incompleta (025)",72,49,1,16,1,3,2
"Superior no univ. completa (026)",355,295,3,42,1,10,4
"Superior univ. incompleta (027)",49,32,1,10,,3,3
"Superior univ. completa (028)",231,202,1,23,1,3,1
,,,,,,,
"URBANA (030)",3049,1176,356,1159,42,209,107
"Sin nivel (031)",67,5,9,37,,9,7
"Primaria (033)",702,43,120,404,13,73,49
"Secundaria (034)",985,168,178,484,16,96,43
"Superior no univ. incompleta (035)",140,65,15,49,3,6,2
"Superior no univ. completa (036)",604,461,22,100,4,13,4
"Superior univ. incompleta (037)",112,75,7,22,1,5,2
"Superior univ. completa (038)",439,359,5,63,5,7,
"Hombres (040)",2014,675,315,857,34,127,6
"Sin nivel (041)",26,2,2,19,,3,
"Primaria (043)",482,22,100,303,11,43,3
"Secundaria (044)",741,117,169,376,13,63,3
"Superior no univ. incompleta (045)",95,36,14,39,2,4,
"Superior no univ. completa (046)",345,251,19,65,3,7,
"Superior univ. incompleta (047)",74,52,6,13,1,2,
"Superior univ. completa (048)",251,195,5,42,4,5,
"Mujeres (050)",1035,501,41,302,8,82,101
"Sin nivel (051)",41,3,7,18,,6,7
"Primaria (053)",220,21,20,101,2,30,46
"Secundaria (054)",244,51,9,108,3,33,40
"Superior no univ. incompleta (055)",45,29,1,10,1,2,2
"Superior no univ. completa (056)",259,210,3,35,1,6,4
"Superior univ. incompleta (057)",38,23,1,9,,3,2
"Superior univ. completa (058)",188,164,,21,1,2,
,,,,,,,
"RURAL (060)",8005,468,1023,4245,191,1977,101
"Sin nivel (061)",834,8,105,411,21,270,19
"Educación inicial (062)",8,,4,2,,2,
"Primaria (063)",4227,32,542,2500,113,992,48
"Secundaria (064)",2431,73,355,1241,51,680,31
"Superior no univ. incompleta (065)",91,41,5,30,4,11,
"Superior no univ. completa (066)",254,191,6,40,1,16,
"Superior univ. incompleta (067)",36,20,2,8,,4,2
"Superior univ. completa (068)",124,103,4,13,1,2,1
"Hombres (070)",6803,255,916,3979,177,1473,3
"Sin nivel (071)",576,2,77,350,16,130,1
"Educación inicial (072)",7,,4,2,,1,
"Primaria (073)",3714,8,485,2369,105,746,1
"Secundaria (074)",2178,42,334,1183,50,569,
"Superior no univ. incompleta (075)",64,21,5,24,4,10,
"Superior no univ. completa (076)",158,106,6,33,1,12,
"Superior univ. incompleta (077)",25,11,2,7,,4,1
"Superior univ. completa (078)",81,65,3,11,1,1,
"Mujeres (080)",1202,213,107,266,14,504,98
"Sin nivel (081)",258,6,28,61,5,140,18
"Educación inicial (082)",1,,,,,1,
"Primaria (083)",513,24,57,131,8,246,47
"Secundaria (084)",253,31,21,58,1,111,31
"Superior no univ. incompleta (085)",27,20,,6,,1,
"Superior no univ. completa (086)",96,85,,7,,4,
"Superior univ. incompleta (087)",11,9,,1,,,1
"Superior univ. completa (088)",43,38,1,2,,1,1
