"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUAMALIES (000)",20112,427,6648,6627,4942,1468
"Agric., ganadería, caza y silvicultura (001)",13690,274,4530,4182,3544,1160
"Explotación de minas y canteras (003)",31,,20,5,5,1
"Industrias manufactureras (004)",290,3,81,105,76,25
"Suministro de electricidad, gas y agua (005)",12,,7,2,3,
"Construcción (006)",407,1,138,147,109,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",968,14,279,385,242,48
"Venta, mant.y rep. veh.autom.y motoc. (008)",32,,13,16,3,
"Comercio al por mayor (009)",51,,17,19,12,3
"Comercio al por menor (010)",885,14,249,350,227,45
"Hoteles y restaurantes (011)",336,9,103,126,77,21
"Trans., almac. y comunicaciones (012)",164,3,73,67,19,2
"Intermediación financiera (013)",5,,3,1,1,
"Activid.inmobil., empres. y alquileres (014)",67,1,13,30,22,1
"Admin.pub. y defensa; p. segur.soc afil (015)",292,,86,130,73,3
"Enseñanza (016)",991,,176,577,233,5
"Servicios sociales y de salud (017)",168,,39,104,25,
"Otras activ. serv.comun.soc y personales (018)",125,1,49,47,23,5
"Hogares privados con servicio doméstico (019)",365,22,166,90,68,19
"Actividad economica no especificada (021)",457,,162,148,105,42
"Desocupado (022)",1744,99,723,481,317,124
"Hombres (023)",15377,296,5066,4983,3840,1192
"Agric., ganadería, caza y silvicultura (024)",11652,208,3880,3602,2951,1011
"Explotación de minas y canteras (026)",30,,20,5,4,1
"Industrias manufactureras (027)",234,2,64,82,65,21
"Suministro de electricidad, gas y agua (028)",11,,6,2,3,
"Construcción (029)",403,1,135,146,109,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",446,6,124,174,115,27
"Venta, mant.y rep. veh.autom.y motoc. (031)",28,,13,13,2,
"Comercio al por mayor (032)",27,,11,8,6,2
"Comercio al por menor (033)",391,6,100,153,107,25
"Hoteles y restaurantes (034)",51,,16,13,19,3
"Trans., almac. y comunicaciones (035)",160,3,72,64,19,2
"Intermediación financiera (036)",4,,2,1,1,
"Activid.inmobil., empres. y alquileres (037)",53,,9,24,19,1
"Admin.pub. y defensa; p. segur.soc afil (038)",230,,51,108,68,3
"Enseñanza (039)",560,,92,304,160,4
"Servicios sociales y de salud (040)",85,,17,49,19,
"Otras activ. serv.comun.soc y personales (041)",30,,12,10,5,3
"Hogares privados con servicio doméstico (042)",91,8,40,23,14,6
