"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia MARISCAL CACERES (000)",23798,19533,4265
"De 3 a 5 años (001)",3507,256,3251
"De 6 a 11 años (002)",6684,5927,757
"De 12 a 16 años (003)",6434,6334,100
"De 17 a 24 años (004)",7173,7016,157
"Hombres (005)",12414,10196,2218
"De 3 a 5 años (006)",1791,127,1664
"De 6 a 11 años (007)",3425,3000,425
"De 12 a 16 años (008)",3360,3303,57
"De 17 a 24 años (009)",3838,3766,72
"Mujeres (010)",11384,9337,2047
"De 3 a 5 años (011)",1716,129,1587
"De 6 a 11 años (012)",3259,2927,332
"De 12 a 16 años (013)",3074,3031,43
"De 17 a 24 años (014)",3335,3250,85
,,,
"URBANA (015)",14414,12142,2272
"De 3 a 5 años (016)",1957,165,1792
"De 6 a 11 años (017)",3785,3414,371
"De 12 a 16 años (018)",4161,4118,43
"De 17 a 24 años (019)",4511,4445,66
"Hombres (020)",7393,6222,1171
"De 3 a 5 años (021)",987,80,907
"De 6 a 11 años (022)",1935,1725,210
"De 12 a 16 años (023)",2109,2088,21
"De 17 a 24 años (024)",2362,2329,33
"Mujeres (025)",7021,5920,1101
"De 3 a 5 años (026)",970,85,885
"De 6 a 11 años (027)",1850,1689,161
"De 12 a 16 años (028)",2052,2030,22
"De 17 a 24 años (029)",2149,2116,33
,,,
"RURAL (030)",9384,7391,1993
"De 3 a 5 años (031)",1550,91,1459
"De 6 a 11 años (032)",2899,2513,386
"De 12 a 16 años (033)",2273,2216,57
"De 17 a 24 años (034)",2662,2571,91
"Hombres (035)",5021,3974,1047
"De 3 a 5 años (036)",804,47,757
"De 6 a 11 años (037)",1490,1275,215
"De 12 a 16 años (038)",1251,1215,36
"De 17 a 24 años (039)",1476,1437,39
"Mujeres (040)",4363,3417,946
"De 3 a 5 años (041)",746,44,702
"De 6 a 11 años (042)",1409,1238,171
"De 12 a 16 años (043)",1022,1001,21
"De 17 a 24 años (044)",1186,1134,52
