"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia OXAPAMPA (000)",81929,78908,2674,347
"Hombres (001)",43328,41888,1260,180
"Mujeres (002)",38601,37020,1414,167
"Menores de 1 año (003)",1859,1220,563,76
"Hombres (004)",912,604,275,33
"Mujeres (005)",947,616,288,43
"De 1 a 5 años (006)",10109,8419,1455,235
"Hombres (007)",5149,4287,728,134
"Mujeres (008)",4960,4132,727,101
"De 6 a 14 años (009)",18511,18294,204,13
"Hombres (010)",9531,9424,104,3
"Mujeres (011)",8980,8870,100,10
"De 15 a 29 años (012)",22191,22099,89,3
"Hombres (013)",11771,11738,32,1
"Mujeres (014)",10420,10361,57,2
"De 30 a 44 años (015)",15677,15601,71,5
"Hombres (016)",8287,8256,27,4
"Mujeres (017)",7390,7345,44,1
"De 45 a 64 años (018)",10137,10026,105,6
"Hombres (019)",5665,5631,32,2
"Mujeres (020)",4472,4395,73,4
"De 65 a más años (021)",3445,3249,187,9
"Hombres (022)",2013,1948,62,3
"Mujeres (023)",1432,1301,125,6
,,,,
"URBANA (024)",30805,30349,348,108
"Hombres (025)",15964,15751,165,48
"Mujeres (026)",14841,14598,183,60
"Menores de 1 año (027)",553,413,116,24
"Hombres (028)",265,201,54,10
"Mujeres (029)",288,212,62,14
"De 1 a 5 años (030)",2928,2667,178,83
"Hombres (031)",1446,1317,92,37
"Mujeres (032)",1482,1350,86,46
"De 6 a 14 años (033)",6333,6326,7,
"Hombres (034)",3196,3191,5,
"Mujeres (035)",3137,3135,2,
"De 15 a 29 años (036)",8678,8676,2,
"Hombres (037)",4516,4515,1,
"Mujeres (038)",4162,4161,1,
"De 30 a 44 años (039)",6786,6779,7,
"Hombres (040)",3461,3458,3,
"Mujeres (041)",3325,3321,4,
"De 45 a 64 años (042)",4248,4245,3,
"Hombres (043)",2348,2347,1,
"Mujeres (044)",1900,1898,2,
"De 65 a más años (045)",1279,1243,35,1
"Hombres (046)",732,722,9,1
"Mujeres (047)",547,521,26,
,,,,
"RURAL (048)",51124,48559,2326,239
"Hombres (049)",27364,26137,1095,132
"Mujeres (050)",23760,22422,1231,107
"Menores de 1 año (051)",1306,807,447,52
"Hombres (052)",647,403,221,23
"Mujeres (053)",659,404,226,29
"De 1 a 5 años (054)",7181,5752,1277,152
"Hombres (055)",3703,2970,636,97
"Mujeres (056)",3478,2782,641,55
"De 6 a 14 años (057)",12178,11968,197,13
"Hombres (058)",6335,6233,99,3
"Mujeres (059)",5843,5735,98,10
"De 15 a 29 años (060)",13513,13423,87,3
"Hombres (061)",7255,7223,31,1
"Mujeres (062)",6258,6200,56,2
"De 30 a 44 años (063)",8891,8822,64,5
"Hombres (064)",4826,4798,24,4
"Mujeres (065)",4065,4024,40,1
"De 45 a 64 años (066)",5889,5781,102,6
"Hombres (067)",3317,3284,31,2
"Mujeres (068)",2572,2497,71,4
"De 65 a más años (069)",2166,2006,152,8
"Hombres (070)",1281,1226,53,2
"Mujeres (071)",885,780,99,6
