"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia PAITA (000)",2743,43,1327,832,458,83
"Conviviente (001)",663,1,246,296,106,14
"Separado(a) (002)",98,,32,47,17,2
"Casado(a) (003)",709,,103,300,260,46
"Viudo(a) (004)",31,,1,6,11,13
"Divorciado(a) (005)",7,,2,3,2,
"Soltero(a) (006)",1235,42,943,180,62,8
"Hombres (008)",2218,31,1001,694,411,81
"Conviviente (009)",549,1,192,248,94,14
"Separado(a) (010)",47,,9,23,13,2
"Casado(a) (011)",633,,80,265,243,45
"Viudo(a) (012)",25,,,5,8,12
"Divorciado(a) (013)",5,,2,2,1,
"Soltero(a) (014)",959,30,718,151,52,8
"Mujeres (016)",525,12,326,138,47,2
"Conviviente (017)",114,,54,48,12,
"Separado(a) (018)",51,,23,24,4,
"Casado(a) (019)",76,,23,35,17,1
"Viudo(a) (020)",6,,1,1,3,1
"Divorciado(a) (021)",2,,,1,1,
"Soltero(a) (022)",276,12,225,29,10,
,,,,,,
"AREA URBANA (024)",2583,37,1250,785,430,81
"Conviviente (025)",639,1,234,286,105,13
"Separado(a) (026)",98,,32,47,17,2
"Casado(a) (027)",661,,99,276,240,46
"Viudo(a) (028)",29,,1,5,10,13
"Divorciado(a) (029)",7,,2,3,2,
"Soltero(a) (030)",1149,36,882,168,56,7
"Hombres (032)",2068,27,932,647,383,79
"Conviviente (033)",527,1,182,238,93,13
"Separado(a) (034)",47,,9,23,13,2
"Casado(a) (035)",585,,76,241,223,45
"Viudo(a) (036)",23,,,4,7,12
"Divorciado(a) (037)",5,,2,2,1,
"Soltero(a) (038)",881,26,663,139,46,7
"Mujeres (040)",515,10,318,138,47,2
"Conviviente (041)",112,,52,48,12,
"Separado(a) (042)",51,,23,24,4,
"Casado(a) (043)",76,,23,35,17,1
"Viudo(a) (044)",6,,1,1,3,1
"Divorciado(a) (045)",2,,,1,1,
"Soltero(a) (046)",268,10,219,29,10,
,,,,,,
"AREA RURAL (048)",160,6,77,47,28,2
"Conviviente (049)",24,,12,10,1,1
"Casado(a) (051)",48,,4,24,20,
"Viudo(a) (052)",2,,,1,1,
"Soltero(a) (054)",86,6,61,12,6,1
"Hombres (056)",150,4,69,47,28,2
"Conviviente (057)",22,,10,10,1,1
"Casado(a) (059)",48,,4,24,20,
"Viudo(a) (060)",2,,,1,1,
"Soltero(a) (062)",78,4,55,12,6,1
"Mujeres (064)",10,2,8,,,
"Conviviente (065)",2,,2,,,
"Soltero(a) (070)",8,2,6,,,
