"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia CELENDIN",,,,
"Viviendas particulares (001)",12711,8892,3014,805
"Ocupantes presentes (002)",53153,36820,12759,3574
"Casa independiente",,,,
"Viviendas particulares (004)",12426,8679,2974,773
"Ocupantes presentes (005)",51973,35920,12609,3444
"Departamento en edificio",,,,
"Viviendas particulares (007)",12,12,,
"Ocupantes presentes (008)",30,30,,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",139,117,22,
"Ocupantes presentes (011)",609,514,95,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",91,76,15,
"Ocupantes presentes (014)",388,337,51,
"Choza o cabaña",,,,
"Viviendas particulares (016)",31,,,31
"Ocupantes presentes (017)",127,,,127
"Vivienda improvisada",,,,
"Viviendas particulares (019)",1,1,,
"Ocupantes presentes (020)",2,2,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",11,7,3,1
"Ocupantes presentes (023)",24,17,4,3
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",11176,8164,2375,637
"Ocupantes presentes (029)",46537,33769,9957,2811
"Casa independiente",,,,
"Viviendas particulares (031)",10905,7954,2337,614
"Ocupantes presentes (032)",45406,32874,9816,2716
"Departamento en edificio",,,,
"Viviendas particulares (034)",12,12,,
"Ocupantes presentes (035)",30,30,,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",138,116,22,
"Ocupantes presentes (038)",608,513,95,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",88,75,13,
"Ocupantes presentes (041)",377,335,42,
"Choza o cabaña",,,,
"Viviendas particulares (043)",23,,,23
"Ocupantes presentes (044)",95,,,95
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",10,7,3,
"Ocupantes presentes (050)",21,17,4,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",1535,728,639,168
"Ocupantes presentes (056)",6616,3051,2802,763
"Casa independiente",,,,
"Viviendas particulares (058)",1521,725,637,159
"Ocupantes presentes (059)",6567,3046,2793,728
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",1,1,,
"Ocupantes presentes (065)",1,1,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",3,1,2,
"Ocupantes presentes (068)",11,2,9,
"Choza o cabaña",,,,
"Viviendas particulares (070)",8,,,8
"Ocupantes presentes (071)",32,,,32
"Vivienda improvisada",,,,
"Viviendas particulares (073)",1,1,,
"Ocupantes presentes (074)",2,2,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",1,,,1
"Ocupantes presentes (077)",3,,,3
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",4824,4490,289,45
"Ocupantes presentes (110)",20252,18869,1205,178
"Casa independiente",,,,
"Viviendas particulares (112)",4573,4277,251,45
"Ocupantes presentes (113)",19204,17969,1057,178
"Departamento en edificio",,,,
"Viviendas particulares (115)",12,12,,
"Ocupantes presentes (116)",30,30,,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",139,117,22,
"Ocupantes presentes (119)",609,514,95,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",91,76,15,
"Ocupantes presentes (122)",388,337,51,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",1,1,,
"Ocupantes presentes (128)",2,2,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",8,7,1,
"Ocupantes presentes (131)",19,17,2,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",4573,4284,249,40
"Ocupantes presentes (137)",19195,18019,1019,157
"Casa independiente",,,,
"Viviendas particulares (139)",4327,4074,213,40
"Ocupantes presentes (140)",18161,17124,880,157
"Departamento en edificio",,,,
"Viviendas particulares (142)",12,12,,
"Ocupantes presentes (143)",30,30,,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",138,116,22,
"Ocupantes presentes (146)",608,513,95,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",88,75,13,
"Ocupantes presentes (149)",377,335,42,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",8,7,1,
"Ocupantes presentes (158)",19,17,2,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",251,206,40,5
"Ocupantes presentes (164)",1057,850,186,21
"Casa independiente",,,,
"Viviendas particulares (166)",246,203,38,5
"Ocupantes presentes (167)",1043,845,177,21
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",1,1,,
"Ocupantes presentes (173)",1,1,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",3,1,2,
"Ocupantes presentes (176)",11,2,9,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",1,1,,
"Ocupantes presentes (182)",2,2,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",7887,4402,2725,760
"Ocupantes presentes (218)",32901,17951,11554,3396
"Casa independiente",,,,
"Viviendas particulares (220)",7853,4402,2723,728
"Ocupantes presentes (221)",32769,17951,11552,3266
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",31,,,31
"Ocupantes presentes (233)",127,,,127
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (238)",3,,2,1
"Ocupantes presentes (239)",5,,2,3
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",6603,3880,2126,597
"Ocupantes presentes (245)",27342,15750,8938,2654
"Casa independiente",,,,
"Viviendas particulares (247)",6578,3880,2124,574
"Ocupantes presentes (248)",27245,15750,8936,2559
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",23,,,23
"Ocupantes presentes (260)",95,,,95
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (265)",2,,2,
"Ocupantes presentes (266)",2,,2,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",1284,522,599,163
"Ocupantes presentes (272)",5559,2201,2616,742
"Casa independiente",,,,
"Viviendas particulares (274)",1275,522,599,154
"Ocupantes presentes (275)",5524,2201,2616,707
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",8,,,8
"Ocupantes presentes (287)",32,,,32
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (292)",1,,,1
"Ocupantes presentes (293)",3,,,3
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
