"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CAYLLOMA (000)",902,13,438,263,149,39
"Sin nivel (001)",60,,8,26,16,10
"Educación inicial (002)",4,,2,2,,
"Primaria (003)",239,6,65,74,73,21
"Secundaria (004)",377,7,235,90,41,4
"Superior no univ. incompleta (005)",70,,43,20,6,1
"Superior no univ. completa (006)",82,,50,25,6,1
"Superior univ. incompleta (007)",29,,14,9,5,1
"Superior univ. completa (008)",41,,21,17,2,1
"Hombres (010)",592,8,268,186,106,24
"Sin nivel (011)",30,,4,13,8,5
"Educación inicial (012)",2,,1,1,,
"Primaria (013)",145,4,36,46,46,13
"Secundaria (014)",266,4,152,72,35,3
"Superior no univ. incompleta (015)",47,,25,16,5,1
"Superior no univ. completa (016)",52,,28,18,5,1
"Superior univ. incompleta (017)",24,,11,8,5,
"Superior univ. completa (018)",26,,11,12,2,1
"Mujeres (020)",310,5,170,77,43,15
"Sin nivel (021)",30,,4,13,8,5
"Educación inicial (022)",2,,1,1,,
"Primaria (023)",94,2,29,28,27,8
"Secundaria (024)",111,3,83,18,6,1
"Superior no univ. incompleta (025)",23,,18,4,1,
"Superior no univ. completa (026)",30,,22,7,1,
"Superior univ. incompleta (027)",5,,3,1,,1
"Superior univ. completa (028)",15,,10,5,,
,,,,,,
"Area Urbana (030)",703,8,333,210,121,31
"Sin nivel (031)",41,,7,19,9,6
"Educación inicial (032)",4,,2,2,,
"Primaria (033)",195,2,48,66,62,17
"Secundaria (034)",300,6,184,71,35,4
"Superior no univ. incompleta (035)",58,,38,15,4,1
"Superior no univ. completa (036)",58,,34,19,4,1
"Superior univ. incompleta (037)",20,,7,7,5,1
"Superior univ. completa (038)",27,,13,11,2,1
"Hombres (040)",449,4,195,145,86,19
"Sin nivel (041)",18,,4,8,4,2
"Educación inicial (042)",2,,1,1,,
"Primaria (043)",115,1,24,40,39,11
"Secundaria (044)",205,3,114,55,30,3
"Superior no univ. incompleta (045)",37,,22,11,3,1
"Superior no univ. completa (046)",36,,17,15,3,1
"Superior univ. incompleta (047)",18,,6,7,5,
"Superior univ. completa (048)",18,,7,8,2,1
"Mujeres (050)",254,4,138,65,35,12
"Sin nivel (051)",23,,3,11,5,4
"Educación inicial (052)",2,,1,1,,
"Primaria (053)",80,1,24,26,23,6
"Secundaria (054)",95,3,70,16,5,1
"Superior no univ. incompleta (055)",21,,16,4,1,
"Superior no univ. completa (056)",22,,17,4,1,
"Superior univ. incompleta (057)",2,,1,,,1
"Superior univ. completa (058)",9,,6,3,,
,,,,,,
"Area Rural (060)",199,5,105,53,28,8
"Sin nivel (061)",19,,1,7,7,4
"Primaria (063)",44,4,17,8,11,4
"Secundaria (064)",77,1,51,19,6,
"Superior no univ. incompleta (065)",12,,5,5,2,
"Superior no univ. completa (066)",24,,16,6,2,
"Superior univ. incompleta (067)",9,,7,2,,
"Superior univ. completa (068)",14,,8,6,,
"Hombres (070)",143,4,73,41,20,5
"Sin nivel (071)",12,,,5,4,3
"Primaria (073)",30,3,12,6,7,2
"Secundaria (074)",61,1,38,17,5,
"Superior no univ. incompleta (075)",10,,3,5,2,
"Superior no univ. completa (076)",16,,11,3,2,
"Superior univ. incompleta (077)",6,,5,1,,
"Superior univ. completa (078)",8,,4,4,,
"Mujeres (080)",56,1,32,12,8,3
"Sin nivel (081)",7,,1,2,3,1
"Primaria (083)",14,1,5,2,4,2
"Secundaria (084)",16,,13,2,1,
"Superior no univ. incompleta (085)",2,,2,,,
"Superior no univ. completa (086)",8,,5,3,,
"Superior univ. incompleta (087)",3,,2,1,,
"Superior univ. completa (088)",6,,4,2,,
