"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia HUANTA (000)",63398,11801,13077,12600,9740,6679,9501
"Católica (001)",45038,8157,9329,8965,6919,4759,6909
"Cristiana/Evangélica (002)",17119,3414,3391,3387,2643,1820,2464
"Otra (003)",365,54,80,60,58,40,73
"Ninguna (004)",876,176,277,188,120,60,55
"Hombres (006)",31132,6034,6756,6274,4763,3093,4212
"Católica (007)",22488,4240,4959,4524,3466,2219,3080
"Cristiana/Evangélica (008)",7866,1648,1566,1592,1185,816,1059
"Otra (009)",201,34,42,33,33,17,42
"Ninguna (010)",577,112,189,125,79,41,31
"Mujeres (012)",32266,5767,6321,6326,4977,3586,5289
"Católica (013)",22550,3917,4370,4441,3453,2540,3829
"Cristiana/Evangélica (014)",9253,1766,1825,1795,1458,1004,1405
"Otra (015)",164,20,38,27,25,23,31
"Ninguna (016)",299,64,88,63,41,19,24
,,,,,,,
"URBANA (018)",30000,5908,6376,5946,4661,3171,3938
"Católica (019)",22773,4341,4840,4600,3543,2440,3009
"Cristiana/Evangélica (020)",6392,1418,1292,1176,991,666,849
"Otra (021)",262,44,53,41,44,30,50
"Ninguna (022)",573,105,191,129,83,35,30
"Hombres (024)",14378,2956,3226,2857,2172,1431,1736
"Católica (025)",11023,2214,2458,2225,1680,1107,1339
"Cristiana/Evangélica (026)",2829,651,610,525,409,285,349
"Otra (027)",143,27,30,18,26,13,29
"Ninguna (028)",383,64,128,89,57,26,19
"Mujeres (030)",15622,2952,3150,3089,2489,1740,2202
"Católica (031)",11750,2127,2382,2375,1863,1333,1670
"Cristiana/Evangélica (032)",3563,767,682,651,582,381,500
"Otra (033)",119,17,23,23,18,17,21
"Ninguna (034)",190,41,63,40,26,9,11
,,,,,,,
"RURAL (036)",33398,5893,6701,6654,5079,3508,5563
"Católica (037)",22265,3816,4489,4365,3376,2319,3900
"Cristiana/Evangélica (038)",10727,1996,2099,2211,1652,1154,1615
"Otra (039)",103,10,27,19,14,10,23
"Ninguna (040)",303,71,86,59,37,25,25
"Hombres (042)",16754,3078,3530,3417,2591,1662,2476
"Católica (043)",11465,2026,2501,2299,1786,1112,1741
"Cristiana/Evangélica (044)",5037,997,956,1067,776,531,710
"Otra (045)",58,7,12,15,7,4,13
"Ninguna (046)",194,48,61,36,22,15,12
"Mujeres (048)",16644,2815,3171,3237,2488,1846,3087
"Católica (049)",10800,1790,1988,2066,1590,1207,2159
"Cristiana/Evangélica (050)",5690,999,1143,1144,876,623,905
"Otra (051)",45,3,15,4,7,6,10
"Ninguna (052)",109,23,25,23,15,10,13
