"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia LEONCIO PRADO (000)",109292,5270,26302,23847,17999,15154,10236,5507,4977
"Quechua (001)",8990,47,463,1065,1456,1877,1691,1189,1202
"Aymara (002)",78,4,14,14,12,10,13,9,2
"Ashaninca (003)",30,1,11,4,2,11,,,1
"Otra lengua nativa (004)",82,7,18,23,9,11,4,6,4
"Castellano (005)",99915,5200,25748,22693,16492,13220,8519,4291,3752
"Idioma extranjero (006)",19,,,5,1,4,1,3,5
"Es sordomudo/a (007)",178,11,48,43,27,21,8,9,11
"Hombres (009)",57213,2729,13646,12528,9267,7825,5538,3045,2635
"Quechua (010)",4692,27,247,551,760,973,882,670,582
"Aymara (011)",39,2,6,6,4,9,7,4,1
"Ashaninca (012)",14,,7,1,1,5,,,
"Otra lengua nativa (013)",45,5,9,12,6,5,3,2,3
"Castellano (014)",52316,2689,13350,11928,8485,6818,4643,2364,2039
"Idioma extranjero (015)",10,,,3,,3,,2,2
"Es sordomudo/a (016)",97,6,27,27,11,12,3,3,8
"Mujeres (018)",52079,2541,12656,11319,8732,7329,4698,2462,2342
"Quechua (019)",4298,20,216,514,696,904,809,519,620
"Aymara (020)",39,2,8,8,8,1,6,5,1
"Ashaninca (021)",16,1,4,3,1,6,,,1
"Otra lengua nativa (022)",37,2,9,11,3,6,1,4,1
"Castellano (023)",47599,2511,12398,10765,8007,6402,3876,1927,1713
"Idioma extranjero (024)",9,,,2,1,1,1,1,3
"Es sordomudo/a (025)",81,5,21,16,16,9,5,6,3
,,,,,,,,,
"URBANA (027)",64565,2732,14621,14586,10706,9256,6460,3279,2925
"Quechua (028)",2720,10,92,230,320,580,640,397,451
"Aymara (029)",53,2,8,12,6,7,11,5,2
"Ashaninca (030)",17,,8,2,1,5,,,1
"Otra lengua nativa (031)",34,2,6,11,3,3,3,2,4
"Castellano (032)",61640,2713,14488,14306,10358,8649,5801,2869,2456
"Idioma extranjero (033)",17,,,3,1,4,1,3,5
"Es sordomudo/a (034)",84,5,19,22,17,8,4,3,6
"Hombres (036)",32283,1431,7428,7366,5167,4466,3299,1715,1411
"Quechua (037)",1287,5,55,114,155,278,304,197,179
"Aymara (038)",25,,4,5,2,6,6,1,1
"Ashaninca (039)",6,,5,1,,,,,
"Otra lengua nativa (040)",24,1,4,8,3,2,2,1,3
"Castellano (041)",30887,1423,7349,7223,5001,4172,2985,1513,1221
"Idioma extranjero (042)",9,,,2,,3,,2,2
"Es sordomudo/a (043)",45,2,11,13,6,5,2,1,5
"Mujeres (045)",32282,1301,7193,7220,5539,4790,3161,1564,1514
"Quechua (046)",1433,5,37,116,165,302,336,200,272
"Aymara (047)",28,2,4,7,4,1,5,4,1
"Ashaninca (048)",11,,3,1,1,5,,,1
"Otra lengua nativa (049)",10,1,2,3,,1,1,1,1
"Castellano (050)",30753,1290,7139,7083,5357,4477,2816,1356,1235
"Idioma extranjero (051)",8,,,1,1,1,1,1,3
"Es sordomudo/a (052)",39,3,8,9,11,3,2,2,1
,,,,,,,,,
"RURAL (054)",44727,2538,11681,9261,7293,5898,3776,2228,2052
"Quechua (055)",6270,37,371,835,1136,1297,1051,792,751
"Aymara (056)",25,2,6,2,6,3,2,4,
"Ashaninca (057)",13,1,3,2,1,6,,,
"Otra lengua nativa (058)",48,5,12,12,6,8,1,4,
"Castellano (059)",38275,2487,11260,8387,6134,4571,2718,1422,1296
"Idioma extranjero (060)",2,,,2,,,,,
"Es sordomudo/a (061)",94,6,29,21,10,13,4,6,5
"Hombres (063)",24930,1298,6218,5162,4100,3359,2239,1330,1224
"Quechua (064)",3405,22,192,437,605,695,578,473,403
"Aymara (065)",14,2,2,1,2,3,1,3,
"Ashaninca (066)",8,,2,,1,5,,,
"Otra lengua nativa (067)",21,4,5,4,3,3,1,1,
"Castellano (068)",21429,1266,6001,4705,3484,2646,1658,851,818
"Idioma extranjero (069)",1,,,1,,,,,
"Es sordomudo/a (070)",52,4,16,14,5,7,1,2,3
"Mujeres (072)",19797,1240,5463,4099,3193,2539,1537,898,828
"Quechua (073)",2865,15,179,398,531,602,473,319,348
"Aymara (074)",11,,4,1,4,,1,1,
"Ashaninca (075)",5,1,1,2,,1,,,
"Otra lengua nativa (076)",27,1,7,8,3,5,,3,
"Castellano (077)",16846,1221,5259,3682,2650,1925,1060,571,478
"Idioma extranjero (078)",1,,,1,,,,,
"Es sordomudo/a (079)",42,2,13,7,5,6,3,4,2
