"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia OXAPAMPA",,,,,,
"Viviendas particulares (001)",19105,18734,310,50,10,1
"Ocupantes presentes (002)",79447,76166,2494,602,156,29
"Casa independiente",,,,,,
"Viviendas particulares (004)",14004,13662,290,44,7,1
"Ocupantes presentes (005)",58301,55317,2319,519,117,29
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",62,62,,,,
"Ocupantes presentes (008)",178,178,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",377,362,10,3,2,
"Ocupantes presentes (011)",1242,1090,84,44,24,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",349,338,7,3,1,
"Ocupantes presentes (014)",1142,1021,67,39,15,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",4149,4146,3,,,
"Ocupantes presentes (017)",17996,17972,24,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",89,89,,,,
"Ocupantes presentes (020)",350,350,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",47,47,,,,
"Ocupantes presentes (023)",162,162,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",28,28,,,,
"Ocupantes presentes (026)",76,76,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",7036,6751,234,42,8,1
"Ocupantes presentes (029)",28409,25889,1860,506,125,29
"Casa independiente",,,,,,
"Viviendas particulares (031)",6114,5855,217,36,5,1
"Ocupantes presentes (032)",25363,23116,1709,423,86,29
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",62,62,,,,
"Ocupantes presentes (035)",178,178,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",377,362,10,3,2,
"Ocupantes presentes (038)",1242,1090,84,44,24,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",349,338,7,3,1,
"Ocupantes presentes (041)",1142,1021,67,39,15,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",89,89,,,,
"Ocupantes presentes (047)",350,350,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",25,25,,,,
"Ocupantes presentes (050)",80,80,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",20,20,,,,
"Ocupantes presentes (053)",54,54,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",12069,11983,76,8,2,
"Ocupantes presentes (056)",51038,50277,634,96,31,
"Casa independiente",,,,,,
"Viviendas particulares (058)",7890,7807,73,8,2,
"Ocupantes presentes (059)",32938,32201,610,96,31,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",4149,4146,3,,,
"Ocupantes presentes (071)",17996,17972,24,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",22,22,,,,
"Ocupantes presentes (077)",82,82,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",8,8,,,,
"Ocupantes presentes (080)",22,22,,,,
