"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia QUISPICANCHI",,,,,,,,,
"Viviendas particulares (001)",1364,664,244,52,163,25,16,28,172
"Ocupantes presentes (002)",5565,2689,1048,199,650,90,70,112,707
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1346,650,244,51,162,25,16,28,170
"Ocupantes presentes (005)",5518,2660,1048,197,643,90,70,112,698
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",3,1,,1,,,,,1
"Ocupantes presentes (008)",10,2,,2,,,,,6
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",8,7,,,,,,,1
"Ocupantes presentes (011)",10,7,,,,,,,3
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",2,2,,,,,,,
"Ocupantes presentes (014)",8,8,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",4,3,,,1,,,,
"Ocupantes presentes (017)",16,9,,,7,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,1,,,,,,,
"Ocupantes presentes (023)",3,3,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",785,369,125,37,113,18,13,21,89
"Ocupantes presentes (029)",2986,1381,480,139,455,51,54,81,345
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",771,358,125,36,113,18,13,21,87
"Ocupantes presentes (032)",2955,1361,480,137,455,51,54,81,336
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",3,1,,1,,,,,1
"Ocupantes presentes (035)",10,2,,2,,,,,6
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",8,7,,,,,,,1
"Ocupantes presentes (038)",10,7,,,,,,,3
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",2,2,,,,,,,
"Ocupantes presentes (041)",8,8,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,1,,,,,,,
"Ocupantes presentes (050)",3,3,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",579,295,119,15,50,7,3,7,83
"Ocupantes presentes (056)",2579,1308,568,60,195,39,16,31,362
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",575,292,119,15,49,7,3,7,83
"Ocupantes presentes (059)",2563,1299,568,60,188,39,16,31,362
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",4,3,,,1,,,,
"Ocupantes presentes (071)",16,9,,,7,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
