"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia TAMBOPATA",,,,,,,,,
"Viviendas particulares (001)",13304,1705,958,831,1143,359,443,428,7437
"Ocupantes presentes (002)",52617,6877,3819,3541,4602,1510,1881,1720,28667
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",10520,1397,817,719,922,315,367,318,5665
"Ocupantes presentes (005)",44396,5865,3393,3139,3974,1323,1673,1388,23641
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",152,4,16,9,18,,5,4,96
"Ocupantes presentes (008)",469,20,68,63,44,,11,11,252
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",786,32,56,44,58,12,25,36,523
"Ocupantes presentes (011)",2308,120,160,152,166,55,59,120,1476
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",1681,236,56,49,125,30,46,67,1072
"Ocupantes presentes (014)",4870,751,157,145,353,115,138,190,3021
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",9,4,1,1,1,,,,2
"Ocupantes presentes (017)",28,12,2,7,3,,,,4
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",103,27,8,8,11,2,,2,45
"Ocupantes presentes (020)",400,93,28,32,42,17,,10,178
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",53,5,4,1,8,,,1,34
"Ocupantes presentes (023)",146,16,11,3,20,,,1,95
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",12923,1522,901,828,1127,359,443,428,7315
"Ocupantes presentes (029)",50977,6016,3607,3530,4535,1510,1881,1720,28178
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",10149,1218,761,717,907,315,367,318,5546
"Ocupantes presentes (032)",42785,5016,3183,3135,3910,1323,1673,1388,23157
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",152,4,16,9,18,,5,4,96
"Ocupantes presentes (035)",469,20,68,63,44,,11,11,252
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",786,32,56,44,58,12,25,36,523
"Ocupantes presentes (038)",2308,120,160,152,166,55,59,120,1476
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",1681,236,56,49,125,30,46,67,1072
"Ocupantes presentes (041)",4870,751,157,145,353,115,138,190,3021
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",103,27,8,8,11,2,,2,45
"Ocupantes presentes (047)",400,93,28,32,42,17,,10,178
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",52,5,4,1,8,,,1,33
"Ocupantes presentes (050)",145,16,11,3,20,,,1,94
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",381,183,57,3,16,,,,122
"Ocupantes presentes (056)",1640,861,212,11,67,,,,489
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",371,179,56,2,15,,,,119
"Ocupantes presentes (059)",1611,849,210,4,64,,,,484
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",9,4,1,1,1,,,,2
"Ocupantes presentes (071)",28,12,2,7,3,,,,4
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
