"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia HUAROCHIRI (000)",72845,72199,455,191
"Hombres (001)",38437,38136,204,97
"Mujeres (002)",34408,34063,251,94
"Menores de 1 año (003)",1267,1069,154,44
"Hombres (004)",639,537,82,20
"Mujeres (005)",628,532,72,24
"De 1 a 5 años (006)",6934,6575,218,141
"Hombres (007)",3442,3269,98,75
"Mujeres (008)",3492,3306,120,66
"De 6 a 14 años (009)",12404,12395,6,3
"Hombres (010)",6347,6342,3,2
"Mujeres (011)",6057,6053,3,1
"De 15 a 29 años (012)",19597,19592,5,
"Hombres (013)",10572,10571,1,
"Mujeres (014)",9025,9021,4,
"De 30 a 44 años (015)",15457,15454,3,
"Hombres (016)",8484,8483,1,
"Mujeres (017)",6973,6971,2,
"De 45 a 64 años (018)",11459,11439,20,
"Hombres (019)",6038,6029,9,
"Mujeres (020)",5421,5410,11,
"De 65 a más años (021)",5727,5675,49,3
"Hombres (022)",2915,2905,10,
"Mujeres (023)",2812,2770,39,3
,,,,
"URBANA (024)",49334,48969,236,129
"Hombres (025)",25215,25034,110,71
"Mujeres (026)",24119,23935,126,58
"Menores de 1 año (027)",834,734,74,26
"Hombres (028)",428,375,40,13
"Mujeres (029)",406,359,34,13
"De 1 a 5 años (030)",4622,4406,116,100
"Hombres (031)",2347,2236,55,56
"Mujeres (032)",2275,2170,61,44
"De 6 a 14 años (033)",8576,8571,3,2
"Hombres (034)",4382,4378,2,2
"Mujeres (035)",4194,4193,1,
"De 15 a 29 años (036)",13119,13118,1,
"Hombres (037)",6760,6760,,
"Mujeres (038)",6359,6358,1,
"De 30 a 44 años (039)",10364,10362,2,
"Hombres (040)",5365,5365,,
"Mujeres (041)",4999,4997,2,
"De 45 a 64 años (042)",7856,7842,14,
"Hombres (043)",3937,3931,6,
"Mujeres (044)",3919,3911,8,
"De 65 a más años (045)",3963,3936,26,1
"Hombres (046)",1996,1989,7,
"Mujeres (047)",1967,1947,19,1
,,,,
"RURAL (048)",23511,23230,219,62
"Hombres (049)",13222,13102,94,26
"Mujeres (050)",10289,10128,125,36
"Menores de 1 año (051)",433,335,80,18
"Hombres (052)",211,162,42,7
"Mujeres (053)",222,173,38,11
"De 1 a 5 años (054)",2312,2169,102,41
"Hombres (055)",1095,1033,43,19
"Mujeres (056)",1217,1136,59,22
"De 6 a 14 años (057)",3828,3824,3,1
"Hombres (058)",1965,1964,1,
"Mujeres (059)",1863,1860,2,1
"De 15 a 29 años (060)",6478,6474,4,
"Hombres (061)",3812,3811,1,
"Mujeres (062)",2666,2663,3,
"De 30 a 44 años (063)",5093,5092,1,
"Hombres (064)",3119,3118,1,
"Mujeres (065)",1974,1974,,
"De 45 a 64 años (066)",3603,3597,6,
"Hombres (067)",2101,2098,3,
"Mujeres (068)",1502,1499,3,
"De 65 a más años (069)",1764,1739,23,2
"Hombres (070)",919,916,3,
"Mujeres (071)",845,823,20,2
