"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia PAUCAR DEL SARA SARA (000)",163,30,133
"Sin nivel (001)",5,1,4
"Primaria (003)",41,7,34
"Secundaria (004)",85,16,69
"Superior no univ. incompleta (005)",15,3,12
"Superior no univ. completa (006)",8,2,6
"Superior univ. incompleta (007)",3,,3
"Superior univ. completa (008)",6,1,5
"Hombres (010)",130,25,105
"Sin nivel (011)",5,1,4
"Primaria (013)",33,7,26
"Secundaria (014)",68,13,55
"Superior no univ. incompleta (015)",12,2,10
"Superior no univ. completa (016)",4,1,3
"Superior univ. incompleta (017)",2,,2
"Superior univ. completa (018)",6,1,5
"Mujeres (020)",33,5,28
"Primaria (023)",8,,8
"Secundaria (024)",17,3,14
"Superior no univ. incompleta (025)",3,1,2
"Superior no univ. completa (026)",4,1,3
"Superior univ. incompleta (027)",1,,1
,,,
"AREA URBANA (030)",72,14,58
"Sin nivel (031)",1,1,
"Primaria (033)",7,1,6
"Secundaria (034)",42,7,35
"Superior no univ. incompleta (035)",11,3,8
"Superior no univ. completa (036)",7,1,6
"Superior univ. incompleta (037)",1,,1
"Superior univ. completa (038)",3,1,2
"Hombres (040)",56,9,47
"Sin nivel (041)",1,1,
"Primaria (043)",6,1,5
"Secundaria (044)",33,4,29
"Superior no univ. incompleta (045)",9,2,7
"Superior no univ. completa (046)",3,,3
"Superior univ. incompleta (047)",1,,1
"Superior univ. completa (048)",3,1,2
"Mujeres (050)",16,5,11
"Primaria (053)",1,,1
"Secundaria (054)",9,3,6
"Superior no univ. incompleta (055)",2,1,1
"Superior no univ. completa (056)",4,1,3
,,,
"AREA RURAL (060)",91,16,75
"Sin nivel (061)",4,,4
"Primaria (063)",34,6,28
"Secundaria (064)",43,9,34
"Superior no univ. incompleta (065)",4,,4
"Superior no univ. completa (066)",1,1,
"Superior univ. incompleta (067)",2,,2
"Superior univ. completa (068)",3,,3
"Hombres (070)",74,16,58
"Sin nivel (071)",4,,4
"Primaria (073)",27,6,21
"Secundaria (074)",35,9,26
"Superior no univ. incompleta (075)",3,,3
"Superior no univ. completa (076)",1,1,
"Superior univ. incompleta (077)",1,,1
"Superior univ. completa (078)",3,,3
"Mujeres (080)",17,,17
"Primaria (083)",7,,7
"Secundaria (084)",8,,8
"Superior no univ. incompleta (085)",1,,1
"Superior univ. incompleta (087)",1,,1
