"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia JAEN (000)",171790,23065,4981,79293,45605,4465,5633,3141,5607
"Quechua (001)",1126,365,18,476,200,19,12,19,17
"Aymara (002)",40,7,4,15,11,3,,,
"Ashaninca (003)",17,1,1,10,2,1,1,1,
"Otra lengua nativa (004)",191,10,2,62,77,19,5,8,8
"Castellano (005)",169909,22271,4947,78672,45301,4421,5610,3113,5574
"Idioma extranjero (006)",10,1,,,1,,1,,7
"Es sordomudo/a (007)",497,410,9,58,13,2,4,,1
"Hombres (009)",88020,9280,2525,41283,25355,2160,2707,1702,3008
"Quechua (010)",566,129,6,257,122,14,10,15,13
"Aymara (011)",12,2,,2,6,2,,,
"Ashaninca (012)",7,,1,3,1,1,,1,
"Otra lengua nativa (013)",96,1,,28,45,11,2,5,4
"Castellano (014)",87080,8947,2512,40960,25172,2131,2694,1681,2983
"Idioma extranjero (015)",7,,,,,,,,7
"Es sordomudo/a (016)",252,201,6,33,9,1,1,,1
"Mujeres (018)",83770,13785,2456,38010,20250,2305,2926,1439,2599
"Quechua (019)",560,236,12,219,78,5,2,4,4
"Aymara (020)",28,5,4,13,5,1,,,
"Ashaninca (021)",10,1,,7,1,,1,,
"Otra lengua nativa (022)",95,9,2,34,32,8,3,3,4
"Castellano (023)",82829,13324,2435,37712,20129,2290,2916,1432,2591
"Idioma extranjero (024)",3,1,,,1,,1,,
"Es sordomudo/a (025)",245,209,3,25,4,1,3,,
,,,,,,,,,
"URBANA (027)",86543,7571,2342,30835,28930,3871,4943,2907,5144
"Quechua (028)",340,49,6,114,117,19,9,14,12
"Aymara (029)",28,5,1,11,8,3,,,
"Ashaninca (030)",14,1,1,7,2,1,1,1,
"Otra lengua nativa (031)",165,6,1,48,71,19,5,7,8
"Castellano (032)",85863,7421,2329,30634,28725,3827,4925,2885,5117
"Idioma extranjero (033)",9,1,,,1,,1,,6
"Es sordomudo/a (034)",124,88,4,21,6,2,2,,1
"Hombres (036)",42961,3079,1188,14992,15324,1818,2293,1551,2716
"Quechua (037)",174,18,3,51,63,14,7,10,8
"Aymara (038)",9,2,,1,4,2,,,
"Ashaninca (039)",5,,1,1,1,1,,1,
"Otra lengua nativa (040)",81,,,20,40,11,2,4,4
"Castellano (041)",42626,3019,1181,14907,15213,1789,2284,1536,2697
"Idioma extranjero (042)",6,,,,,,,,6
"Es sordomudo/a (043)",60,40,3,12,3,1,,,1
"Mujeres (045)",43582,4492,1154,15843,13606,2053,2650,1356,2428
"Quechua (046)",166,31,3,63,54,5,2,4,4
"Aymara (047)",19,3,1,10,4,1,,,
"Ashaninca (048)",9,1,,6,1,,1,,
"Otra lengua nativa (049)",84,6,1,28,31,8,3,3,4
"Castellano (050)",43237,4402,1148,15727,13512,2038,2641,1349,2420
"Idioma extranjero (051)",3,1,,,1,,1,,
"Es sordomudo/a (052)",64,48,1,9,3,1,2,,
,,,,,,,,,
"RURAL (054)",85247,15494,2639,48458,16675,594,690,234,463
"Quechua (055)",786,316,12,362,83,,3,5,5
"Aymara (056)",12,2,3,4,3,,,,
"Ashaninca (057)",3,,,3,,,,,
"Otra lengua nativa (058)",26,4,1,14,6,,,1,
"Castellano (059)",84046,14850,2618,48038,16576,594,685,228,457
"Idioma extranjero (060)",1,,,,,,,,1
"Es sordomudo/a (061)",373,322,5,37,7,,2,,
"Hombres (063)",45059,6201,1337,26291,10031,342,414,151,292
"Quechua (064)",392,111,3,206,59,,3,5,5
"Aymara (065)",3,,,1,2,,,,
"Ashaninca (066)",2,,,2,,,,,
"Otra lengua nativa (067)",15,1,,8,5,,,1,
"Castellano (068)",44454,5928,1331,26053,9959,342,410,145,286
"Idioma extranjero (069)",1,,,,,,,,1
"Es sordomudo/a (070)",192,161,3,21,6,,1,,
"Mujeres (072)",40188,9293,1302,22167,6644,252,276,83,171
"Quechua (073)",394,205,9,156,24,,,,
"Aymara (074)",9,2,3,3,1,,,,
"Ashaninca (075)",1,,,1,,,,,
"Otra lengua nativa (076)",11,3,1,6,1,,,,
"Castellano (077)",39592,8922,1287,21985,6617,252,275,83,171
"Es sordomudo/a (079)",181,161,2,16,1,,1,,
