"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CELENDIN (000)",88508,1728,31501,22326,14995,11618,6340
"Hombres (001)",43454,845,15870,10950,7176,5628,2985
"Mujeres (002)",45054,883,15631,11376,7819,5990,3355
"Viviendas particulares (003)",88329,1725,31492,22246,14943,11588,6335
"Hombres (004)",43343,844,15865,10900,7144,5609,2981
"Mujeres (005)",44986,881,15627,11346,7799,5979,3354
"Viviendas colectivas (006)",138,2,6,61,41,24,4
"Hombres (007)",89,1,3,38,28,15,4
"Mujeres (008)",49,1,3,23,13,9,
"Otro tipo (009)",41,1,3,19,11,6,1
"Hombres (010)",22,,2,12,4,4,
"Mujeres (011)",19,1,1,7,7,2,1
,,,,,,,
"URBANA (012)",22170,360,6677,6026,4016,3191,1900
"Hombres (013)",10657,167,3370,2892,1864,1481,883
"Mujeres (014)",11513,193,3307,3134,2152,1710,1017
"Viviendas particulares (015)",22004,358,6668,5950,3968,3165,1895
"Hombres (016)",10551,167,3365,2844,1833,1463,879
"Mujeres (017)",11453,191,3303,3106,2135,1702,1016
"Viviendas colectivas (018)",129,1,6,59,38,21,4
"Hombres (019)",86,,3,37,27,15,4
"Mujeres (020)",43,1,3,22,11,6,
"Otro tipo (021)",37,1,3,17,10,5,1
"Hombres (022)",20,,2,11,4,3,
"Mujeres (023)",17,1,1,6,6,2,1
,,,,,,,
"RURAL (024)",66338,1368,24824,16300,10979,8427,4440
"Hombres (025)",32797,678,12500,8058,5312,4147,2102
"Mujeres (026)",33541,690,12324,8242,5667,4280,2338
"Viviendas particulares (027)",66325,1367,24824,16296,10975,8423,4440
"Hombres (028)",32792,677,12500,8056,5311,4146,2102
"Mujeres (029)",33533,690,12324,8240,5664,4277,2338
"Viviendas colectivas (030)",9,1,,2,3,3,
"Hombres (031)",3,1,,1,1,,
"Mujeres (032)",6,,,1,2,3,
"Otro tipo (033)",4,,,2,1,1,
"Hombres (034)",2,,,1,,1,
"Mujeres (035)",2,,,1,1,,
