"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia BOLIVAR (000)",4301,24,386,56,97,206,1811,129,132,1106,10,222,122
"Agric., ganadería, caza y silvicultura (001)",2576,,,3,2,,1811,,1,759,,,
"Explotación de minas y canteras (003)",19,,,,,,,4,1,14,,,
"Industrias manufactureras (004)",120,,,,,1,,117,2,,,,
"Suministro de electricidad, gas y agua (005)",1,,,,1,,,,,,,,
"Construcción (006)",221,,3,,,,,2,101,115,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",175,,2,9,,128,,6,2,28,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",5,,,,,,,5,,,,,
"Comercio al por mayor (009)",12,,,1,,10,,,,1,,,
"Comercio al por menor (010)",158,,2,8,,118,,1,2,27,,,
"Hoteles y restaurantes (011)",88,,1,4,2,73,,,,8,,,
"Trans., almac. y comunicaciones (012)",54,,,3,3,,,,24,24,,,
"Intermediación financiera (013)",2,,,,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",28,,4,3,15,2,,,,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",122,17,5,7,61,1,,,,21,10,,
"Enseñanza (016)",366,7,351,1,4,,,,,3,,,
"Servicios sociales y de salud (017)",45,,19,22,2,,,,1,1,,,
"Otras activ. serv.comun.soc y personales (018)",36,,1,4,2,1,,,,28,,,
"Hogares privados con servicio doméstico (019)",101,,,,,,,,,101,,,
"Actividad economica no especificada (021)",225,,,,3,,,,,,,222,
"Desocupado (022)",122,,,,,,,,,,,,122
"Hombres (023)",3493,19,209,32,66,72,1763,97,132,873,10,120,100
"Agric., ganadería, caza y silvicultura (024)",2435,,,3,2,,1763,,1,666,,,
"Explotación de minas y canteras (026)",19,,,,,,,4,1,14,,,
"Industrias manufactureras (027)",87,,,,,,,85,2,,,,
"Suministro de electricidad, gas y agua (028)",1,,,,1,,,,,,,,
"Construcción (029)",218,,3,,,,,2,101,112,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",92,,2,4,,63,,6,2,15,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",5,,,,,,,5,,,,,
"Comercio al por mayor (032)",4,,,,,3,,,,1,,,
"Comercio al por menor (033)",83,,2,4,,60,,1,2,14,,,
"Hoteles y restaurantes (034)",8,,1,1,,6,,,,,,,
"Trans., almac. y comunicaciones (035)",43,,,1,1,,,,24,17,,,
"Intermediación financiera (036)",2,,,,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (037)",21,,2,2,12,2,,,,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",95,12,5,5,41,1,,,,21,10,,
"Enseñanza (039)",201,7,188,1,2,,,,,3,,,
"Servicios sociales y de salud (040)",22,,7,12,1,,,,1,1,,,
"Otras activ. serv.comun.soc y personales (041)",15,,1,3,2,,,,,9,,,
"Hogares privados con servicio doméstico (042)",12,,,,,,,,,12,,,
"Actividad economica no especificada (044)",122,,,,2,,,,,,,120,
"Desocupado (045)",100,,,,,,,,,,,,100
"Mujeres (046)",808,5,177,24,31,134,48,32,,233,,102,22
"Agric., ganadería, caza y silvicultura (047)",141,,,,,,48,,,93,,,
"Industrias manufactureras (050)",33,,,,,1,,32,,,,,
"Construcción (052)",3,,,,,,,,,3,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",83,,,5,,65,,,,13,,,
"Comercio al por mayor (055)",8,,,1,,7,,,,,,,
"Comercio al por menor (056)",75,,,4,,58,,,,13,,,
"Hoteles y restaurantes (057)",80,,,3,2,67,,,,8,,,
"Trans., almac. y comunicaciones (058)",11,,,2,2,,,,,7,,,
"Activid.inmobil., empres. y alquileres (060)",7,,2,1,3,,,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",27,5,,2,20,,,,,,,,
"Enseñanza (062)",165,,163,,2,,,,,,,,
"Servicios sociales y de salud (063)",23,,12,10,1,,,,,,,,
"Otras activ. serv.comun.soc y personales (064)",21,,,1,,1,,,,19,,,
"Hogares privados con servicio doméstico (065)",89,,,,,,,,,89,,,
"Actividad economica no especificada (067)",103,,,,1,,,,,,,102,
"Desocupado (068)",22,,,,,,,,,,,,22
,,,,,,,,,,,,,
"URBANA (069)",1719,24,300,47,90,142,390,89,83,401,10,75,68
"Agric., ganadería, caza y silvicultura (070)",560,,,1,2,,390,,1,166,,,
"Explotación de minas y canteras (072)",5,,,,,,,2,1,2,,,
"Industrias manufactureras (073)",84,,,,,1,,81,2,,,,
"Suministro de electricidad, gas y agua (074)",1,,,,1,,,,,,,,
"Construcción (075)",129,,3,,,,,1,61,64,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",124,,2,5,,94,,5,2,16,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",4,,,,,,,4,,,,,
"Comercio al por mayor (078)",10,,,1,,9,,,,,,,
"Comercio al por menor (079)",110,,2,4,,85,,1,2,16,,,
"Hoteles y restaurantes (080)",55,,1,4,2,43,,,,5,,,
"Trans., almac. y comunicaciones (081)",43,,,2,3,,,,15,23,,,
"Intermediación financiera (082)",2,,,,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (083)",26,,3,3,14,2,,,,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",117,17,5,7,56,1,,,,21,10,,
"Enseñanza (085)",282,7,267,1,4,,,,,3,,,
"Servicios sociales y de salud (086)",41,,18,20,1,,,,1,1,,,
"Otras activ. serv.comun.soc y personales (087)",33,,1,4,2,1,,,,25,,,
"Hogares privados con servicio doméstico (088)",71,,,,,,,,,71,,,
"Actividad economica no especificada (090)",78,,,,3,,,,,,,75,
"Desocupado (091)",68,,,,,,,,,,,,68
"Hombres (092)",1213,19,159,27,60,51,380,66,83,267,10,38,53
"Agric., ganadería, caza y silvicultura (093)",525,,,1,2,,380,,1,141,,,
"Explotación de minas y canteras (095)",5,,,,,,,2,1,2,,,
"Industrias manufactureras (096)",60,,,,,,,58,2,,,,
"Suministro de electricidad, gas y agua (097)",1,,,,1,,,,,,,,
"Construcción (098)",126,,3,,,,,1,61,61,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",60,,2,2,,43,,5,2,6,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",4,,,,,,,4,,,,,
"Comercio al por mayor (101)",2,,,,,2,,,,,,,
"Comercio al por menor (102)",54,,2,2,,41,,1,2,6,,,
"Hoteles y restaurantes (103)",7,,1,1,,5,,,,,,,
"Trans., almac. y comunicaciones (104)",33,,,1,1,,,,15,16,,,
"Intermediación financiera (105)",2,,,,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (106)",20,,2,2,11,2,,,,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",91,12,5,5,37,1,,,,21,10,,
"Enseñanza (108)",152,7,139,1,2,,,,,3,,,
"Servicios sociales y de salud (109)",19,,6,11,,,,,1,1,,,
"Otras activ. serv.comun.soc y personales (110)",14,,1,3,2,,,,,8,,,
"Hogares privados con servicio doméstico (111)",5,,,,,,,,,5,,,
"Actividad economica no especificada (113)",40,,,,2,,,,,,,38,
"Desocupado (114)",53,,,,,,,,,,,,53
"Mujeres (115)",506,5,141,20,30,91,10,23,,134,,37,15
"Agric., ganadería, caza y silvicultura (116)",35,,,,,,10,,,25,,,
"Industrias manufactureras (119)",24,,,,,1,,23,,,,,
"Construcción (121)",3,,,,,,,,,3,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",64,,,3,,51,,,,10,,,
"Comercio al por mayor (124)",8,,,1,,7,,,,,,,
"Comercio al por menor (125)",56,,,2,,44,,,,10,,,
"Hoteles y restaurantes (126)",48,,,3,2,38,,,,5,,,
"Trans., almac. y comunicaciones (127)",10,,,1,2,,,,,7,,,
"Activid.inmobil., empres. y alquileres (129)",6,,1,1,3,,,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",26,5,,2,19,,,,,,,,
"Enseñanza (131)",130,,128,,2,,,,,,,,
"Servicios sociales y de salud (132)",22,,12,9,1,,,,,,,,
"Otras activ. serv.comun.soc y personales (133)",19,,,1,,1,,,,17,,,
"Hogares privados con servicio doméstico (134)",66,,,,,,,,,66,,,
"Actividad economica no especificada (136)",38,,,,1,,,,,,,37,
"Desocupado (137)",15,,,,,,,,,,,,15
,,,,,,,,,,,,,
"RURAL (138)",2582,,86,9,7,64,1421,40,49,705,,147,54
"Agric., ganadería, caza y silvicultura (139)",2016,,,2,,,1421,,,593,,,
"Explotación de minas y canteras (141)",14,,,,,,,2,,12,,,
"Industrias manufactureras (142)",36,,,,,,,36,,,,,
"Construcción (144)",92,,,,,,,1,40,51,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",51,,,4,,34,,1,,12,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",1,,,,,,,1,,,,,
"Comercio al por mayor (147)",2,,,,,1,,,,1,,,
"Comercio al por menor (148)",48,,,4,,33,,,,11,,,
"Hoteles y restaurantes (149)",33,,,,,30,,,,3,,,
"Trans., almac. y comunicaciones (150)",11,,,1,,,,,9,1,,,
"Activid.inmobil., empres. y alquileres (152)",2,,1,,1,,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (153)",5,,,,5,,,,,,,,
"Enseñanza (154)",84,,84,,,,,,,,,,
"Servicios sociales y de salud (155)",4,,1,2,1,,,,,,,,
"Otras activ. serv.comun.soc y personales (156)",3,,,,,,,,,3,,,
"Hogares privados con servicio doméstico (157)",30,,,,,,,,,30,,,
"Actividad economica no especificada (159)",147,,,,,,,,,,,147,
"Desocupado (160)",54,,,,,,,,,,,,54
"Hombres (161)",2280,,50,5,6,21,1383,31,49,606,,82,47
"Agric., ganadería, caza y silvicultura (162)",1910,,,2,,,1383,,,525,,,
"Explotación de minas y canteras (164)",14,,,,,,,2,,12,,,
"Industrias manufactureras (165)",27,,,,,,,27,,,,,
"Construcción (167)",92,,,,,,,1,40,51,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (168)",32,,,2,,20,,1,,9,,,
"Venta, mant.y rep. veh.autom.y motoc. (169)",1,,,,,,,1,,,,,
"Comercio al por mayor (170)",2,,,,,1,,,,1,,,
"Comercio al por menor (171)",29,,,2,,19,,,,8,,,
