"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CANDARAVE (000)",3180,8546,7660,,96,89.6,1.1
"De 12 a 14 años (001)",223,,,,,,
"De 15 a 19 años (002)",313,59,59,15,100,25.4,
"De 20 a 24 años (003)",293,229,227,21,99.1,9.2,
"De 25 a 29 años (004)",313,439,420,35,95.7,8,
"De 30 a 34 años (005)",335,695,663,12,95.4,1.7,
"De 35 a 39 años (006)",294,738,691,8,93.6,1.1,
"De 40 a 44 años (007)",260,858,812,4,94.6,0.5,
"De 45 a 49 años (008)",232,849,788,1,92.8,0.1,
"De 50 y más años (009)",917,4679,4000,,85.5,,
"PEA (010)",1543,4355,3947,31,90.6,0.7,
"De 12 a 14 años (011)",12,,,,,,
"De 15 a 19 años (012)",80,25,25,3,100,12,
"De 20 a 24 años (013)",167,117,117,4,100,3.4,
"De 25 a 29 años (014)",180,230,223,13,97,5.7,
"De 30 a 34 años (015)",185,348,335,4,96.3,1.1,
"De 35 a 39 años (016)",170,380,364,3,95.8,0.8,
"De 40 a 44 años (017)",161,532,500,3,94,0.6,
"De 45 a 49 años (018)",143,502,464,1,92.4,0.2,
"De 50 y más años (019)",445,2221,1919,,86.4,,
"Ocupada (020)",1506,4288,3882,30,90.5,0.7,
"De 12 a 14 años (021)",12,,,,,,
"De 15 a 19 años (022)",76,25,25,3,100,12,
"De 20 a 24 años (023)",159,114,114,4,100,3.5,
"De 25 a 29 años (024)",177,229,222,12,96.9,5.2,
"De 30 a 34 años (025)",179,341,328,4,96.2,1.2,
"De 35 a 39 años (026)",168,375,360,3,96,0.8,
"De 40 a 44 años (027)",156,513,481,3,93.8,0.6,
"De 45 a 49 años (028)",140,496,458,1,92.3,0.2,
"De 50 y más años (029)",439,2195,1894,,86.3,,
"Desocupada (030)",37,67,65,1,97,1.5,
"De 15 a 19 años (032)",4,,,,,,
"De 20 a 24 años (033)",8,3,3,,100,,
"De 25 a 29 años (034)",3,1,1,1,100,100,
"De 30 a 34 años (035)",6,7,7,,100,,
"De 35 a 39 años (036)",2,5,4,,80,,
"De 40 a 44 años (037)",5,19,19,,100,,
"De 45 a 49 años (038)",3,6,6,,100,,
"De 50 y más años (039)",6,26,25,,96.2,,
"No PEA (040)",1637,4191,3713,65,88.6,1.6,
