"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia CHINCHEROS",,,,,,,,,
"Viviendas particulares (001)",13194,4270,2195,95,4,345,5214,768,303
"Ocupantes presentes (002)",51325,17843,9230,399,7,1276,19190,2249,1131
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",12923,4251,2182,94,4,330,5004,755,303
"Ocupantes presentes (005)",50712,17772,9185,393,7,1238,18769,2217,1131
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",1,1,,,,,,,
"Ocupantes presentes (008)",6,6,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",2,1,,,,,,1,
"Ocupantes presentes (011)",9,3,,,,,,6,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",30,15,13,,,,,2,
"Ocupantes presentes (014)",109,55,45,,,,,9,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",228,,,1,,15,206,6,
"Ocupantes presentes (017)",459,,,6,,38,404,11,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,,,,,,1,1,
"Ocupantes presentes (020)",4,,,,,,3,1,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",7,2,,,,,2,3,
"Ocupantes presentes (023)",19,7,,,,,7,5,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,,,,,,1,,
"Ocupantes presentes (026)",7,,,,,,7,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4158,1526,1064,25,2,30,1061,233,217
"Ocupantes presentes (029)",16336,6169,4377,101,5,114,4023,716,831
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4121,1509,1051,25,2,30,1058,229,217
"Ocupantes presentes (032)",16201,6105,4332,101,5,114,4013,700,831
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",1,1,,,,,,,
"Ocupantes presentes (035)",6,6,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",2,1,,,,,,1,
"Ocupantes presentes (038)",9,3,,,,,,6,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",30,15,13,,,,,2,
"Ocupantes presentes (041)",109,55,45,,,,,9,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,,,,,,1,1,
"Ocupantes presentes (047)",4,,,,,,3,1,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,,,,,,2,,
"Ocupantes presentes (050)",7,,,,,,7,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",9036,2744,1131,70,2,315,4153,535,86
"Ocupantes presentes (056)",34989,11674,4853,298,2,1162,15167,1533,300
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",8802,2742,1131,69,2,300,3946,526,86
"Ocupantes presentes (059)",34511,11667,4853,292,2,1124,14756,1517,300
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",228,,,1,,15,206,6,
"Ocupantes presentes (071)",459,,,6,,38,404,11,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",5,2,,,,,,3,
"Ocupantes presentes (077)",12,7,,,,,,5,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,1,,
"Ocupantes presentes (080)",7,,,,,,7,,
