"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia COTABAMBAS",,,,
"Viviendas particulares (001)",3264,1377,903,984
"Ocupantes presentes (002)",13161,5655,3689,3817
"Casa independiente",,,,
"Viviendas particulares (004)",3117,1361,892,864
"Ocupantes presentes (005)",12590,5593,3661,3336
"Departamento en edificio",,,,
"Viviendas particulares (007)",5,5,,
"Ocupantes presentes (008)",22,22,,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",5,5,,
"Ocupantes presentes (011)",15,15,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",16,6,10,
"Ocupantes presentes (014)",52,25,27,
"Choza o cabaña",,,,
"Viviendas particulares (016)",119,,,119
"Ocupantes presentes (017)",478,,,478
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",2,,1,1
"Ocupantes presentes (023)",4,,1,3
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",2675,1237,738,700
"Ocupantes presentes (029)",10748,5058,2976,2714
"Casa independiente",,,,
"Viviendas particulares (031)",2580,1221,727,632
"Ocupantes presentes (032)",10380,4996,2948,2436
"Departamento en edificio",,,,
"Viviendas particulares (034)",5,5,,
"Ocupantes presentes (035)",22,22,,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",5,5,,
"Ocupantes presentes (038)",15,15,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",16,6,10,
"Ocupantes presentes (041)",52,25,27,
"Choza o cabaña",,,,
"Viviendas particulares (043)",68,,,68
"Ocupantes presentes (044)",278,,,278
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",1,,1,
"Ocupantes presentes (050)",1,,1,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",589,140,165,284
"Ocupantes presentes (056)",2413,597,713,1103
"Casa independiente",,,,
"Viviendas particulares (058)",537,140,165,232
"Ocupantes presentes (059)",2210,597,713,900
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (070)",51,,,51
"Ocupantes presentes (071)",200,,,200
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",1,,,1
"Ocupantes presentes (077)",3,,,3
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",1660,781,789,90
"Ocupantes presentes (110)",6734,3164,3224,346
"Casa independiente",,,,
"Viviendas particulares (112)",1633,765,778,90
"Ocupantes presentes (113)",6644,3102,3196,346
"Departamento en edificio",,,,
"Viviendas particulares (115)",5,5,,
"Ocupantes presentes (116)",22,22,,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",5,5,,
"Ocupantes presentes (119)",15,15,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",16,6,10,
"Ocupantes presentes (122)",52,25,27,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",1,,1,
"Ocupantes presentes (131)",1,,1,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",1406,669,663,74
"Ocupantes presentes (137)",5633,2680,2667,286
"Casa independiente",,,,
"Viviendas particulares (139)",1379,653,652,74
"Ocupantes presentes (140)",5543,2618,2639,286
"Departamento en edificio",,,,
"Viviendas particulares (142)",5,5,,
"Ocupantes presentes (143)",22,22,,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",5,5,,
"Ocupantes presentes (146)",15,15,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",16,6,10,
"Ocupantes presentes (149)",52,25,27,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",1,,1,
"Ocupantes presentes (158)",1,,1,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",254,112,126,16
"Ocupantes presentes (164)",1101,484,557,60
"Casa independiente",,,,
"Viviendas particulares (166)",254,112,126,16
"Ocupantes presentes (167)",1101,484,557,60
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",1604,596,114,894
"Ocupantes presentes (218)",6427,2491,465,3471
"Casa independiente",,,,
"Viviendas particulares (220)",1484,596,114,774
"Ocupantes presentes (221)",5946,2491,465,2990
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",119,,,119
"Ocupantes presentes (233)",478,,,478
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (238)",1,,,1
"Ocupantes presentes (239)",3,,,3
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",1269,568,75,626
"Ocupantes presentes (245)",5115,2378,309,2428
"Casa independiente",,,,
"Viviendas particulares (247)",1201,568,75,558
"Ocupantes presentes (248)",4837,2378,309,2150
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",68,,,68
"Ocupantes presentes (260)",278,,,278
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",335,28,39,268
"Ocupantes presentes (272)",1312,113,156,1043
"Casa independiente",,,,
"Viviendas particulares (274)",283,28,39,216
"Ocupantes presentes (275)",1109,113,156,840
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",51,,,51
"Ocupantes presentes (287)",200,,,200
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (292)",1,,,1
"Ocupantes presentes (293)",3,,,3
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
