"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia UCAYALI (000)",693,182,511
"De 14 a 29 años (001)",335,127,208
"De 30 a 44 años (002)",217,45,172
"De 45 a 64 años (003)",106,10,96
"De 65 y más años (004)",35,,35
"Hombres (005)",552,143,409
"De 14 a 29 años (006)",257,101,156
"De 30 a 44 años (007)",177,35,142
"De 45 a 64 años (008)",87,7,80
"De 65 y más años (009)",31,,31
"Mujeres (010)",141,39,102
"De 14 a 29 años (011)",78,26,52
"De 30 a 44 años (012)",40,10,30
"De 45 a 64 años (013)",19,3,16
"De 65 y más años (014)",4,,4
,,,
"AREA URBANA (015)",430,110,320
"De 14 a 29 años (016)",207,73,134
"De 30 a 44 años (017)",134,28,106
"De 45 a 64 años (018)",67,9,58
"De 65 y más años (019)",22,,22
"Hombres (020)",309,78,231
"De 14 a 29 años (021)",141,52,89
"De 30 a 44 años (022)",99,20,79
"De 45 a 64 años (023)",50,6,44
"De 65 y más años (024)",19,,19
"Mujeres (025)",121,32,89
"De 14 a 29 años (026)",66,21,45
"De 30 a 44 años (027)",35,8,27
"De 45 a 64 años (028)",17,3,14
"De 65 y más años (029)",3,,3
,,,
"AREA RURAL (030)",263,72,191
"De 14 a 29 años (031)",128,54,74
"De 30 a 44 años (032)",83,17,66
"De 45 a 64 años (033)",39,1,38
"De 65 y más años (034)",13,,13
"Hombres (035)",243,65,178
"De 14 a 29 años (036)",116,49,67
"De 30 a 44 años (037)",78,15,63
"De 45 a 64 años (038)",37,1,36
"De 65 y más años (039)",12,,12
"Mujeres (040)",20,7,13
"De 14 a 29 años (041)",12,5,7
"De 30 a 44 años (042)",5,2,3
"De 45 a 64 años (043)",2,,2
"De 65 y más años (044)",1,,1
