"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia JAEN (000)",170398,23025,4976,79078,45223,4297,5397,3067,5335
"Jefe o Jefa (001)",43673,4739,32,20921,11219,1278,2152,810,2522
"Esposa(o)/ compa¤era(o) (002)",29005,4584,49,14242,6722,683,1191,376,1158
"Hijo(a)/ hijastro(a) (003)",73184,9607,3968,33925,20429,1559,1319,1351,1026
"Yerno/ nuera (004)",2133,63,,733,965,96,120,58,98
"Nieto(a) (005)",7191,1532,642,3422,1377,76,33,81,28
"Padres/ suegros (006)",1689,854,,690,95,8,17,3,22
"Otro(a) pariente (007)",10795,1424,269,4235,3432,451,380,303,301
"Trabajador(a) del hogar (008)",424,21,1,193,175,22,8,4,
"Pensionista (009)",177,11,,36,77,12,17,5,19
"Otro(a) no pariente (010)",2127,190,15,681,732,112,160,76,161
"Hombres (012)",86902,9258,2523,41122,25039,2006,2521,1642,2791
"Jefe o Jefa (013)",33628,2524,26,16958,9173,894,1532,591,1930
"Esposa(o)/ compa¤era(o) (014)",1329,72,5,501,499,55,66,35,96
"Hijo(a)/ hijastro(a) (015)",39389,4887,2032,18385,11641,700,567,742,435
"Yerno/ nuera (016)",865,21,,287,374,38,56,23,66
"Nieto(a) (017)",3889,820,320,1827,806,39,19,42,16
"Padres/ suegros (018)",540,149,,322,42,5,8,2,12
"Otro(a) pariente (019)",5811,665,131,2369,1960,206,179,160,141
"Trabajador(a) del hogar (020)",33,2,,14,13,1,2,1,
"Pensionista (021)",118,7,,27,52,10,10,3,9
"Otro(a) no pariente (022)",1300,111,9,432,479,58,82,43,86
"Mujeres (024)",83496,13767,2453,37956,20184,2291,2876,1425,2544
"Jefe o Jefa (025)",10045,2215,6,3963,2046,384,620,219,592
"Esposa(o)/ compa¤era(o) (026)",27676,4512,44,13741,6223,628,1125,341,1062
"Hijo(a)/ hijastro(a) (027)",33795,4720,1936,15540,8788,859,752,609,591
"Yerno/ nuera (028)",1268,42,,446,591,58,64,35,32
"Nieto(a) (029)",3302,712,322,1595,571,37,14,39,12
"Padres/ suegros (030)",1149,705,,368,53,3,9,1,10
"Otro(a) pariente (031)",4984,759,138,1866,1472,245,201,143,160
"Trabajador(a) del hogar (032)",391,19,1,179,162,21,6,3,
"Pensionista (033)",59,4,,9,25,2,7,2,10
"Otro(a) no pariente (034)",827,79,6,249,253,54,78,33,75
,,,,,,,,,
"URBANA (036)",85511,7532,2337,30626,28602,3794,4804,2853,4963
"Jefe o Jefa (037)",23216,1309,18,8113,7598,1162,1933,751,2332
"Esposa(o)/ compa¤era(o) (038)",14019,1049,18,5219,4586,607,1089,351,1100
"Hijo(a)/ hijastro(a) (039)",33869,3450,1816,12422,11514,1304,1149,1258,956
"Yerno/ nuera (040)",1089,12,,196,553,81,103,53,91
"Nieto(a) (041)",3481,676,334,1448,819,72,30,76,26
"Padres/ suegros (042)",1020,387,,496,89,7,16,3,22
"Otro(a) pariente (043)",6717,531,140,2093,2621,423,343,282,284
