"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia TOCACHE",,,,,,,
"Viviendas particulares (001)",17513,2982,1284,2002,5438,1030,4777
"Ocupantes presentes (002)",68768,11489,4635,8544,23073,4118,16909
"Casa independiente",,,,,,,
"Viviendas particulares (004)",12919,2299,816,1834,4342,932,2696
"Ocupantes presentes (005)",52925,9202,3268,7936,18723,3791,10005
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",61,53,8,,,,
"Ocupantes presentes (008)",158,139,19,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",801,484,283,,,,34
"Ocupantes presentes (011)",2498,1595,795,,,,108
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",285,98,173,,,,14
"Ocupantes presentes (014)",948,349,537,,,,62
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",3360,31,,153,1075,96,2005
"Ocupantes presentes (017)",11960,146,,550,4274,322,6668
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",43,5,1,12,13,2,10
"Ocupantes presentes (020)",156,18,7,48,51,5,27
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",34,12,3,3,7,,9
"Ocupantes presentes (023)",98,40,9,10,22,,17
"Otro tipo",,,,,,,
"Viviendas particulares (025)",10,,,,1,,9
"Ocupantes presentes (026)",25,,,,3,,22
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",8446,2872,1211,1350,1705,683,625
"Ocupantes presentes (029)",34110,11054,4347,5874,7597,2926,2312
"Casa independiente",,,,,,,
"Viviendas particulares (031)",7230,2220,743,1336,1690,681,560
"Ocupantes presentes (032)",30268,8913,2980,5820,7539,2921,2095
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",61,53,8,,,,
"Ocupantes presentes (035)",158,139,19,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",801,484,283,,,,34
"Ocupantes presentes (038)",2498,1595,795,,,,108
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",285,98,173,,,,14
"Ocupantes presentes (041)",948,349,537,,,,62
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",43,5,1,12,13,2,10
"Ocupantes presentes (047)",156,18,7,48,51,5,27
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",22,12,3,2,1,,4
"Ocupantes presentes (050)",68,40,9,6,4,,9
"Otro tipo",,,,,,,
"Viviendas particulares (052)",4,,,,1,,3
"Ocupantes presentes (053)",14,,,,3,,11
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",9067,110,73,652,3733,347,4152
"Ocupantes presentes (056)",34658,435,288,2670,15476,1192,14597
"Casa independiente",,,,,,,
"Viviendas particulares (058)",5689,79,73,498,2652,251,2136
"Ocupantes presentes (059)",22657,289,288,2116,11184,870,7910
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",3360,31,,153,1075,96,2005
"Ocupantes presentes (071)",11960,146,,550,4274,322,6668
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",12,,,1,6,,5
"Ocupantes presentes (077)",30,,,4,18,,8
"Otro tipo",,,,,,,
"Viviendas particulares (079)",6,,,,,,6
"Ocupantes presentes (080)",11,,,,,,11
