"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia YAULI (000)",12579,11921,59,2769,2946,2140,2455,1024,418,110,658,37047
"De 12 a 14 años (001)",21,8,2,4,2,,,,,,13,8
"De 15 a 19 años (002)",255,234,2,209,21,1,1,,,,21,258
"De 20 a 24 años (003)",1361,1136,13,749,301,56,15,2,,,225,1597
"De 25 a 29 años (004)",1683,1499,7,669,554,183,81,5,,,184,2701
"De 30 a 34 años (005)",1769,1670,3,411,607,376,237,32,4,,99,4004
"De 35 a 39 años (006)",1709,1670,4,255,515,423,383,76,11,3,39,4822
"De 40 a 44 años (007)",1545,1518,4,146,376,395,427,128,34,8,27,5127
"De 45 a 49 años (008)",1207,1189,7,115,223,265,373,150,46,10,18,4420
"De 50 y más años (009)",3029,2997,17,211,347,441,938,631,323,89,32,14110
"PEA (010)",4075,3738,24,976,937,688,721,273,99,20,337,10885
"De 12 a 14 años (011)",1,1,,1,,,,,,,,1
"De 15 a 19 años (012)",49,46,2,38,5,1,,,,,3,51
"De 20 a 24 años (013)",367,262,6,177,57,16,5,1,,,105,367
"De 25 a 29 años (014)",546,436,1,234,141,39,19,2,,,110,727
"De 30 a 34 años (015)",578,520,1,196,171,94,53,4,1,,58,1079
"De 35 a 39 años (016)",623,595,2,115,188,148,116,24,2,,28,1616
"De 40 a 44 años (017)",576,559,2,81,153,134,141,38,9,1,17,1739
"De 45 a 49 años (018)",454,448,5,54,91,90,128,59,16,5,6,1630
"De 50 y más años (019)",881,871,5,80,131,166,259,145,71,14,10,3675
"Ocupada (020)",3929,3631,22,933,906,673,711,267,99,20,298,10649
"De 12 a 14 años (021)",1,1,,1,,,,,,,,1
