"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CELENDIN (000)",82653,29290,4565,885,47967
"Quechua (001)",33,10,2,4,20
"Aymara (002)",19,9,,2,9
"Asháninka (003)",12,4,1,2,6
"Otra lengua nativa (004)",9,4,,,5
"Castellano (005)",82166,29169,4557,876,47613
"Idioma Extranjero (006)",2,,,,2
"Es Sordomudo/a (007)",412,94,5,1,312
"Hombres (009)",40538,13841,2201,462,24067
"Quechua (010)",16,4,1,1,11
"Aymara (011)",8,2,,1,5
"Asháninka (012)",4,1,,,3
"Otra lengua nativa (013)",5,2,,,3
"Castellano (014)",40296,13786,2197,460,23885
"Idioma Extranjero (015)",1,,,,1
"Es Sordomudo/a (016)",208,46,3,,159
"Mujeres (018)",42115,15449,2364,423,23900
"Quechua (019)",17,6,1,3,9
"Aymara (020)",11,7,,1,4
"Asháninka (021)",8,3,1,2,3
"Otra lengua nativa (022)",4,2,,,2
"Castellano (023)",41870,15383,2360,416,23728
"Idioma Extranjero (024)",1,,,,1
"Es Sordomudo/a (025)",204,48,2,1,153
,,,,,
"URBANA (027)",20887,4098,3337,495,12978
"Quechua (028)",14,3,,2,10
"Aymara (029)",7,1,,1,5
"Asháninka (030)",4,2,,1,1
"Otra lengua nativa (031)",5,3,,,2
"Castellano (032)",20799,4073,3334,491,12921
"Idioma Extranjero (033)",2,,,,2
"Es Sordomudo/a (034)",56,16,3,,37
"Hombres (036)",10031,1888,1568,270,6317
"Quechua (037)",6,,,,6
"Aymara (038)",4,,,1,3
"Otra lengua nativa (040)",3,2,,,1
"Castellano (041)",9984,1879,1565,269,6283
"Idioma Extranjero (042)",1,,,,1
"Es Sordomudo/a (043)",33,7,3,,23
"Mujeres (045)",10856,2210,1769,225,6661
"Quechua (046)",8,3,,2,4
"Aymara (047)",3,1,,,2
"Asháninka (048)",4,2,,1,1
"Otra lengua nativa (049)",2,1,,,1
"Castellano (050)",10815,2194,1769,222,6638
"Idioma Extranjero (051)",1,,,,1
"Es Sordomudo/a (052)",23,9,,,14
,,,,,
"RURAL (054)",61766,25192,1228,390,34989
"Quechua (055)",19,7,2,2,10
"Aymara (056)",12,8,,1,4
"Asháninka (057)",8,2,1,1,5
"Otra lengua nativa (058)",4,1,,,3
"Castellano (059)",61367,25096,1223,385,34692
"Es Sordomudo/a (061)",356,78,2,1,275
"Hombres (063)",30507,11953,633,192,17750
"Quechua (064)",10,4,1,1,5
"Aymara (065)",4,2,,,2
"Asháninka (066)",4,1,,,3
"Otra lengua nativa (067)",2,,,,2
"Castellano (068)",30312,11907,632,191,17602
"Es Sordomudo/a (070)",175,39,,,136
"Mujeres (072)",31259,13239,595,198,17239
"Quechua (073)",9,3,1,1,5
"Aymara (074)",8,6,,1,2
"Asháninka (075)",4,1,1,1,2
"Otra lengua nativa (076)",2,1,,,1
"Castellano (077)",31055,13189,591,194,17090
"Es Sordomudo/a (079)",181,39,2,1,139
