"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CAJAMARCA (000)",6354,1665,4689
"De 14 a 29 años (001)",3490,1334,2156
"De 30 a 44 años (002)",1832,273,1559
"De 45 a 64 años (003)",868,58,810
"De 65 y más años (004)",164,,164
"Hombres (005)",4782,1104,3678
"De 14 a 29 años (006)",2487,871,1616
"De 30 a 44 años (007)",1413,187,1226
"De 45 a 64 años (008)",743,46,697
"De 65 y más años (009)",139,,139
"Mujeres (010)",1572,561,1011
"De 14 a 29 años (011)",1003,463,540
"De 30 a 44 años (012)",419,86,333
"De 45 a 64 años (013)",125,12,113
"De 65 y más años (014)",25,,25
,,,
"AREA URBANA (015)",3447,811,2636
"De 14 a 29 años (016)",1801,621,1180
"De 30 a 44 años (017)",1099,163,936
"De 45 a 64 años (018)",463,27,436
"De 65 y más años (019)",84,,84
"Hombres (020)",2287,467,1820
"De 14 a 29 años (021)",1115,352,763
"De 30 a 44 años (022)",743,95,648
"De 45 a 64 años (023)",362,20,342
"De 65 y más años (024)",67,,67
"Mujeres (025)",1160,344,816
"De 14 a 29 años (026)",686,269,417
"De 30 a 44 años (027)",356,68,288
"De 45 a 64 años (028)",101,7,94
"De 65 y más años (029)",17,,17
,,,
"AREA RURAL (030)",2907,854,2053
"De 14 a 29 años (031)",1689,713,976
"De 30 a 44 años (032)",733,110,623
"De 45 a 64 años (033)",405,31,374
"De 65 y más años (034)",80,,80
"Hombres (035)",2495,637,1858
"De 14 a 29 años (036)",1372,519,853
"De 30 a 44 años (037)",670,92,578
"De 45 a 64 años (038)",381,26,355
"De 65 y más años (039)",72,,72
"Mujeres (040)",412,217,195
"De 14 a 29 años (041)",317,194,123
"De 30 a 44 años (042)",63,18,45
"De 45 a 64 años (043)",24,5,19
"De 65 y más años (044)",8,,8
