"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CHUMBIVILCAS (000)",23119,20185,1579,652,703
"Agric., ganadería, caza y silvicultura (001)",16680,15752,886,32,10
"Pesca (002)",10,9,,1,
"Explotación de minas y canteras (003)",398,181,86,104,27
"Industrias manufactureras (004)",811,772,27,10,2
"Suministro de electricidad, gas y agua (005)",9,,1,8,
"Construcción (006)",1032,753,197,63,19
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1227,1190,32,4,1
"Venta, mant.y rep. veh.autom y motoc. (008)",46,38,6,1,1
"Comercio al por mayor (009)",22,22,,,
"Comercio al por menor (010)",1159,1130,26,3,
"Hoteles y restaurantes (011)",309,292,11,2,4
"Trans., almac. y comunicaciones (012)",191,156,17,14,4
"Intermediación financiera (013)",5,1,2,1,1
"Activid.inmobil., empres. y alquileres (014)",108,64,14,14,16
"Admin.pub. y defensa; p. segur soc.afil (015)",349,,,,349
"Enseñanza (016)",998,227,241,347,183
"Servicios sociales y de salud (017)",126,26,10,17,73
"Otras activ. serv.comun.soc y personales (018)",103,79,8,10,6
"Hogares privados con servicio doméstico (019)",110,110,,,
"Actividad economica no especificada (021)",653,573,47,25,8
"Hombres (022)",14366,12221,1153,465,527
"Agric., ganadería, caza y silvicultura (023)",10405,9750,630,19,6
"Pesca (024)",10,9,,1,
"Explotación de minas y canteras (025)",378,173,79,99,27
"Industrias manufactureras (026)",446,418,20,7,1
"Suministro de electricidad, gas y agua (027)",9,,1,8,
"Construcción (028)",982,714,190,59,19
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",482,458,21,2,1
"Venta, mant.y rep. veh.autom y motoc. (030)",41,33,6,1,1
"Comercio al por mayor (031)",14,14,,,
"Comercio al por menor (032)",427,411,15,1,
"Hoteles y restaurantes (033)",56,50,3,1,2
"Trans., almac. y comunicaciones (034)",172,139,16,13,4
"Intermediación financiera (035)",4,1,2,,1
"Activid.inmobil., empres. y alquileres (036)",84,52,12,8,12
"Admin.pub. y defensa; p. segur soc.afil (037)",300,,,,300
"Enseñanza (038)",630,146,147,217,120
"Servicios sociales y de salud (039)",44,13,2,4,25
"Otras activ. serv.comun.soc y personales (040)",65,49,3,8,5
"Hogares privados con servicio doméstico (041)",34,34,,,
"Actividad economica no especificada (043)",265,215,27,19,4
