"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia HUALLAGA (000)",24448,485,7913,6250,4954,3414,1432
"Hombres (001)",12916,237,4081,3275,2680,1909,734
"Mujeres (002)",11532,248,3832,2975,2274,1505,698
"Viviendas particulares (003)",24441,485,7912,6247,4951,3414,1432
"Hombres (004)",12912,237,4080,3273,2679,1909,734
"Mujeres (005)",11529,248,3832,2974,2272,1505,698
"Viviendas colectivas (006)",3,,,2,1,,
"Hombres (007)",1,,,1,,,
"Mujeres (008)",2,,,1,1,,
"Otro tipo (009)",4,,1,1,2,,
"Hombres (010)",3,,1,1,1,,
"Mujeres (011)",1,,,,1,,
,,,,,,,
"URBANA (012)",13281,208,3747,3069,2983,2210,1064
"Hombres (013)",6791,95,1910,1555,1518,1195,518
"Mujeres (014)",6490,113,1837,1514,1465,1015,546
"Viviendas particulares (015)",13274,208,3746,3066,2980,2210,1064
"Hombres (016)",6787,95,1909,1553,1517,1195,518
"Mujeres (017)",6487,113,1837,1513,1463,1015,546
"Viviendas colectivas (018)",3,,,2,1,,
"Hombres (019)",1,,,1,,,
"Mujeres (020)",2,,,1,1,,
"Otro tipo (021)",4,,1,1,2,,
"Hombres (022)",3,,1,1,1,,
"Mujeres (023)",1,,,,1,,
,,,,,,,
"RURAL (024)",11167,277,4166,3181,1971,1204,368
"Hombres (025)",6125,142,2171,1720,1162,714,216
"Mujeres (026)",5042,135,1995,1461,809,490,152
"Viviendas particulares (027)",11167,277,4166,3181,1971,1204,368
"Hombres (028)",6125,142,2171,1720,1162,714,216
"Mujeres (029)",5042,135,1995,1461,809,490,152
