"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ACOBAMBA (000)",1167,425,742
"Sin nivel (001)",97,25,72
"Educación inicial (002)",3,,3
"Primaria (003)",469,155,314
"Secundaria (004)",461,196,265
"Superior no univ. incompleta (005)",38,12,26
"Superior no univ. completa (006)",33,11,22
"Superior univ. incompleta (007)",18,10,8
"Superior univ. completa (008)",48,16,32
"Hombres (010)",914,311,603
"Sin nivel (011)",73,18,55
"Educación inicial (012)",2,,2
"Primaria (013)",378,113,265
"Secundaria (014)",374,154,220
"Superior no univ. incompleta (015)",26,7,19
"Superior no univ. completa (016)",25,9,16
"Superior univ. incompleta (017)",9,2,7
"Superior univ. completa (018)",27,8,19
"Mujeres (020)",253,114,139
"Sin nivel (021)",24,7,17
"Educación inicial (022)",1,,1
"Primaria (023)",91,42,49
"Secundaria (024)",87,42,45
"Superior no univ. incompleta (025)",12,5,7
"Superior no univ. completa (026)",8,2,6
"Superior univ. incompleta (027)",9,8,1
"Superior univ. completa (028)",21,8,13
,,,
"AREA URBANA (030)",581,158,423
"Sin nivel (031)",34,7,27
"Educación inicial (032)",2,,2
"Primaria (033)",196,36,160
"Secundaria (034)",242,77,165
"Superior no univ. incompleta (035)",29,9,20
"Superior no univ. completa (036)",23,8,15
"Superior univ. incompleta (037)",16,10,6
"Superior univ. completa (038)",39,11,28
"Hombres (040)",447,106,341
"Sin nivel (041)",24,4,20
"Educación inicial (042)",1,,1
"Primaria (043)",164,26,138
"Secundaria (044)",193,57,136
"Superior no univ. incompleta (045)",19,5,14
"Superior no univ. completa (046)",17,6,11
"Superior univ. incompleta (047)",7,2,5
"Superior univ. completa (048)",22,6,16
"Mujeres (050)",134,52,82
"Sin nivel (051)",10,3,7
"Educación inicial (052)",1,,1
"Primaria (053)",32,10,22
"Secundaria (054)",49,20,29
"Superior no univ. incompleta (055)",10,4,6
"Superior no univ. completa (056)",6,2,4
"Superior univ. incompleta (057)",9,8,1
"Superior univ. completa (058)",17,5,12
,,,
"AREA RURAL (060)",586,267,319
"Sin nivel (061)",63,18,45
"Educación inicial (062)",1,,1
"Primaria (063)",273,119,154
"Secundaria (064)",219,119,100
"Superior no univ. incompleta (065)",9,3,6
"Superior no univ. completa (066)",10,3,7
"Superior univ. incompleta (067)",2,,2
"Superior univ. completa (068)",9,5,4
"Hombres (070)",467,205,262
"Sin nivel (071)",49,14,35
"Educación inicial (072)",1,,1
"Primaria (073)",214,87,127
"Secundaria (074)",181,97,84
"Superior no univ. incompleta (075)",7,2,5
"Superior no univ. completa (076)",8,3,5
"Superior univ. incompleta (077)",2,,2
"Superior univ. completa (078)",5,2,3
"Mujeres (080)",119,62,57
"Sin nivel (081)",14,4,10
"Primaria (083)",59,32,27
"Secundaria (084)",38,22,16
"Superior no univ. incompleta (085)",2,1,1
"Superior no univ. completa (086)",2,,2
"Superior univ. completa (088)",4,3,1
