"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia SAN MARTIN (000)",141877,28520,47549,34215,23611,7982
"Hombres (001)",72212,14491,24088,17297,12571,3765
"Mujeres (002)",69665,14029,23461,16918,11040,4217
"PEA (003)",68718,1553,23986,24642,15900,2637
"Hombres (004)",45234,1007,15605,15809,10905,1908
"Mujeres (005)",23484,546,8381,8833,4995,729
"Ocupada (006)",66729,1499,22953,24089,15602,2586
"Hombres (007)",43908,971,14959,15443,10668,1867
"Mujeres (008)",22821,528,7994,8646,4934,719
"Desocupada (009)",1989,54,1033,553,298,51
"Hombres (010)",1326,36,646,366,237,41
"Mujeres (011)",663,18,387,187,61,10
"No PEA (012)",73159,26967,23563,9573,7711,5345
"Hombres (013)",26978,13484,8483,1488,1666,1857
"Mujeres (014)",46181,13483,15080,8085,6045,3488
,,,,,,
"URBANA (018)",129473,25316,43617,31527,21702,7311
"Hombres (019)",65150,12815,21830,15713,11403,3389
"Mujeres (020)",64323,12501,21787,15814,10299,3922
"PEA (021)",62623,1276,21751,22761,14559,2276
"Hombres (022)",40449,819,13858,14320,9845,1607
"Mujeres (023)",22174,457,7893,8441,4714,669
"Ocupada (024)",60798,1235,20783,22258,14289,2233
"Hombres (025)",39255,790,13269,13994,9631,1571
"Mujeres (026)",21543,445,7514,8264,4658,662
"Desocupada (027)",1825,41,968,503,270,43
"Hombres (028)",1194,29,589,326,214,36
"Mujeres (029)",631,12,379,177,56,7
"No PEA (030)",66850,24040,21866,8766,7143,5035
"Hombres (031)",24701,11996,7972,1393,1558,1782
"Mujeres (032)",42149,12044,13894,7373,5585,3253
,,,,,,
"RURAL (036)",12404,3204,3932,2688,1909,671
"Hombres (037)",7062,1676,2258,1584,1168,376
"Mujeres (038)",5342,1528,1674,1104,741,295
"PEA (039)",6095,277,2235,1881,1341,361
"Hombres (040)",4785,188,1747,1489,1060,301
"Mujeres (041)",1310,89,488,392,281,60
"Ocupada (042)",5931,264,2170,1831,1313,353
"Hombres (043)",4653,181,1690,1449,1037,296
"Mujeres (044)",1278,83,480,382,276,57
"Desocupada (045)",164,13,65,50,28,8
"Hombres (046)",132,7,57,40,23,5
"Mujeres (047)",32,6,8,10,5,3
"No PEA (048)",6309,2927,1697,807,568,310
"Hombres (049)",2277,1488,511,95,108,75
"Mujeres (050)",4032,1439,1186,712,460,235
