"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SAN MIGUEL (000)",16159,228,4862,5393,3969,1707
"Agric., ganadería, caza y silvicultura (001)",10975,146,3256,3379,2781,1413
"Pesca (002)",2,,,1,1,
"Explotación de minas y canteras (003)",21,1,10,7,3,
"Industrias manufactureras (004)",477,6,137,149,138,47
"Suministro de electricidad, gas y agua (005)",10,,3,4,3,
"Construcción (006)",298,,101,119,67,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",610,8,154,232,165,51
"Venta, mant.y rep. veh.autom.y motoc. (008)",18,,7,11,,
"Comercio al por mayor (009)",45,,10,13,18,4
"Comercio al por menor (010)",547,8,137,208,147,47
"Hoteles y restaurantes (011)",175,9,47,71,38,10
"Trans., almac. y comunicaciones (012)",215,2,84,87,36,6
"Intermediación financiera (013)",3,,,3,,
"Activid.inmobil., empres. y alquileres (014)",51,,16,24,11,
"Admin.pub. y defensa; p. segur.soc afil (015)",299,,65,146,79,9
"Enseñanza (016)",887,,111,509,263,4
"Servicios sociales y de salud (017)",132,,29,78,22,3
"Otras activ. serv.comun.soc y personales (018)",87,,30,41,12,4
"Hogares privados con servicio doméstico (019)",284,9,117,86,59,13
"Actividad economica no especificada (021)",398,1,121,115,109,52
"Desocupado (022)",1235,46,581,342,182,84
"Hombres (023)",13488,157,4030,4430,3325,1546
"Agric., ganadería, caza y silvicultura (024)",10213,115,3033,3159,2564,1342
"Pesca (025)",2,,,1,1,
"Explotación de minas y canteras (026)",21,1,10,7,3,
"Industrias manufactureras (027)",268,2,71,81,82,32
"Suministro de electricidad, gas y agua (028)",10,,3,4,3,
"Construcción (029)",296,,99,119,67,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",381,8,92,141,105,35
"Venta, mant.y rep. veh.autom.y motoc. (031)",17,,7,10,,
"Comercio al por mayor (032)",32,,8,8,13,3
"Comercio al por menor (033)",332,8,77,123,92,32
"Hoteles y restaurantes (034)",32,2,10,13,6,1
"Trans., almac. y comunicaciones (035)",203,1,80,83,33,6
"Intermediación financiera (036)",3,,,3,,
"Activid.inmobil., empres. y alquileres (037)",37,,10,17,10,
"Admin.pub. y defensa; p. segur.soc afil (038)",250,,49,125,67,9
"Enseñanza (039)",476,,52,275,146,3
"Servicios sociales y de salud (040)",61,,9,33,16,3
"Otras activ. serv.comun.soc y personales (041)",55,,19,28,6,2
