"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia JUNIN (000)",12096,11638,3839,1494,1399,1119,1625,1041,653,468,458,32444
"De 12 a 14 años (001)",1154,1149,1144,2,3,,,,,,5,8
"De 15 a 19 años (002)",1576,1553,1435,105,12,1,,,,,23,132
"De 20 a 24 años (003)",1254,1090,534,343,160,45,8,,,,164,832
"De 25 a 29 años (004)",1045,949,240,288,246,105,61,8,1,,96,1411
"De 30 a 34 años (005)",948,880,92,173,244,180,163,21,6,1,68,2107
"De 35 a 39 años (006)",1048,1014,77,159,210,210,242,95,18,3,34,3051
"De 40 a 44 años (007)",971,949,65,119,156,164,250,130,50,15,22,3448
"De 45 a 49 años (008)",859,844,50,89,99,118,227,143,87,31,15,3653
"De 50 y más años (009)",3241,3210,202,216,269,296,674,644,491,418,31,17802
"PEA (010)",3167,2984,666,532,502,363,467,239,145,70,183,8235
"De 12 a 14 años (011)",29,29,27,1,1,,,,,,,3
"De 15 a 19 años (012)",161,159,136,21,1,1,,,,,2,26
"De 20 a 24 años (013)",335,279,159,74,34,10,2,,,,56,181
"De 25 a 29 años (014)",364,320,119,93,73,23,11,1,,,44,362
"De 30 a 34 años (015)",337,300,54,74,88,44,35,4,1,,37,565
"De 35 a 39 años (016)",383,366,49,74,92,64,66,17,3,1,17,879
"De 40 a 44 años (017)",364,354,29,61,73,67,82,27,12,3,10,1073
"De 45 a 49 años (018)",334,330,24,47,54,57,83,37,22,6,4,1185
"De 50 y más años (019)",860,847,69,87,86,97,188,153,107,60,13,3961
"Ocupada (020)",3006,2837,593,497,489,355,459,233,141,70,169,8047
"De 12 a 14 años (021)",27,27,25,1,1,,,,,,,3
"De 15 a 19 años (022)",133,131,111,18,1,1,,,,,2,23
