"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia CASTILLA (000)",15340,12784,2556
"De 3 a 5 años (001)",2317,176,2141
"De 6 a 11 años (002)",4527,4190,337
"De 12 a 16 años (003)",3917,3896,21
"De 17 a 24 años (004)",4579,4522,57
"Hombres (005)",7883,6613,1270
"De 3 a 5 años (006)",1160,88,1072
"De 6 a 11 años (007)",2284,2115,169
"De 12 a 16 años (008)",2030,2021,9
"De 17 a 24 años (009)",2409,2389,20
"Mujeres (010)",7457,6171,1286
"De 3 a 5 años (011)",1157,88,1069
"De 6 a 11 años (012)",2243,2075,168
"De 12 a 16 años (013)",1887,1875,12
"De 17 a 24 años (014)",2170,2133,37
,,,
"URBANA (015)",8900,7484,1416
"De 3 a 5 años (016)",1328,116,1212
"De 6 a 11 años (017)",2693,2521,172
"De 12 a 16 años (018)",2318,2310,8
"De 17 a 24 años (019)",2561,2537,24
"Hombres (020)",4491,3791,700
"De 3 a 5 años (021)",653,56,597
"De 6 a 11 años (022)",1342,1253,89
"De 12 a 16 años (023)",1214,1210,4
"De 17 a 24 años (024)",1282,1272,10
"Mujeres (025)",4409,3693,716
"De 3 a 5 años (026)",675,60,615
"De 6 a 11 años (027)",1351,1268,83
"De 12 a 16 años (028)",1104,1100,4
"De 17 a 24 años (029)",1279,1265,14
,,,
"RURAL (030)",6440,5300,1140
"De 3 a 5 años (031)",989,60,929
"De 6 a 11 años (032)",1834,1669,165
"De 12 a 16 años (033)",1599,1586,13
"De 17 a 24 años (034)",2018,1985,33
"Hombres (035)",3392,2822,570
"De 3 a 5 años (036)",507,32,475
"De 6 a 11 años (037)",942,862,80
"De 12 a 16 años (038)",816,811,5
"De 17 a 24 años (039)",1127,1117,10
"Mujeres (040)",3048,2478,570
"De 3 a 5 años (041)",482,28,454
"De 6 a 11 años (042)",892,807,85
"De 12 a 16 años (043)",783,775,8
"De 17 a 24 años (044)",891,868,23
