"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia PUNO (000)",6046,2009,4037
"De 14 a 29 años (001)",3179,1528,1651
"De 30 a 44 años (002)",1858,424,1434
"De 45 a 64 años (003)",849,57,792
"De 65 y más años (004)",160,,160
"Hombres (005)",4109,1249,2860
"De 14 a 29 años (006)",2012,943,1069
"De 30 a 44 años (007)",1275,264,1011
"De 45 a 64 años (008)",680,42,638
"De 65 y más años (009)",142,,142
"Mujeres (010)",1937,760,1177
"De 14 a 29 años (011)",1167,585,582
"De 30 a 44 años (012)",583,160,423
"De 45 a 64 años (013)",169,15,154
"De 65 y más años (014)",18,,18
,,,
"AREA URBANA (015)",3823,1160,2663
"De 14 a 29 años (016)",1968,871,1097
"De 30 a 44 años (017)",1242,259,983
"De 45 a 64 años (018)",525,30,495
"De 65 y más años (019)",88,,88
"Hombres (020)",2291,625,1666
"De 14 a 29 años (021)",1099,482,617
"De 30 a 44 años (022)",736,126,610
"De 45 a 64 años (023)",380,17,363
"De 65 y más años (024)",76,,76
"Mujeres (025)",1532,535,997
"De 14 a 29 años (026)",869,389,480
"De 30 a 44 años (027)",506,133,373
"De 45 a 64 años (028)",145,13,132
"De 65 y más años (029)",12,,12
,,,
"AREA RURAL (030)",2223,849,1374
"De 14 a 29 años (031)",1211,657,554
"De 30 a 44 años (032)",616,165,451
"De 45 a 64 años (033)",324,27,297
"De 65 y más años (034)",72,,72
"Hombres (035)",1818,624,1194
"De 14 a 29 años (036)",913,461,452
"De 30 a 44 años (037)",539,138,401
"De 45 a 64 años (038)",300,25,275
"De 65 y más años (039)",66,,66
"Mujeres (040)",405,225,180
"De 14 a 29 años (041)",298,196,102
"De 30 a 44 años (042)",77,27,50
"De 45 a 64 años (043)",24,2,22
"De 65 y más años (044)",6,,6
