"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia HUANCANE (000)",24228,1930,1454,12896,105,6639,168,1036
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",56,56,,,,,,
"Profes., científicos e intelectuales (002)",1061,970,,83,2,6,,
"Técnicos de nivel medio y trab. asimilados (003)",237,125,,107,4,1,,
"Jefes y empleados de oficina (004)",300,298,,2,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1565,130,1,1171,14,249,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",9609,,,9564,44,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",955,,172,649,11,123,,
"Obreros construc.,conf.,papel, fab., instr. (008)",754,41,245,424,19,25,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",8024,152,1004,565,4,6131,168,
"Otra (010)",109,109,,,,,,
"Ocupaciñn no especificada (011)",522,49,32,331,7,103,,
"Desocupado (012)",1036,,,,,,,1036
"Hombres (013)",14255,1370,1058,8717,69,2223,26,792
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",48,48,,,,,,
"Profes., científicos e intelectuales (015)",777,714,,58,,5,,
"Técnicos de nivel medio y trab. asimilados (016)",167,75,,89,3,,,
"Jefes y empleados de oficina (017)",219,217,,2,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",618,71,1,480,5,61,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",6917,,,6887,30,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",585,,148,360,9,68,,
"Obreros construc.,conf.,papel, fab., instr. (021)",733,40,240,411,19,23,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",3083,76,647,301,1,2032,26,
"Otra (023)",94,94,,,,,,
"Ocupaciñn no especificada (024)",222,35,22,129,2,34,,
"Desocupado (025)",792,,,,,,,792
"Mujeres (026)",9973,560,396,4179,36,4416,142,244
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",8,8,,,,,,
"Profes., científicos e intelectuales (028)",284,256,,25,2,1,,
"Técnicos de nivel medio y trab. asimilados (029)",70,50,,18,1,1,,
"Jefes y empleados de oficina (030)",81,81,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",947,59,,691,9,188,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",2692,,,2677,14,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",370,,24,289,2,55,,
"Obreros construc.,conf.,papel, fab., instr. (034)",21,1,5,13,,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",4941,76,357,264,3,4099,142,
"Otra (036)",15,15,,,,,,
"Ocupaciñn no especificada (037)",300,14,10,202,5,69,,
"Desocupado (038)",244,,,,,,,244
,,,,,,,,
"URBANA (039)",5150,1285,340,2383,52,608,67,415
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",22,22,,,,,,
"Profes., científicos e intelectuales (041)",683,631,,46,2,4,,
"Técnicos de nivel medio y trab. asimilados (042)",170,105,,61,3,1,,
"Jefes y empleados de oficina (043)",176,174,,2,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",1078,80,1,792,12,193,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",665,,,658,7,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",302,,59,217,5,21,,
"Obreros construc.,conf.,papel, fab., instr. (047)",318,29,90,176,15,8,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",1023,109,167,331,4,345,67,
"Otra (049)",101,101,,,,,,
"Ocupaciñn no especificada (050)",197,34,23,100,4,36,,
"Desocupado (051)",415,,,,,,,415
"Hombres (052)",2978,831,274,1326,32,212,14,289
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",20,20,,,,,,
"Profes., científicos e intelectuales (054)",442,409,,30,,3,,
"Técnicos de nivel medio y trab. asimilados (055)",111,62,,47,2,,,
"Jefes y empleados de oficina (056)",114,112,,2,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",371,39,1,281,3,47,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",444,,,439,5,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",220,,50,153,4,13,,
"Obreros construc.,conf.,papel, fab., instr. (060)",309,28,88,170,15,8,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",464,49,120,154,1,126,14,
"Otra (062)",87,87,,,,,,
"Ocupaciñn no especificada (063)",107,25,15,50,2,15,,
"Desocupado (064)",289,,,,,,,289
"Mujeres (065)",2172,454,66,1057,20,396,53,126
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",2,2,,,,,,
"Profes., científicos e intelectuales (067)",241,222,,16,2,1,,
"Técnicos de nivel medio y trab. asimilados (068)",59,43,,14,1,1,,
"Jefes y empleados de oficina (069)",62,62,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",707,41,,511,9,146,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",221,,,219,2,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",82,,9,64,1,8,,
"Obreros construc.,conf.,papel, fab., instr. (073)",9,1,2,6,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",559,60,47,177,3,219,53,
"Otra (075)",14,14,,,,,,
"Ocupaciñn no especificada (076)",90,9,8,50,2,21,,
"Desocupado (077)",126,,,,,,,126
,,,,,,,,
"RURAL (078)",19078,645,1114,10513,53,6031,101,621
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",34,34,,,,,,
"Profes., científicos e intelectuales (080)",378,339,,37,,2,,
"Técnicos de nivel medio y trab. asimilados (081)",67,20,,46,1,,,
"Jefes y empleados de oficina (082)",124,124,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",487,50,,379,2,56,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",8944,,,8906,37,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",653,,113,432,6,102,,
"Obreros construc.,conf.,papel, fab., instr. (086)",436,12,155,248,4,17,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",7001,43,837,234,,5786,101,
"Otra (088)",8,8,,,,,,
"Ocupaciñn no especificada (089)",325,15,9,231,3,67,,
"Desocupado (090)",621,,,,,,,621
"Hombres (091)",11277,539,784,7391,37,2011,12,503
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",28,28,,,,,,
"Profes., científicos e intelectuales (093)",335,305,,28,,2,,
"Técnicos de nivel medio y trab. asimilados (094)",56,13,,42,1,,,
"Jefes y empleados de oficina (095)",105,105,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",247,32,,199,2,14,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",6473,,,6448,25,,,
