"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CAÑETE (000)",176194,6579,2526,53715,70629,11797,14464,7140,9344
"Hombres (001)",88124,1669,1293,25718,38251,5809,6680,3807,4897
"Mujeres (002)",88070,4910,1233,27997,32378,5988,7784,3333,4447
"PEA (003)",85642,2250,59,15457,38702,7056,10782,4012,7324
"Hombres (004)",55022,797,34,9432,27474,4455,5980,2602,4248
"Mujeres (005)",30620,1453,25,6025,11228,2601,4802,1410,3076
"Ocupada (006)",82659,2181,59,14963,37216,6813,10431,3888,7108
"Hombres (007)",53037,759,34,9074,26404,4305,5794,2530,4137
"Mujeres (008)",29622,1422,25,5889,10812,2508,4637,1358,2971
"Desocupada (009)",2983,69,,494,1486,243,351,124,216
"Hombres (010)",1985,38,,358,1070,150,186,72,111
"Mujeres (011)",998,31,,136,416,93,165,52,105
"No PEA (012)",90552,4329,2467,38258,31927,4741,3682,3128,2020
"Hombres (013)",33102,872,1259,16286,10777,1354,700,1205,649
"Mujeres (014)",57450,3457,1208,21972,21150,3387,2982,1923,1371
,,,,,,,,,
"URBANA (018)",147884,4991,2169,43716,59253,10244,12781,6334,8396
"Hombres (019)",73323,1261,1100,20766,31771,4958,5824,3330,4313
"Mujeres (020)",74561,3730,1069,22950,27482,5286,6957,3004,4083
"PEA (021)",71620,1668,54,11900,32136,6163,9540,3579,6580
"Hombres (022)",45149,554,30,7044,22510,3820,5189,2277,3725
"Mujeres (023)",26471,1114,24,4856,9626,2343,4351,1302,2855
"Ocupada (024)",68954,1609,54,11477,30818,5936,9223,3460,6377
"Hombres (025)",43378,522,30,6740,21564,3679,5019,2207,3617
"Mujeres (026)",25576,1087,24,4737,9254,2257,4204,1253,2760
"Desocupada (027)",2666,59,,423,1318,227,317,119,203
"Hombres (028)",1771,32,,304,946,141,170,70,108
"Mujeres (029)",895,27,,119,372,86,147,49,95
"No PEA (030)",76264,3323,2115,31816,27117,4081,3241,2755,1816
"Hombres (031)",28174,707,1070,13722,9261,1138,635,1053,588
"Mujeres (032)",48090,2616,1045,18094,17856,2943,2606,1702,1228
,,,,,,,,,
"RURAL (036)",28310,1588,357,9999,11376,1553,1683,806,948
"Hombres (037)",14801,408,193,4952,6480,851,856,477,584
"Mujeres (038)",13509,1180,164,5047,4896,702,827,329,364
"PEA (039)",14022,582,5,3557,6566,893,1242,433,744
"Hombres (040)",9873,243,4,2388,4964,635,791,325,523
"Mujeres (041)",4149,339,1,1169,1602,258,451,108,221
"Ocupada (042)",13705,572,5,3486,6398,877,1208,428,731
"Hombres (043)",9659,237,4,2334,4840,626,775,323,520
"Mujeres (044)",4046,335,1,1152,1558,251,433,105,211
"Desocupada (045)",317,10,,71,168,16,34,5,13
"Hombres (046)",214,6,,54,124,9,16,2,3
"Mujeres (047)",103,4,,17,44,7,18,3,10
"No PEA (048)",14288,1006,352,6442,4810,660,441,373,204
"Hombres (049)",4928,165,189,2564,1516,216,65,152,61
"Mujeres (050)",9360,841,163,3878,3294,444,376,221,143
