"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUARAL (000)",128224,11104,21951,7041,88415
"Conviviente (001)",35154,3126,5032,1409,25636
"Separado(a) (002)",5444,441,657,254,4101
"Casado(a) (003)",34713,2103,9312,2765,20692
"Viudo(a) (004)",4836,287,1148,289,3115
"Divorciado(a) (005)",532,32,105,49,347
"Soltero(a) (006)",47545,5115,5697,2275,34524
"Hombres (008)",64777,4956,11327,4045,44641
"Conviviente (009)",17479,1229,2734,880,12666
"Separado(a) (010)",1789,79,272,96,1347
"Casado(a) (011)",17149,971,4790,1598,9901
"Viudo(a) (012)",1355,76,348,95,838
"Divorciado(a) (013)",268,17,55,25,172
"Soltero(a) (014)",26737,2584,3128,1351,19717
"Mujeres (016)",63447,6148,10624,2996,43774
"Conviviente (017)",17675,1897,2298,529,12970
"Separado(a) (018)",3655,362,385,158,2754
"Casado(a) (019)",17564,1132,4522,1167,10791
"Viudo(a) (020)",3481,211,800,194,2277
"Divorciado(a) (021)",264,15,50,24,175
"Soltero(a) (022)",20808,2531,2569,924,14807
,,,,,
"URBANA (024)",105986,9215,19295,6355,71390
"Conviviente (025)",28111,2572,4330,1240,20017
"Separado(a) (026)",4647,387,593,237,3439
"Casado(a) (027)",29208,1799,8168,2535,16855
"Viudo(a) (028)",4002,254,994,249,2508
"Divorciado(a) (029)",486,31,99,48,309
"Soltero(a) (030)",39532,4172,5111,2046,28262
"Hombres (032)",52364,4069,9817,3612,35043
"Conviviente (033)",13613,1009,2323,766,9544
"Separado(a) (034)",1423,67,232,86,1043
"Casado(a) (035)",14266,830,4156,1454,7930
"Viudo(a) (036)",1100,69,303,79,651
"Divorciado(a) (037)",239,16,52,25,147
"Soltero(a) (038)",21723,2078,2751,1202,15728
"Mujeres (040)",53622,5146,9478,2743,36347
"Conviviente (041)",14498,1563,2007,474,10473
"Separado(a) (042)",3224,320,361,151,2396
"Casado(a) (043)",14942,969,4012,1081,8925
"Viudo(a) (044)",2902,185,691,170,1857
"Divorciado(a) (045)",247,15,47,23,162
"Soltero(a) (046)",17809,2094,2360,844,12534
,,,,,
"RURAL (048)",22238,1889,2656,686,17025
"Conviviente (049)",7043,554,702,169,5619
"Separado(a) (050)",797,54,64,17,662
"Casado(a) (051)",5505,304,1144,230,3837
"Viudo(a) (052)",834,33,154,40,607
"Divorciado(a) (053)",46,1,6,1,38
"Soltero(a) (054)",8013,943,586,229,6262
"Hombres (056)",12413,887,1510,433,9598
"Conviviente (057)",3866,220,411,114,3122
"Separado(a) (058)",366,12,40,10,304
"Casado(a) (059)",2883,141,634,144,1971
"Viudo(a) (060)",255,7,45,16,187
"Divorciado(a) (061)",29,1,3,,25
"Soltero(a) (062)",5014,506,377,149,3989
"Mujeres (064)",9825,1002,1146,253,7427
"Conviviente (065)",3177,334,291,55,2497
"Separado(a) (066)",431,42,24,7,358
"Casado(a) (067)",2622,163,510,86,1866
"Viudo(a) (068)",579,26,109,24,420
"Divorciado(a) (069)",17,,3,1,13
"Soltero(a) (070)",2999,437,209,80,2273
