"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CANTA (000)",10530,1335,1793,1946,1651,1283,2522
"Católica (001)",9304,1169,1565,1695,1460,1131,2284
"Cristiana/Evangélica (002)",811,113,137,163,123,104,171
"Otra (003)",223,27,30,51,36,33,46
"Ninguna (004)",192,26,61,37,32,15,21
"Hombres (006)",5581,688,949,1049,882,710,1303
"Católica (007)",4980,612,838,927,783,636,1184
"Cristiana/Evangélica (008)",368,47,60,76,58,49,78
"Otra (009)",110,17,14,22,19,13,25
"Ninguna (010)",123,12,37,24,22,12,16
"Mujeres (012)",4949,647,844,897,769,573,1219
"Católica (013)",4324,557,727,768,677,495,1100
"Cristiana/Evangélica (014)",443,66,77,87,65,55,93
"Otra (015)",113,10,16,29,17,20,21
"Ninguna (016)",69,14,24,13,10,3,5
,,,,,,,
"URBANA (018)",5117,628,724,798,785,662,1520
"Católica (019)",4743,582,671,742,722,610,1416
"Cristiana/Evangélica (020)",274,35,33,40,44,43,79
"Otra (021)",34,2,1,7,5,4,15
"Ninguna (022)",66,9,19,9,14,5,10
"Hombres (024)",2638,315,392,414,409,342,766
"Católica (025)",2449,291,363,390,377,315,713
"Cristiana/Evangélica (026)",124,18,14,15,20,21,36
"Otra (027)",18,2,,5,2,1,8
"Ninguna (028)",47,4,15,4,10,5,9
"Mujeres (030)",2479,313,332,384,376,320,754
"Católica (031)",2294,291,308,352,345,295,703
"Cristiana/Evangélica (032)",150,17,19,25,24,22,43
"Otra (033)",16,,1,2,3,3,7
"Ninguna (034)",19,5,4,5,4,,1
,,,,,,,
"RURAL (036)",5413,707,1069,1148,866,621,1002
"Católica (037)",4561,587,894,953,738,521,868
"Cristiana/Evangélica (038)",537,78,104,123,79,61,92
"Otra (039)",189,25,29,44,31,29,31
"Ninguna (040)",126,17,42,28,18,10,11
"Hombres (042)",2943,373,557,635,473,368,537
"Católica (043)",2531,321,475,537,406,321,471
"Cristiana/Evangélica (044)",244,29,46,61,38,28,42
"Otra (045)",92,15,14,17,17,12,17
"Ninguna (046)",76,8,22,20,12,7,7
"Mujeres (048)",2470,334,512,513,393,253,465
"Católica (049)",2030,266,419,416,332,200,397
"Cristiana/Evangélica (050)",293,49,58,62,41,33,50
"Otra (051)",97,10,15,27,14,17,14
"Ninguna (052)",50,9,20,8,6,3,4
