"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia PUNO",,,,,,,,,
"Viviendas particulares (001)",66374,24519,38092,51,42,44,3090,79,457
"Ocupantes presentes (002)",225215,89585,124671,161,116,138,8545,272,1727
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",59698,22290,35488,43,32,24,1664,71,86
"Ocupantes presentes (005)",205065,82865,116592,127,96,78,4750,244,313
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",1086,1057,28,,,,,1,
"Ocupantes presentes (008)",3349,3259,82,,,,,8,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",320,213,105,,,,,2,
"Ocupantes presentes (011)",1028,681,337,,,,,10,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",1329,946,378,,2,1,,,2
"Ocupantes presentes (014)",3952,2747,1194,,4,4,,,3
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",3882,,2076,4,8,16,1425,5,348
"Ocupantes presentes (017)",11663,,6424,15,16,51,3794,10,1353
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",17,,,4,,2,,,11
"Ocupantes presentes (020)",55,,,19,,4,,,32
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",32,13,17,,,1,1,,
"Ocupantes presentes (023)",77,33,42,,,1,1,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",10,,,,,,,,10
"Ocupantes presentes (026)",26,,,,,,,,26
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",36907,23863,12665,27,21,13,202,53,63
"Ocupantes presentes (029)",133064,87420,44359,82,66,45,677,195,220
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",34120,21634,12141,23,19,9,201,50,43
"Ocupantes presentes (032)",124595,80700,42713,63,62,36,676,177,168
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",1086,1057,28,,,,,1,
"Ocupantes presentes (035)",3349,3259,82,,,,,8,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",320,213,105,,,,,2,
"Ocupantes presentes (038)",1028,681,337,,,,,10,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",1329,946,378,,2,1,,,2
"Ocupantes presentes (041)",3952,2747,1194,,4,4,,,3
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",17,,,4,,2,,,11
"Ocupantes presentes (047)",55,,,19,,4,,,32
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",28,13,13,,,1,1,,
"Ocupantes presentes (050)",68,33,33,,,1,1,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",7,,,,,,,,7
"Ocupantes presentes (053)",17,,,,,,,,17
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",29467,656,25427,24,21,31,2888,26,394
"Ocupantes presentes (056)",92151,2165,80312,79,50,93,7868,77,1507
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",25578,656,23347,20,13,15,1463,21,43
"Ocupantes presentes (059)",80470,2165,73879,64,34,42,4074,67,145
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",3882,,2076,4,8,16,1425,5,348
"Ocupantes presentes (071)",11663,,6424,15,16,51,3794,10,1353
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",4,,4,,,,,,
"Ocupantes presentes (077)",9,,9,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",3,,,,,,,,3
"Ocupantes presentes (080)",9,,,,,,,,9
