"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CONDESUYOS (000)",273,55,218
"Sin nivel (001)",19,4,15
"Educación inicial (002)",1,1,
"Primaria (003)",87,21,66
"Secundaria (004)",113,18,95
"Superior no univ. incompleta (005)",21,5,16
"Superior no univ. completa (006)",18,4,14
"Superior univ. incompleta (007)",5,,5
"Superior univ. completa (008)",9,2,7
"De 14 a 29 años (010)",120,41,79
"Sin nivel (011)",1,,1
"Educación inicial (012)",1,1,
"Primaria (013)",24,14,10
"Secundaria (014)",58,16,42
"Superior no univ. incompleta (015)",18,5,13
"Superior no univ. completa (016)",9,3,6
"Superior univ. incompleta (017)",3,,3
"Superior univ. completa (018)",6,2,4
"De 30 a 44 años (020)",73,9,64
"Sin nivel (021)",8,2,6
"Primaria (023)",20,5,15
"Secundaria (024)",33,1,32
"Superior no univ. incompleta (025)",2,,2
"Superior no univ. completa (026)",7,1,6
"Superior univ. incompleta (027)",2,,2
"Superior univ. completa (028)",1,,1
"De 45 a 64 años (030)",54,5,49
"Sin nivel (031)",9,2,7
"Primaria (033)",26,2,24
"Secundaria (034)",15,1,14
"Superior no univ. completa (036)",2,,2
"Superior univ. completa (038)",2,,2
"De 65 y más años (040)",26,,26
"Sin nivel (041)",1,,1
"Primaria (043)",17,,17
"Secundaria (044)",7,,7
"Superior no univ. incompleta (045)",1,,1
,,,
"AREA URBANA (050)",114,18,96
"Sin nivel (051)",5,,5
"Educación inicial (052)",1,1,
"Primaria (053)",34,3,31
"Secundaria (054)",42,6,36
"Superior no univ. incompleta (055)",12,3,9
"Superior no univ. completa (056)",13,3,10
"Superior univ. incompleta (057)",2,,2
"Superior univ. completa (058)",5,2,3
"De 14 a 29 años (060)",48,14,34
"Educación inicial (062)",1,1,
"Primaria (063)",8,1,7
"Secundaria (064)",18,5,13
"Superior no univ. incompleta (065)",10,3,7
"Superior no univ. completa (066)",7,2,5
"Superior univ. incompleta (067)",1,,1
"Superior univ. completa (068)",3,2,1
"De 30 a 44 años (070)",35,2,33
"Sin nivel (071)",2,,2
"Primaria (073)",10,1,9
"Secundaria (074)",15,,15
"Superior no univ. incompleta (075)",1,,1
"Superior no univ. completa (076)",5,1,4
"Superior univ. incompleta (077)",1,,1
"Superior univ. completa (078)",1,,1
"De 45 a 64 años (080)",26,2,24
"Sin nivel (081)",3,,3
"Primaria (083)",14,1,13
"Secundaria (084)",7,1,6
"Superior no univ. completa (086)",1,,1
"Superior univ. completa (088)",1,,1
"De 65 y más años (090)",5,,5
"Primaria (093)",2,,2
"Secundaria (094)",2,,2
"Superior no univ. incompleta (095)",1,,1
,,,
"AREA RURAL (100)",159,37,122
"Sin nivel (101)",14,4,10
"Primaria (103)",53,18,35
"Secundaria (104)",71,12,59
"Superior no univ. incompleta (105)",9,2,7
"Superior no univ. completa (106)",5,1,4
"Superior univ. incompleta (107)",3,,3
"Superior univ. completa (108)",4,,4
"De 14 a 29 años (110)",72,27,45
"Sin nivel (111)",1,,1
"Primaria (113)",16,13,3
"Secundaria (114)",40,11,29
"Superior no univ. incompleta (115)",8,2,6
"Superior no univ. completa (116)",2,1,1
"Superior univ. incompleta (117)",2,,2
"Superior univ. completa (118)",3,,3
"De 30 a 44 años (120)",38,7,31
"Sin nivel (121)",6,2,4
"Primaria (123)",10,4,6
"Secundaria (124)",18,1,17
"Superior no univ. incompleta (125)",1,,1
"Superior no univ. completa (126)",2,,2
"Superior univ. incompleta (127)",1,,1
"De 45 a 64 años (130)",28,3,25
"Sin nivel (131)",6,2,4
"Primaria (133)",12,1,11
"Secundaria (134)",8,,8
"Superior no univ. completa (136)",1,,1
"Superior univ. completa (138)",1,,1
"De 65 y más años (140)",21,,21
"Sin nivel (141)",1,,1
"Primaria (143)",15,,15
"Secundaria (144)",5,,5
