"CUADRO Nº 5: POBLACIÓN EN VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia HUAROCHIRI (000)",3743,1659,2084
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",172,172,
"Casa pensión (003)",49,49,
"Hospital, clinica (004)",14,12,2
"Aldea infantil, orfelinato, etc (007)",235,235,
"Otro (008)",3187,1108,2079
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",86,83,3
