"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia CHUMBIVILCAS (000)",37523,30386,7137
"De 3 a 5 años (001)",6149,599,5550
"De 6 a 11 años (002)",13557,12285,1272
"De 12 a 16 años (003)",10207,10125,82
"De 17 a 24 años (004)",7610,7377,233
"Hombres (005)",19261,15712,3549
"De 3 a 5 años (006)",3093,294,2799
"De 6 a 11 años (007)",6911,6259,652
"De 12 a 16 años (008)",5394,5361,33
"De 17 a 24 años (009)",3863,3798,65
"Mujeres (010)",18262,14674,3588
"De 3 a 5 años (011)",3056,305,2751
"De 6 a 11 años (012)",6646,6026,620
"De 12 a 16 años (013)",4813,4764,49
"De 17 a 24 años (014)",3747,3579,168
,,,
"URBANA (015)",8757,7397,1360
"De 3 a 5 años (016)",1276,132,1144
"De 6 a 11 años (017)",2826,2660,166
"De 12 a 16 años (018)",2498,2481,17
"De 17 a 24 años (019)",2157,2124,33
"Hombres (020)",4487,3779,708
"De 3 a 5 años (021)",664,61,603
"De 6 a 11 años (022)",1410,1323,87
"De 12 a 16 años (023)",1342,1335,7
"De 17 a 24 años (024)",1071,1060,11
"Mujeres (025)",4270,3618,652
"De 3 a 5 años (026)",612,71,541
"De 6 a 11 años (027)",1416,1337,79
"De 12 a 16 años (028)",1156,1146,10
"De 17 a 24 años (029)",1086,1064,22
,,,
"RURAL (030)",28766,22989,5777
"De 3 a 5 años (031)",4873,467,4406
"De 6 a 11 años (032)",10731,9625,1106
"De 12 a 16 años (033)",7709,7644,65
"De 17 a 24 años (034)",5453,5253,200
"Hombres (035)",14774,11933,2841
"De 3 a 5 años (036)",2429,233,2196
"De 6 a 11 años (037)",5501,4936,565
"De 12 a 16 años (038)",4052,4026,26
"De 17 a 24 años (039)",2792,2738,54
"Mujeres (040)",13992,11056,2936
"De 3 a 5 años (041)",2444,234,2210
"De 6 a 11 años (042)",5230,4689,541
"De 12 a 16 años (043)",3657,3618,39
"De 17 a 24 años (044)",2661,2515,146
