"CUADRO Nº 15: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGIÓN QUE PROFESA",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CAJAMARCA (000)",84836,966,28341,26787,10072,4053,1626,453,67,,12471
"Catolica (001)",61607,654,19686,19174,7797,3208,1251,331,59,,9447
"Cristiana / Evangelica (002)",19810,265,7506,6512,1878,700,317,106,8,,2518
"Otra (003)",2304,24,755,773,286,107,38,9,,,312
"Ninguna (004)",1115,23,394,328,111,38,20,7,,,194
,,,,,,,,,,,
"URBANA (006)",48644,475,13679,14745,7027,3013,1207,315,50,,8133
"Catolica (007)",38457,335,10415,11578,5785,2546,988,249,44,,6517
"Cristiana / Evangelica (008)",8152,116,2697,2516,963,362,178,53,6,,1261
"Otra (009)",1440,14,405,474,209,84,27,8,,,219
"Ninguna (010)",595,10,162,177,70,21,14,5,,,136
,,,,,,,,,,,
"RURAL (012)",36192,491,14662,12042,3045,1040,419,138,17,,4338
"Catolica (013)",23150,319,9271,7596,2012,662,263,82,15,,2930
"Cristiana / Evangelica (014)",11658,149,4809,3996,915,338,139,53,2,,1257
"Otra (015)",864,10,350,299,77,23,11,1,,,93
"Ninguna (016)",520,13,232,151,41,17,6,2,,,58
